index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	kAla-upapanna-awiWi-kalpya-BAgam	5	kAlopapannAwiWikalpyaBAgaM	kAla-pax1{kwa;paxaz;:xivAxiH-awiWi-kqp1;Nyaw;kqpUz;:BvAxiH-BAga;puM;2;eka}/BAga{napuM;1;eka}/BAga{napuM;2;eka}	kAla-upa_pax1{kwa;paxaz;:xivAxiH-awiWi-kqp1;Nyaw;kqpUz;:BvAxiH-BAga;puM;1;eka}	viSeRaNam,5	-	-	-	-	-	-
2	vanyam	6	vanyam	vanya{napuM;1;eka}/vanya{napuM;2;eka}	vanya{napuM;1;eka}	viSeRaNam,5	vanya	-	-	-	-	-
3	SarIra-sWiwi-sAXanam	7	SarIrasWiwisAXanam	SarIra-sWiwi-sAXana{napuM;1;eka(SarIra-sWiwi-sAX1;lyut;sAXaz;:svAxiH)}/SarIra-sWiwi-sAXana{napuM;2;eka(sAX1;lyut;sAXaz;:svAxiH)}/sAXana{puM;2;eka}/sAXana{napuM;1;eka}/sAXana{napuM;2;eka}	SarIra-sWiwi-sAXana{puM;1;eka(SarIra-sWiwi-sAX1;lyut;sAXaz;:svAxiH)}	viSeRaNam,5	-	-	-	-	-	-
4	vaH	8	vaH	yuRmax{sarvanAma;2;bahu}/yuRmax{sarvanAma;4;bahu}/yuRmax{sarvanAma;6;bahu}	yuRmax{sarvanAma;6;bahu}	RaRTIsambanXaH,5	Apako	-	-	-	-	-
5	nIvAra-pAkAxi	1	nIvArapAkAxi	nIvAra-pAkAxi}	nIvAra-pAkAxi{napuM;1;eka}	karma,9	nIvAra-	-	-	-	-	-
6	jAnapaxEH	3	jAnapaxErna 	jAnapaxa{puM;3;bahu}	jAnapaxa{puM;3;bahu}	viSeRaNam,7	xehAwiyoM_se	-	-	-	-	-
7	kadafgarIyEH	2	kadafgarIyErAmqSyawe	kadafgarIya{puM;3;bahu}/kadafgarIya{napuM;3;bahu}	kadafgarIya{puM;3;bahu}	karwA,9	kadafgarIyoM_se	-	-	-	-	-
8	na	-	-	na{avya}	na{avya}	prawiReXaH,9	nahIM	-	-	-	-	-
9	AmqSyawe	-	-	Af_mqS1{karmaNi;lat;pra;eka;AwmanepaxI;mqSaz;:wuxAxiH}	Af_mqS1{karmaNi;lat;pra;eka;AwmanepaxI;mqSaz;:wuxAxiH}	aBihiwa_karma,5;sakarmaka	Af_mqS1_ap_sk_jAwA_hE	-	-	-	-	-
10	kacciw	4	kacciw	kacciw{avya}	kacciw{avya}	sambanXaH,9	praSnavAcakawA	-	-	-	-	-
