index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	सः	4.1	स	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,8.1	कर्ता,8.1	N1	उस					
2.1	गुप्तमूल-	1.1	गुप्तमूलप्रत्यन्तः	गुप्तमूल	गुप्तमूल	बहुव्रीहिः,2.2	बहुव्रीहिः,2.2	CP	गुप्तमूल-प्रत्यन्त	-	-	-	-	-
2.2	प्रत्यन्तः	1.2	-	प्रत्यन्त{पुं;1;एक}	प्रत्यन्त{पुं;1;एक}	विशेषणम्,3.2	विशेषणम्,3.2	N1				-	-	
3.1	शुद्ध-	2.1	शुद्धपार्ष्णिरयान्वितः	शुद्ध-	शुद्ध	बहुव्रीहिः,3.2	बहुव्रीहिः,3.2	CP	-	-	-	-	-	-
3.2	पार्ष्णिः	2.2	-	पार्ष्णि;पुं;1;एक}	पार्ष्णि;पुं;1;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N1				-	-	
4.1	अयान्वितः	3.1	-	अयान्वित{पुं;1;एक}	अयान्वित{पुं;1;एक}	विशेषणम्,1.1	विशेषणम्,1.1	N1	अयान्वित_ने	-	-	-	-	-
5.1	षड्-	6.1	षड्विधं	षड्	षड्	बहुव्रीहिः,5.2	बहुव्रीहिः,5.2	CP	षड्-प्रकार	-	-	-	-	-
5.2	विधं	6.2	-	विध{पुं;2;एक}/विध{नपुं;1;एक}/विध{नपुं;2;एक}	विध{नपुं;2;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N2				-	-	
6.1	बलम्	7.1	बलमादाय	बल{नपुं;1;एक}/बल{नपुं;2;एक}	बल{नपुं;2;एक}	कर्म,7.1	कर्म,7.1	N2	बल	-	-	-	-	-
7.1	आदाय	8.1	-	आङ्_दै1{कर्तरि;लोट्;म;एक;परस्मैपदी;दैप्;:भ्वादिः}/दा3{अव्य;ल्यप्;डुदाञ्;:जुहोत्यादिः}/दै1{अव्य;ल्यप्;दैप्;:भ्वादिः}/दा1{अव्य;ल्यप्;दाण्;:भ्वादिः}/दा2{अव्य;ल्यप्;दाप्;:अदादिः}	आङ्_दा1{अव्य;ल्यप्;दाण्;:भ्वादिः}	पूर्वकालः,9.2	पूर्वकालः,9.2	NA	ले_कर	-	-	-	-	-
8.1	प्रतस्थे	5.1	प्रतस्थे	प्र-ष्था{कर्मणि लिट् प्र एक आत्मनेपदी{धातुः ष्था} भ्वादिः}	प्र-ष्था{कर्मणि;लिट्;प्र;एक;आत्मनेपदी{धातुः;ष्था}भ्वादिः}	अभिहित_कर्ता,1.1;सकर्मक.1	अभिहित_कर्ता,1.1;सकर्मक.1	KP						
9.1	दिक्-	9.1	दिग्जिगीषया	दिक्	दिक्	षष्ठी-तत्पुरुषः,9.2	षष्ठी-तत्पुरुषः,9.2	CP	दिक्-जीतने_की_से	-	-	-	-	-
9.2	जिगीषया	9.2	-	जिगीषा{स्त्री;3;एक}	जिगीषा{स्त्री;3;एक}	कर्ता,8.1	कर्ता,8.1	N3				-	-	
