"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"उभयोः"	1	"उभयोरपि"	"उभ{सर्वनाम;पुं;6;द्वि}/उभ{सर्वनाम;नपुं;6;द्वि}/उभा{सर्वनाम;स्त्री;6;द्वि}/उभ{सर्वनाम;पुं;7;द्वि}/उभ{सर्वनाम;नपुं;7;द्वि}/उभा{सर्वनाम;स्त्री;7;द्वि}"	"उभा{सर्वनाम;स्त्री;7;द्वि}"	"अधिकरणम्,5.1"	"अधिकरणम्,5.1"	"N7"	"उभा_में"	"-"	"-"	"-"	"-"	"-"
2.1	"पार्श्व-"	2	"पार्श्व-वर्तिनाम्"	"पार्श्व"	"पार्श्व"	"उपपद-तत्पुरुषः,2.2"	"उपपद-तत्पुरुषः,2.2"	"CP"	"पास-होने_वालों_के"	"-"	"-"	"-"	"-"	"-"
2.2	"वर्तिनाम्"	"-"	"-"	"वर्तिन्{पुं;6;बहु}/वर्तिन्{नपुं;6;बहु}"	"वर्तिन्{नपुं;6;बहु}"	"षष्ठीसम्बन्धः,3.1"	"षष्ठीसम्बन्धः,3.1"	"N6"				"-"	"-"	
3.1	"तुमुलेन"	3	"तुमुलेनार्तरवेण"	"तुमुल{पुं;3;एक}/तुमुल{नपुं;3;एक}"	"तुमुल{नपुं;3;एक}"	"विशेषणम्,4.2"	"विशेषणम्,4.2"	"N3"	"तुमुल_से"	"-"	"-"	"-"	"-"	"-"
4.1	"आर्त-"	"-"		"आर्त"	"आर्त"	"कर्मधारयः,4.2"	"कर्मधारयः,4.2"	"CP"	"रव"	"-"	"-"	"-"	"-"	"-"
4.2	"रवेण"	"-"	"-"	"रव;पुं;3;एक}/रव{नपुं;3;एक}"	"रव{नपुं;3;एक}"	"करणम्,5.1"	"करणम्,5.1"	"N3"				"-"	"-"	
5.1	"वेजिताः"	4	"वेजिताः"	"वेजिता{पुं;1;बहु(विजी;क्त;ओँविजीँ:तुदादिः)}"	"वेजिता{पुं;1;बहु(विजी;क्त;ओँविजीँ:तुदादिः)}"	"विशेषणम्,7.1"	"विशेषणम्,7.1"	"N1"	"आतंकित_को"	"-"	"-"	"-"	"-"	"-"
6.1	"कमल-"	6	"कमल-आकर-आलयाः"	"कमल"	"कमल"	"षष्ठी-तत्पुरुषः,6.2"	"षष्ठी-तत्पुरुषः,6.2"	"CP"	"कमल-आकर-आवास"	"-"	"-"	"-"	"-"	"-"
6.2	"आकर-"	"-"	"-"	"आकर"	"आकर"	"बहुव्रीहिः,6.3"	"बहुव्रीहिः,6.3"	"CP"	"कमल-आकर-आवास"	"-"	"-"	"-"	"-"	"-"
6.3	"आलयाः"	"-"	"-"	"आलय{पुं;1;बहु}/आलय{पुं;8;बहु}"	"आलय{पुं;1;बहु}"	"विशेषणम्,7.1"	"विशेषणम्,7.1"	"N1"				"-"	"-"	
7.1	"विहगाः"	5	"विहगाः"	"विहग{पुं;1;बहु}/विहग{पुं;8;बहु}"	"विहग{पुं;1;बहु}"	"कर्ता,12.1"	"कर्ता,12.1"	"N1"	"पक्षियों_ने"	"-"	"-"	"-"	"-"	"-"
8.1	"अपि"	"-"	"अपि"	"अपि{अव्य}"	"अपि{अव्य}"	"सम्बन्धः,7.1"	"सम्बन्धः,7.1"	"NA"	"भी"	"-"	"-"	"-"	"-"	"-"
9.1	"तत्र"	9	"तत्र"	"तत्र{अव्य}"	"तत्र{अव्य}"	"देशाधिकरणम्,12.1"	"देशाधिकरणम्,12.1"	"NA"	"वहाँ"	"-"	"-"	"-"	"-"	"-"
10.1	"सम-"	7	"समदुःखा"	"सम"	"सम"	"बहुव्रीहिः,10.2"	"बहुव्रीहिः,10.2"	"CP"	"दुःखों_को"	"-"	"-"	"-"	"-"	"-"
10.2	"दुःखाः"	"-"	"-"	"दुःखा{स्त्री;1;बहु}/दुःखा{स्त्री;2;बहु}"	"दुःखा{स्त्री;2;बहु}"	"उपमानम्,11.1"	"उपमानम्,11.1"	"N2"				"-"	"-"	
11.1	"इव"	8	"इव"	"इव{अव्य}"	"इव{अव्य}"	"उपमान_द्योतकः,12.1"	"उपमान_द्योतकः,12.1"	"NA"	"जैसे"	"-"	"-"	"-"	"-"	"-"
12.1	"चुक्रुशुः"	10	"चुक्रुशुः"	"क्रुश्1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;क्रुशँ;:भ्वादिः}"	"क्रुश्1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;क्रुशँ;:भ्वादिः}"	"अभिहित_कर्ता,7;सकर्मक.1"	"अभिहित_कर्ता,7;सकर्मक.1"	"KP"	"पुकारा"	"-"	"-"	"-"	"-"	"-"
