"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"सा"	7	"सा"	"तद्{सर्वनाम;स्त्री;1;एक}"	"तद्{सर्वनाम;स्त्री;1;एक}"	"विशेषणम्,11.2"	"विशेषणम्,11.2"	"N1"	"उसने"	"-"	"-"	"-"	"-"	"-"
2.1	"आर्तवीम्"	3	"आर्तवीम्"	"आर्तवीं{स्त्री;2;एक}"	"आर्तवीं{स्त्री;2;एक}"	"विशेषणम्,5.1"	"विशेषणम्,5.1"	"N2"	"आर्तवीं-मधुगन्ध-अतिशय_से"	"-"	"-"	"-"	"-"	"-"
3.1	"मधु-"	4	"मधुगन्ध-अतिशयेन"	"मधु"	"मधु"	"द्वन्द्वः,3.2"	"द्वन्द्वः,3.2"	"CP"						
3.2	"गन्ध-"	"-"	"-"	"गन्ध"	"गन्ध"	"तृतीया-तत्पुरुषः,3.3"	"तृतीया-तत्पुरुषः,3.3"	"CP"	"आर्तवीं-मधुगन्ध-अतिशय_से"	"-"	"-"	"-"	"-"	"-"
3.3	"अतिशयेन"	"-"	"-"	"अतिशय{पुं;3;एक}/अतिशय{नपुं;3;एक}"	"अतिशय{नपुं;3;एक}"	"हेतुः,10.1"	"हेतुः,10.1"	"N3"				"-"	"-"	
4.1	"वीरुधाम्"	5	"वीरुधाम्"	"वीरुध्{स्त्री;6;बहु}/वीरुधा{स्त्री;2;एक}"	"वीरुध्{स्त्री;6;बहु}"	"षष्ठीसम्बन्धः,2.1"	"षष्ठीसम्बन्धः,2.1"	"N6"	"वीरुधों_की"	"-"	"-"	"-"	"-"	"-"
5.1	"विभूतिम्"	2	"विभूतिम्"	"विभूति{स्त्री;2;एक}"	"विभूति{स्त्री;2;एक}"	"कर्म,6.1"	"कर्म,6.1"	"N2"	"धन"	"-"	"-"	"-"	"-"	"-"
6.1	"अभिभूय"	1	"अभिभूय"	"अस्2{अव्य;ल्यप्;असँ;:अदादिः}/भू1{अव्य;ल्यप्;भू;:भ्वादिः}"	"अभि_भू1{अव्य;ल्यप्;भू;:भ्वादिः}"	"पूर्वकालः,10.1"	"पूर्वकालः,10.1"	"NA"	"जीत_कर"	"-"	"-"	"-"	"-"	"-"
7.1	"नृपतेः"	"-"	"नृपतेः"	"नृपति{पुं;5;एक}/नृपति{पुं;6;एक}"	"नृपति{पुं;6;एक}"	"षष्ठीसम्बन्धः,8.1"	"षष्ठीसम्बन्धः,8.1"	"N6"	"राजा_की"	"-"	"-"	"-"	"-"	"-"
8.1	"दयितायाः"	8	"दयितायाः"	"दयिता{स्त्री;6;एक(दय्1;क्त;दयँ;:भ्वादिः)}/दयिता{स्त्री;5;एक(दय्1;क्त;दयँ;:भ्वादिः)}"	"दयिता{स्त्री;6;एक(दय्1;क्त;दयँ;:भ्वादिः)}"	"षष्ठीसम्बन्धः,9.3"	"षष्ठीसम्बन्धः,9.3"	"N6"	"पत्नी_के"	"-"	"-"	"-"	"-"	"-"
9.1	"स्तन-"	9	"स्तन-कोटी-सुस्थितिम्"	"स्तन"	"स्तन"	"षष्ठी-तत्पुरुषः,9.2"	"षष्ठी-तत्पुरुषः,9.2"	"CP"	"स्तन_में"	"-"	"-"	"-"	"-"	"-"
9.2	"कोटि-"			"कोटि"	"कोटि"	"षष्ठी-तत्पुरुषः,9.3"	"षष्ठी-तत्पुरुषः,9.3"	"CP"						
9.3	"सुस्थितिम्"	"-"		"सुस्थिति{स्त्री;2;एक}"	"सुस्थिति{स्त्री;2;एक}"	"कर्म,10.1"	"कर्म,10.1"	"N2"	"सुस्थिति_को"	"-"	"-"	"-"	"-"	"-"
10.1	"आप"	6	"नृपतेरमरस्रगाप"	"आप्1{कर्तरि;लिट्;म;बहु;परस्मैपदी;आपॢँ;:स्वादिः}/आप्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;आपॢँ;:स्वादिः}/आप्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;आपॢँ;:स्वादिः}"	"आप्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;आपॢँ;:स्वादिः}"	"अभिहित_कर्ता,1;सकर्मक.1"	"अभिहित_कर्ता,1;सकर्मक.1"	"KP"	"प्राप्त_किया"	"-"	"-"	"-"	"-"	"-"
11.1	"अमर-"			"अमर"	"अमर"	"षष्ठी-तत्पुरुषः,11.2"	"षष्ठी-तत्पुरुषः,11.2"	"CP"						
11.2	"स्रज्"			"स्रज्{स्त्री;1;एक}"	"स्रज्{स्त्री;1;एक}"	"कर्ता,10.1"	"कर्ता,10.1"	"N1"						
