index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	iwi	3	iwi	iwi{avya}	iwi{avya}	sambanXaH,11	EsA	-	-	-	-	-
2	kRiwi-ISaH	2	kRiwi-ISaH	kRiwi-ISa{puM;1;eka}	kRiwi-ISa{puM;1;eka}	karwA,11	pqWvI-ISvara	-	-	-	-	-
3	navawiM	6	navawiM	navawi{swrI;2;eka}/navawi{saMKyeyam;2;eka}	navawi{swrI;2;eka}	karma,10	navawi_ko	-	-	-	-	-
4	nava-aXikAM	5	nava-aXikAM	nava-aXikA{swrI;2;eka}	nava-aXikA{swrI;2;eka}	viSeRaNam,3	nava-aXika_ko	-	-	-	-	-
5	mahAkrawUnAM	4	mahAkrawUnAM	mahAkrawu{puM;6;bahu}	mahAkrawu{puM;6;bahu}	RaRTIsambanXaH,4	mahAyajFoM_kA	-	-	-	-	-
6	mahanIyaSAsanaH	1	mahanIyaSAsanaH	mahanIyaSAsanaH}	mahanIyaSAsanaH{puM;1;eka}	viSeRaNam,2	-	-	-	-	-	-
7	sam-A-rurukRuH	10	sam-A-rurukRuH	sam-A-rurukRuH}	sam-A-rurukRuH{puM;1;eka}	varwamAnasamAnakAlaH,11	sam-A-	-	-	-	-	-
8	xivam	9	xivam	xiv{swrI;2;eka}/xiva{napuM;1;eka}/xiva{napuM;2;eka}	xiv{napuM;2;eka}	karma,7	svarga_ko	-	-	-	-	-
9	AyuRaH	7	AyuRaH	Ayus{napuM;5;eka}/Ayus{napuM;6;eka}	Ayus{napuM;6;eka}	RaRTIsambanXaH,3	jIvana_se	-	-	-	-	-
10	kRaye	8	kRaye	kRaya{napuM;1;xvi}/kRaya{napuM;2;xvi}/kRaya{napuM;8;xvi}/kRaya{puM;7;eka}/kRaya{napuM;7;eka}	kRaya{napuM;7;eka}	karwA,14	kRaya	-	-	-	-	-
11	wawAna	12	wawAna	wan1{karwari;lit;pra;eka;parasmEpaxI;wanuz;:wanAxiH}/wan1{karwari;lit;u;eka;parasmEpaxI;wanuz;:wanAxiH}	wan1{karwari;lit;pra;eka;parasmEpaxI;wanuz;:wanAxiH}	aBihiwa_karwA,2;sakarmaka	PElAyA	-	-	-	-	-
12	sopAna-paramparAm	11	sopAna-paramparAm	sopAna-paramparA{swrI;2;eka}	sopAna-paramparA{swrI;2;eka}	karma,11	pOd@ZI-paramparA_ko	-	-	-	-	-
13	iva	11	iva	iva{avya}	iva{avya}	sambanXaH,11	jEse	-	-	-	-	-
14	(sawi)	-	(-)	as2{Sawq;puM;7;eka}	as2{Sawq;puM;7;eka}	BAvalakRaNasapwamI_samAnakAlaH,11	-	-	-	-	-	-
