index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	aWa	1	aWa	aWa{avya}	aWa{avya}	sambanXaH,12	-	-	-	-	-	-
2	kaWaFciw	-	-	kaWaFciw{avya}	kaWaFciw{avya}	kriyAviSeRaNam,12	-	-	-	-	-	-
3	vyavasWApiwavAk	2	vyavasWApiwavAkkaWaMciwsOmiwriranwargawabARpakaNTaH	vyavasWApiwavAc{swrI;1;eka}	vyavasWApiwavAc{swrI;1;eka}	viSeRaNam,5	-	-	-	-	-	-
4	anwargawa-bARpa-kaNTaH	-	-	anwargawabARpakaNTa{puM;1;eka}	anwargawabARpakaNTa{puM;1;eka}	viSeRaNam,5	-	-	-	-	-	-
5	sOmiwriH	-	-	sOmiwri{puM;1;eka}	sOmiwri{puM;1;eka}	karwA,12	-	-	-	-	-	-
6	mahI-paweH	6	mahIpaweH	mahI-pawi{puM;6;eka}/pawi{puM;5;eka}	mahI-pawi{puM;6;eka}	RaRTIsambanXaH,7	-	-	-	-	-	-
7	SAsanam	7	SAsanamujjagAra	SAsana{puM;2;eka}/SAsana{napuM;2;eka}/SAsana{napuM;1;eka}	SAsana{napuM;2;eka}	karma,12	-	-	-	-	-	-
8	meGaH	4	meGa	meGa{puM;1;eka}	meGa{puM;1;eka}	karwA,13	-	-	-	-	-	-
9	OwpAwikam	3	OwpAwikaM	OwpAwika{napuM;2;eka}	OwpAwika{napuM;2;eka}	viSeRaNam,10	-	-	-	-	-	-
10	aSma-varRam	-	-	aSmavarRama{napuM;2;eka}	aSmavarRa{napuM;2;eka}	karma,13	-	-	-	-	-	-
11	iva	5	ivASmavarRaM	iva{avya}	iva{avya}	upamAnaxyowakaH,12	-	-	-	-	-	-
12	ujjagAra	-	-	uw_gQ1{karwari;lit;pra;eka;parasmEpaxI;gQ;:wuxAxiH}/uw_gQ1{karwari;lit;u;eka;parasmEpaxI;gQ;:wuxAxiH}	uw_gQ1{karwari;lit;pra;eka;parasmEpaxI;gQ;:wuxAxiH}	aBihiwa_karwA,5;sakarmaka	-	-	-	-	-	-
13	(ujjagAra)	-	(-)	uw_gQ1{karwari;lit;pra;eka;parasmEpaxI;gQ;:wuxAxiH}/uw_gQ1{karwari;lit;u;eka;parasmEpaxI;gQ;:wuxAxiH}	uw_gQ1{karwari;lit;pra;eka;parasmEpaxI;gQ;:wuxAxiH}	upamAnam,11	-	-	-	-	-	-
