"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"परस्पर-"	1	"परस्पराविरुद्धास्ते "	"परस्पर"	"परस्पर"	"कर्मधारयः,1.2"	"कर्मधारयः,1.2"	"CP"	"परस्पर-अ-विरुद्ध"	"-"	"-"	"-"	"तद्{सर्वनाम;पुं;1;बहु}"	"-"
1.2	"अ-"	"-"	"-"	"अ"	"अ"	"नञ्-तत्पुरुषः,1.3"	"नञ्-तत्पुरुषः,1.3"	"CP"	"परस्पर-अ-विरुद्ध"	"-"	"-"	"-"	"तद्{सर्वनाम;पुं;1;बहु}"	"-"
1.3	"विरुद्धाः"	"-"	"-"	"विरुद्ध{पुं;8;बहु}/विरुद्ध{पुं;1;बहु}/विरुद्धा{स्त्री;8;बहु}/विरुद्धा{स्त्री;1;बहु}/विरुद्धा{स्त्री;2;बहु}"	"विरुद्ध{पुं;1;बहु}"	"विशेषणम्,2.1"	"विशेषणम्,2.1"	"N1"				"तद्{सर्वनाम;पुं;1;बहु}"	"-"	
2.1	"ते"	"-"	"-"	"तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;4;एक}/युष्मद्{सर्वनाम;6;एक}"	"तद्{सर्वनाम;पुं;1;बहु}"	"कर्ता,11.2"	"कर्ता,11.2"	"N1"	"वे"	"-"	"-"	"-"	"-"	"-"
3.1	"रघोः"	2	"तद्रघोरनघं"	"रघु{पुं;5;एक}/रघु{पुं;6;एक}"	"रघु{पुं;6;एक}"	"षष्ठीसम्बन्धः,6.1"	"षष्ठीसम्बन्धः,6.1"	"N6"	"रघु_के"	"-"	"-"	"-"	"-"	"-"
4.1	"तत्"	"-"	"-"	"तत्{अव्य}/तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}"	"तद्{सर्वनाम;नपुं;2;एक}"	"विशेषणम्,6.1"	"विशेषणम्,6.1"	"N2"	"उस"	"-"	"-"	"-"	"-"	"-"
5.1	"अनघं"	"-"	"-"	"अनघ{पुं;2;एक}/अनघ{नपुं;1;एक}/अनघ{नपुं;2;एक}"	"अनघ{नपुं;2;एक}"	"विशेषणम्,6.1"	"विशेषणम्,6.1"	"N2"	"अनघ"	"-"	"-"	"-"	"-"	"-"
6.1	"कुलं"	3	"कुलम् "	"कुल{नपुं;1;एक}/कुल{नपुं;2;एक}"	"कुल{नपुं;2;एक}"	"कर्म,11.2"	"कर्म,11.2"	"N2"	"कुल_को"	"-"	"-"	"-"	"-"	"-"
7.1	"ऋतवः"	4	"अलमुद्योतयामासुर्देवारण्यमिवर्तवः"	"ऋतु{पुं;1;बहु}/ऋतु{पुं;8;बहु}"	"ऋतु{पुं;1;बहु}"	"कर्ता,11.2"	"कर्ता,11.2"	"N1"	"ऋतुएँ"	"-"	"-"	"-"	"-"	"-"
8.1	"देव-"	"-"	"-"	"देव"	"देव"	"षष्ठी-तत्पुरुषः,8.2"	"षष्ठी-तत्पुरुषः,8.2"	"CP"	"देव-जंगल_को"	"-"	"-"	"-"	"-"	"-"
8.2	"अरण्यं"	"-"	"-"	"अरण्य{पुं;2;एक}/अरण्य{नपुं;1;एक}/अरण्य{पुं;2;एक}"	"अरण्य{पुं;2;एक}"	"उपमानम्,9.1"	"उपमानम्,9.1"	"N2"				"-"	"-"	
9.1	"इव"	"-"	"-"	"इव{अव्य}"	"इव{अव्य}"	"उपमान_द्योतकः,2.1"	"उपमान_द्योतकः,2.1"	"NA"	"जैसे"	"-"	"-"	"-"	"-"	"-"
10.1	"अलम्"	"-"	"-"	"अलम्{अव्य}"	"अलम्{अव्य}"	"क्रियाविशेषणम्,11.2"	"क्रियाविशेषणम्,11.2"	"NA"	"-"	"-"	"-"	"-"	"-"	"-"
11.1	"उत्-"	"-"	"-"	"उत्"	"उत्"	"प्रादि-समासः,11.2"	"प्रादि-समासः,11.2"	"CP"	"चमकाये"	"-"	"-"	"-"	"-"	"-"
11.2	"द्योतयामासुः"	"-"	"-"	"द्युत्1{णिजन्त;कर्तरि;लिट्;प्र;बहु;परस्मैपदी;द्युतँ;:भ्वादिः}/द्युत्1{णिजन्त;कर्तरि;लिट्;प्र;बहु;आत्मनेपदी;द्युतँ;:भ्वादिः}"	"द्युत्1{णिजन्त;कर्तरि;लिट्;प्र;बहु;आत्मनेपदी;द्युतँ;भ्वादिः}"	"अभिहित_कर्ता,2.1"	"अभिहित_कर्ता,2.1"	"KP"				"-"	"-"	
