index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	नेत्र-	5	नेत्रशतैकलक्ष्ये	नेत्र	नेत्र	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	नेत्र-सौ-एक-लक्ष्य	-	-	-	-	-
1.2	शत-	-	-	शत	शत	षष्ठी-तत्पुरुषः,1.3	षष्ठी-तत्पुरुषः,1.3	CP	नेत्र-सौ-एक-लक्ष्य	-	-	-	-	-
1.3	एक-	-	-	एक	एक	कर्मधारयः,1.4	कर्मधारयः,1.4	CP	नेत्र-सौ-एक-लक्ष्य	-	-	-	-	-
1.4	लक्ष्ये	-	-	लक्ष्य{नपुं;1;द्वि}/लक्ष्य{नपुं;2;द्वि}/लक्ष्1{कर्मणि;लट्;उ;एक;आत्मनेपदी;लक्षँ;:चुरादिः}/लक्ष्2{कर्मणि;लट्;उ;एक;आत्मनेपदी;लक्षँ;:चुरादिः}/लक्ष्य{नपुं;8;द्वि}/लक्ष्य{नपुं;7;एक}/नेत्र	लक्ष्य{पुं;7;एक}	विशेषणम्,2.2	विशेषणम्,2.2	N7				-	-	
2.1	कन्या-	4	कन्यामये	कन्या	कन्या	कर्मधारयः,2.2	कर्मधारयः,2.2	CP	बदलता_हूँ	-	-	-	-	-
2.2	मये	-	-	मे1{कर्तरि;लट्;उ;एक;आत्मनेपदी;मेङ्;:भ्वादिः}/मय्1{कर्तरि;लट्;उ;एक;आत्मनेपदी;मयँ;:भ्वादिः}/मय{पुं;7;एक}/मय{नपुं;8;द्वि}/मय{नपुं;1;द्वि}/मय{नपुं;2;द्वि}/मय{नपुं;7;एक}/मया{स्त्री;8;एक}/मया{स्त्री;8;द्वि}/मया{स्त्री;1;द्वि}/मया{स्त्री;2;द्वि}	मय{पुं;7;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N7				-	-	
3.1	तस्मिन्	1	तस्मिन्	तद्{सर्वनाम;नपुं;7;एक}/तद्{सर्वनाम;पुं;7;एक}	तद्{सर्वनाम;पुं;7;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N7	उसमें	-	-	-	-	-
4.1	विधातुः	3	विधातुः	विधातृ{पुं;5;एक}/विधातृ{पुं;6;एक}/विधातृ{पुं;5;एक(धा1;तृच्;डुधाञ्;:जुहोत्यादिः)}/विधातृ{पुं;6;एक(धा1;तृच्;डुधाञ्;:जुहोत्यादिः)}/विधातृ{नपुं;5;एक(धा1;तृच्;डुधाञ्;:जुहोत्यादिः)}/विधातृ{नपुं;6;एक(धा1;तृच्;डुधाञ्;:जुहोत्यादिः)}/विधातृ{पुं;5;एक(धे1;तृच्;धेट्;:भ्वादिः)}/विधातृ{पुं;6;एक(धे1;तृच्;धेट्;:भ्वादिः)}/विधातृ{नपुं;5;एक(धे1;तृच्;धेट्;:भ्वादिः)}/विधातृ{नपुं;6;एक(धे1;तृच्;धेट्;:भ्वादिः)}	विधातृ{पुं;6;एक}	षष्ठीसम्बन्धः,5.2	षष्ठीसम्बन्धः,5.2	N6	विधाता_से	-	-	-	-	-
5.1	विधान-	2	विधानातिशये	धा1{ल्युट्;डुधाञ्;:जुहोत्यादिः}/धे1{ल्युट्;धेट्;:भ्वादिः	वि_धे1ल्युट्;धेट्;भ्वादिः	षष्ठी-तत्पुरुषः,5.2	षष्ठी-तत्पुरुषः,5.2	CP	-	-	-	-	-	-
5.2	अतिशये	-	-	अतिशय;पुं;7;एक}/अतिशय{नपुं;8;द्वि}/अतिशय{नपुं;1;द्वि}/अतिशय{नपुं;2;द्वि}/अतिशय{नपुं;7;एक}/अतिशया{स्त्री;8;एक}/अतिशया{स्त्री;8;द्वि}/अतिशया{स्त्री;1;द्वि}/अतिशया{स्त्री;2;द्वि}	अतिशय{पुं;7;एक}	अधिकरणम्,8.1	अधिकरणम्,8.1	N7				-	-	
6.1	नरेन्द्राः	8	नरेन्द्राः	नरेन्द्र{पुं;1;बहु}	नरेन्द्र{पुं;1;बहु}	कर्ता,8.1	कर्ता,8.1	N1	नरेन्द्र	-	-	-	-	-
7.1	अन्तःकरणैः	7	अन्तःकरणैः	अन्तःकरण{नपुं;3;बहु}	अन्तःकरण{नपुं;3;बहु}	करणम्,8.1	करणम्,8.1	N3	अन्तःकरणों_से	-	-	-	-	-
8.1	निपेतुः	6	निपेतुः	नि_पत्1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;पतॢँ;:भ्वादिः}	नि_पत्1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;पतॢँ;भ्वादिः}	अभिहित_कर्ता,6.1	अभिहित_कर्ता,6.1	KP	-	-	-	-	-	-
9.1	आसनेषु	12	आसनेषु	आसन{नपुं;7;बहु}	आसन{नपुं;7;बहु}	अधिकरणम्,10.1	अधिकरणम्,10.1	N7	आसनों_में	-	-	-	-	-
10.1	देहैः	9	देहैः	देह{पुं;3;बहु}/देह{नपुं;3;बहु}	देह{नपुं;3;बहु}	करणम्,11.1	करणम्,11.1	N3	शरीरों_से	-	-	-	-	-
11.1	केवलं	11	केवलं	केवल{पुं;2;एक}/केवल{नपुं;1;एक}/केवल{नपुं;2;एक}	केवल{अव्य}	क्रियाविशेषणम्,12.1	क्रियाविशेषणम्,12.1	NA	केवल_को	-	-	-	-	-
12.1	स्थिताः	10	स्थिताः	स्थित{पुं;1;बहु(ष्था1;क्त;ष्था;:भ्वादिः)}/स्थिता{स्त्री;1;बहु(ष्था1;क्त;ष्था;:भ्वादिः)}/स्थिता{स्त्री;2;बहु(ष्था1;क्त;ष्था;:भ्वादिः)}	स्थित{पुं;1;बहु(ष्था1;क्त;ष्था;भ्वादिः)}	विशेषणम्,6.1	विशेषणम्,6.1	N1	-	-	-	-	-	-
