"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"अथ"	"-"	"अथ"	"अथ{अव्य}"	"अथ{अव्य}"	"सम्बन्धः,10.1"	"सम्बन्धः,10.1"	"NA"	"और"	"-"	"-"	"-"	"-"	"-"
2.1	"सत्त्वविप्लवात्"	2	"सत्त्वविप्लवात्"	"सत्त्वविप्लव{पुं;5;एक}"	"सत्त्वविप्लव{पुं;5;एक}"	"अपादानम्,10.1"	"अपादानम्,10.1"	"N5"	"चेतना_की_हानि_से"	"-"	"-"	"-"	"-"	"-"
3.1	"प्रतियोजयितव्य-"	1	"प्रतियोजयितव्य-वल्लकी-समवस्थाम्"	"प्रतियोजयितव्य"	"प्रतियोजयितव्य"	"बहुव्रीहिः,3.2"	"बहुव्रीहिः,3.2"	"CP"	"प्रतियोजयितव्य-वीणा-निश्चित_अवस्था"	"-"	"-"	"-"	"-"	"-"
3.2	"वल्लकी-"	"-"	"-"	"वल्लकी"	"वल्लकी"	"षष्ठी-तत्पुरुषः,3.3"	"षष्ठी-तत्पुरुषः,3.3"	"CP"	"प्रतियोजयितव्य-वीणा-निश्चित_अवस्था"	"-"	"-"	"-"	"-"	"-"
3.3	"समवस्थाम्"	"-"	"-"	"समवस्था{स्त्री;2;एक}"	"समवस्था{स्त्री;2;एक}"	"विशेषणम्,4.1"	"विशेषणम्,4.1"	"N2"				"-"	"-"	
4.1	"अङ्गनाम्"	"-"		"अङ्गना{स्त्री;2;एक}"	"अङ्गना{स्त्री;2;एक}"	"मुख्यकर्म,10.1"	"मुख्यकर्म,10.1"	"N2"	"अङ्गना_को"	"-"	"-"	"-"	"-"	"-"
5.1	"नितान्त-"	5	"नितान्त-वत्सलः"	"नितान्त"	"नितान्त"	"बहुव्रीहिः,5.2"	"बहुव्रीहिः,5.2"	"CP"	"-"	"-"	"-"	"-"	"-"	"-"
5.2	"वत्सलः"	"-"	"-"	"वत्सल;पुं;1;एक}"	"वत्सल;पुं;1;एक}"	"विशेषणम्,6.1"	"विशेषणम्,6.1"	"N1"				"-"	"-"	
6.1	"सः"	3	"सः"	"तद्{सर्वनाम;पुं;1;एक}"	"तद्{सर्वनाम;पुं;1;एक}"	"कर्ता,10.1"	"कर्ता,10.1"	"N1"	"वह"	"-"	"-"	"-"	"-"	"-"
7.1	"परिगृह्य"	6	"परिगृह्योचितमङ्कमङ्गनाम्"	"ग्रह्1{अव्य;ल्यप्;ग्रहँ;:क्र्यादिः}/गृह्1{अव्य;ल्यप्;गृहूँ;:भ्वादिः}"	"परि_गृह्1{अव्य;ल्यप्;गृहूँ;:भ्वादिः}"	"पूर्वकालः,10.1"	"पूर्वकालः,10.1"	"NA"	"परि_गृह्1_कर"	"-"	"-"	"-"	"-"	"-"
8.1	"उचितम्"	"-"		"उचित{पुं;2;एक(उच्1;क्त;उचँ;:दिवादिः)}/उचित{नपुं;1;एक(उच्1;क्त;उचँ;:दिवादिः)}/उचित{नपुं;2;एक(उच्1;क्त;उचँ;:दिवादिः)}"	"उचित{पुं;2;एक(उच्1;क्त;उचँ;:दिवादिः)}"	"विशेषणम्,9.1"	"विशेषणम्,9.1"	"N2"	"विलोडे_हुए"	"-"	"-"	"-"	"-"	"-"
9.1	"अङ्कं"	"-"		"अङ्क{पुं;2;एक}"	"अङ्क{पुं;2;एक}"	"गौणकर्म,10.1"	"गौणकर्म,10.1"	"N2"	"अंक_को"	"-"	"-"	"-"	"-"	"-"
10.1	"निनाय"	4	"निनाय"	"णी1{कर्तरि;लिट्;उ;एक;परस्मैपदी;णीञ्;:भ्वादिः}/णी1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;णीञ्;:भ्वादिः}"	"णी1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;णीञ्;:भ्वादिः}"	"अभिहित_कर्ता,6;सकर्मक.1"	"अभिहित_कर्ता,6;सकर्मक.1"	"KP"	"ले_गया"	"-"	"-"	"-"	"-"	"-"
