"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"दशानन-"	1	"दशाननकिरीटेभ्यस्तत्क्षणं"	"दशानन"	"दशानन"	"षष्ठी-तत्पुरुषः,1.2"	"षष्ठी-तत्पुरुषः,1.2"	"CP"	"-"	"-"	"-"	"-"	"-"	"-"
1.2	"किरीटेभ्यः"	"-"	"-"	"किरीट{पु;4;बहु}/{पु;5;बहु}"	"किरीट{पु;5;बहु}"	"अपादानम्,5.1"	"अपादानम्,5.1"	"N5"				"-"	"-"	
2.1	"तत्-"	"-"	"-"	"तत्"	"तत्"	"कर्मधारयः,2.2"	"कर्मधारयः,2.2"	"CP"	"-"	"-"	"-"	"-"	"-"	"-"
2.2	"क्षणम्"	"-"	"-"	"क्षण{नपु;1;एक}/{नपु;2;एक}"	"क्षण{नपु;1;एक}"	"कर्ता,5.1"	"कर्ता,5.1"	"N1"				"-"	"-"	
3.1	"राक्षस-"	3	"-"	"राक्षसश्री{पु;1;बहु}"	"राक्षस"	"षष्ठी-तत्पुरुषः,3.2"	"षष्ठी-तत्पुरुषः,3.2"	"CP"	"-"	"-"	"-"	"-"	"-"	"-"
3.2	"श्रियः"	"-"	"-"	"श्री{पु;1;बहु}"	"श्री{पु;1;बहु}"	"विशेषणम्,7.2"	"विशेषणम्,7.2"	"N1"				"-"	"-"	
4.1	"मणि-"	4	"-"	"मणि"	"मणि"	"षष्ठी-तत्पुरुषः,4.2"	"षष्ठी-तत्पुरुषः,4.2"	"CP"	"-"	"-"	"-"	"-"	"-"	"-"
4.2	"व्याजेन"	"-"	"-"	"व्याज{पु;3;एक}"	"व्याज{पु;3;एक}"	"करणम्,5.1"	"करणम्,5.1"	"N3"				"-"	"-"	
5.1	"पर्यस्ताः"	5	"-"	"पर्यस्ता{स्त्री;1;बहु}/पर्यस्ता{स्त्री;2;बहु}/पर्यस्त{पुं;1;बहु(अस्3;क्त;असुँ;:दिवादिः)}/पर्यस्ता{स्त्री;1;बहु(अस्3;क्त;असुँ;:दिवादिः)}/पर्यस्ता{स्त्री;2;बहु(अस्3;क्त;असुँ;:दिवादिः)}"	"पर्यस्त{पुं;1;बहु(अस्3;क्त;असुँ;:दिवादिः)}"	"कर्ता,8.1"	"कर्ता,8.1"	"N1"	"पर्यस्तायें"	"-"	"-"	"-"	"-"	"-"
6.1	"पृथिव्याम्"	6	"पृथिव्यामश्रुबिन्दवः"	"पृथिवी{स्त्री;7;एक}"	"पृथिवी{स्त्री;7;एक}"	"देशाधिकरणम्,5.1"	"देशाधिकरणम्,5.1"	"N7"	"-"	"-"	"-"	"-"	"-"	"-"
7.1	"अश्रु-"	"-"	"-"	"अश्रु"	"अश्रु"	"षष्ठी-तत्पुरुषः,7.2"	"षष्ठी-तत्पुरुषः,7.2"	"CP"	"-"	"-"	"-"	"-"	"-"	"-"
7.2	"बिन्दवः"	"-"	"-"	"बिन्दु{पु;1;बहु}"	"बिन्दु{पु;1;बहु}"	"कर्ता,5.1"	"कर्ता,5.1"	"N1"				"-"	"-"	
8.1	"(अभवन्)"			"भू1{कर्तरि;लङ्;प्र;बहु;परस्मैपदी;भ्वादिः}"	"भू1{कर्तरि;लङ्;प्र;बहु;परस्मैपदी;भ्वादिः}"	"अभिहित_कर्ता,5.1"	"अभिहित_कर्ता,5.1"	"KP"						
