index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	वेष्टन-	             3,2	वेष्टनशोभिना शिरसा	वेष्टन	वेष्टन	तृतीया-तत्पुरुषः,1.2	तृतीया-तत्पुरुषः,1.2	CP	शिरस्_से	-	-	-	-	-
1.2	शोभिना-	-	-	शोभिना	शोभिना	तृतीया-तत्पुरुषः,1.3	तृतीया-तत्पुरुषः,1.3	CP	शिरस्_से	-	-	-	-	-
1.3	शिरसा	-	-	शिरस्{नपुं;3;एक}/शिरस्{पुं;3;एक}	शिरस्{नपुं;3;एक}	करणम्,7.1	करणम्,7.1	N3				-	-	
2.1	सुतः	4	सुतः	सुत{पुं;1;एक}/षु2{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;षु;:अदादिः}/सुत{पुं;1;एक(षु3;क्त;षुञ्;:स्वादिः)}/सुत{पुं;1;एक(शु1;क्त;शु;:भ्वादिः)}/सुत{पुं;1;एक(षु2;क्त;षु;:अदादिः)}	सुत{पुं;1;एक(षु2;क्त;षु;:अदादिः)}	कर्ता,10.1	कर्ता,10.1	N1	पुत्र_ने	-	-	-	-	-
3.1	अरण्य-	-	-	अरण्य	अरण्य	सप्तमी-तत्पुरुषः,3.2	सप्तमी-तत्पुरुषः,3.2	CP	वन-समाश्रयं-उन्मुख	-	-	-	-	-
3.2	समाश्रयं-	-	-	समाश्रयं	समाश्रयं	सप्तमी-तत्पुरुषः,3.3	सप्तमी-तत्पुरुषः,3.3	CP	वन-समाश्रयं-उन्मुख	-	-	-	-	-
3.3	उन्मुखं	-	-	उन्मुख{पुं;2;एक}/उन्मुख{नपुं;1;एक}/उन्मुख{नपुं;2;एक}	उन्मुख{पुं;2;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N2				-	-	
4.1	तं	1	तमरण्यसमाश्रयोन्मुखं	तद्{सर्वनाम;पुं;2;एक}	तद्{सर्वनाम;पुं;2;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N2	उस	-	-	-	-	-
5.1	पितरं	5	पितरं	पितृ{पुं;2;एक}	पितृ{पुं;2;एक}	गौणकर्म,10.1	गौणकर्म,10.1	N2	पिता_से	-	-	-	-	-
6.1	पादयोः	7	पादयोरपरित्यागमयाचतात्मनः	पाद{पुं;6;द्वि}/पाद{पुं;7;द्वि}	पाद{पुं;7;द्वि}	अधिकरणम्,7.1	अधिकरणम्,7.1	N7	पैरों_में	-	-	-	-	-
7.1	प्रणिपत्य	6	प्रणिपत्य	पत्1{अव्य;ल्यप्;पतॢँ;:भ्वादिः}	प्र_नि_पत्1{अव्य;ल्यप्;पतॢँ;:भ्वादिः}	पूर्वकालः,10.1	पूर्वकालः,10.1	NA	ण्थ्_कर	-	-	-	-	-
8.1	आत्मनः	-	-	आत्मन्{पुं;2;बहु}/आत्मन्{पुं;5;एक}/आत्मन्{पुं;6;एक}	आत्मन्{पुं;6;एक}	षष्ठीसम्बन्धः,9.2	षष्ठीसम्बन्धः,9.2	N6	आत्मा_का	-	-	-	-	-
9.1	अ-	-	-	अ	अ	नञ्-तत्पुरुषः,9.2	नञ्-तत्पुरुषः,9.2	CP	अ-	-	-	-	-	-
9.2	परित्यागं	-	-	परित्याग{पुं;2;एक}	परित्याग{पुं;2;एक}	मुख्यकर्म,10.1	मुख्यकर्म,10.1	N2				-	-	
10.1	अयाचत	-	-	याच्1{कर्तरि;लङ्;म;बहु;परस्मैपदी;टुयाचृँ;:भ्वादिः}/याच्1{कर्तरि;लङ्;प्र;एक;आत्मनेपदी;टुयाचृँ;:भ्वादिः}	याच्1{कर्तरि;लङ्;प्र;एक;आत्मनेपदी;टुयाचृँ;:भ्वादिः}	अभिहित_कर्ता,2;सकर्मक.1	अभिहित_कर्ता,2;सकर्मक.1	KP	याचना_की	-	-	-	-	-
