index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	havirBujAM	-	havirBujAmeXavawAM	havirBuj{puM;6;bahu}	havirBuj{puM;6;bahu}	RaRTIsambanXaH,4	agni_ke	-	-	-	-	-
2	eXavawAm	-	-	eXa{mawup;puM;6;bahu}/eXa{mawup;napuM;6;bahu}	eXa{mawup;puM;6;bahu}	viSeRaNam,1	eXa	-	-	-	-	-
3	cawurNAM	-	cawurNAM	cawur{saMKyeyam;puM;6;bahu}/cawur{saMKyeyam;napuM;6;bahu}	cawur{saMKyeyam;puM;6;bahu}	viSeRaNam,1	cawuroM_kI	-	-	-	-	-
4	maXye	-	maXye	maXya{puM;7;eka}	maXya{puM;7;eka}	aXikaraNam,7	maXya_meM	-	-	-	-	-
5	lalAtaM-wapa-sapwasapwiH	-	lalAtaMwapasapwasapwiH	lalAtaM-wapa-sapwasapwi{puM;1;eka}	lalAtaM-wapa-sapwasapwi{puM;1;eka}	viSeRaNam,9	lalAtaM-garmI-sUrya	-	-	-	-	-
6	asO	-	asO	axas{sarvanAma;puM;1;eka}/axas{sarvanAma;swrI;1;eka}/asi{puM;7;eka}/asi{swrI;7;eka}/asu{puM;7;eka}	axas{sarvanAma;puM;1;eka}	viSeRaNam,11	axas	-	-	-	-	-
7	wapasyawi	-	wapasyawyaparaswapasvI	wapasya{karwari;lat;pra;eka;parasmEpaxI}	wapasya{karwari;lat;pra;eka;parasmEpaxI}	aBihiwa_karwA,11;sakarmaka	karawA_hE	-	-	-	-	-
8	aparaH	-	-	apara{puM;1;eka}	apara{puM;1;eka}	viSeRaNam,9	xUsarA	-	-	-	-	-
9	wapasvI	-	-	wapasvin{puM;1;eka}	wapasvin{puM;1;eka}	karwqsamAnAXikaraNam,7	wapasvI	-	-	-	-	-
10	nAmnA	-	nAmnA	nAman{avya}	nAman{avya}	sambanXaH,11	nAma_se	-	-	-	-	-
11	suwIkRNaH	-	suwIkRNaScariwena	suwIkRNa{puM;1;eka}	suwIkRNa{puM;1;eka}	karwA,7	suwIkRNa	-	-	-	-	-
12	cariwena	-	-	cariwa{puM;3;eka(car1;kwa;caraz;:BvAxiH)}/cariwa{napuM;3;eka(car1;kwa;caraz;:BvAxiH)}	cariwa{napuM;3;eka(car1;kwa;caraz;:BvAxiH)}	hewuH,13	cariwa_se	-	-	-	-	-
13	xAnwaH	-	xAnwaH	xAnwa{puM;1;eka}/xAw{puM;1;bahu(xA2;Sawq_lat;xAp;:axAxiH)}/xAnwa{puM;1;eka(xam1;kwa;xamuz;:xivAxiH)}	xAnwa{puM;1;eka(xam1;kwa;xamuz;:xivAxiH)}	viSeRaNam,11	pAlawU	-	-	-	-	-
