"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"इयं"	1	"स्रगियं"	"इदम्{सर्वनाम;स्त्री;1;एक}"	"इदम्{सर्वनाम;स्त्री;1;एक}"	"विशेषणम्,2.1"	"विशेषणम्,2.1"	"N1"	"यह"	"-"	"-"	"-"	"-"	"-"
2.1	"स्रक्"	"-"		"स्रज्{स्त्री;1;एक}/स्रज्{स्त्री;8;एक}"	"स्रज्{स्त्री;1;एक}"	"कर्ता,9.1"	"कर्ता,9.1"	"N1"	"स्रज्"	"-"	"-"	"-"	"-"	"-"
3.1	"जीवित-"	3	"जीवित-अपहा"	"जीव्1{क्त;जीवँ;:भ्वादिः"	"जीव्1{क्त;जीवँ;:भ्वादिः"	"षष्ठी-तत्पुरुषः,3.2"	"षष्ठी-तत्पुरुषः,3.2"	"CP"	"-"	"-"	"-"	"-"	"-"	"-"
3.2	"अपहा"	"-"	"-"	"अपहा;स्त्री;1;एक}"	"अपहा;स्त्री;1;एक}"	"विशेषणम्,2.1"	"विशेषणम्,2.1"	"N1"				"-"	"-"	
4.1	"यदि"	2	"यदि"	"यदि{अव्य}"	"यदि{अव्य}"	"सम्बन्धः,9.1"	"सम्बन्धः,9.1"	"NA"	"यदि"	"-"	"-"	"-"	"-"	"-"
5.1	"हृदये"	4	"हृदये"	"हृदय{नपुं;1;द्वि}/हृदय{नपुं;2;द्वि}/हृदय{नपुं;4;एक}/हृदय{नपुं;8;द्वि}/हृदय{नपुं;7;एक}"	"हृदय{नपुं;2;द्वि}"	"कर्म,6.1"	"कर्म,6.1"	"N2"	"हृदय"	"-"	"-"	"-"	"-"	"-"
6.1	"निहिता"	6	"निहिता"	"निहिता{स्त्री;1;एक(धा1;क्त;डुधाञ्;:जुहोत्यादिः)}"	"निहिता{स्त्री;1;एक(धा1;क्त;डुधाञ्;:जुहोत्यादिः)}"	"प्रतियोगी,4.1"	"प्रतियोगी,4.1"	"N1"	"निहित"	"-"	"-"	"-"	"-"	"-"
7.1	"माम्"	9	"माम्"	"अस्मद्{सर्वनाम;2;एक}"	"अस्मद्{सर्वनाम;2;एक}"	"कर्म,9.1"	"कर्म,9.1"	"N2"	"मुझे"	"-"	"-"	"-"	"-"	"-"
8.1	"न"	7	"न"	"न{अव्य}"	"न{अव्य}"	"प्रतिषेधः,9.1"	"प्रतिषेधः,9.1"	"NA"	"नहीं"	"-"	"-"	"-"	"-"	"-"
9.1	"हन्ति"	8	"हन्ति"	"हन्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;हनँ;:अदादिः}"	"हन्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;हनँ;:अदादिः}"	"अभिहित_कर्ता,2;सकर्मक.1"	"अभिहित_कर्ता,2;सकर्मक.1"	"KP"	"मारती_है"	"-"	"-"	"-"	"-"	"-"
10.1	"किं"	5	"किं"	"किम्{अव्य}"	"किम्{अव्य}"	"सम्बन्धः,9.1"	"सम्बन्धः,9.1"	"NA"						
