"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"दश-"	1	"दश-रश्मि-शत-उपम-द्युतिं"	"दश"	"दश"	"कर्मधारयः,1.2"	"कर्मधारयः,1.2"	"CP"	"दश-रश्मि-सौ-उपम-द्युति"	"-"	"-"	"-"	"-"	"-"
1.2	"रश्मि-"	"-"	"-"	"रश्मि"	"रश्मि"	"षष्ठी-तत्पुरुषः,1.3"	"षष्ठी-तत्पुरुषः,1.3"	"CP"	"दश-रश्मि-सौ-उपम-द्युति"	"-"	"-"	"-"	"-"	"-"
1.3	"शत-"	"-"	"-"	"शत"	"शत"	"बहुव्रीहिः,1.4"	"बहुव्रीहिः,1.4"	"CP"	"दश-रश्मि-सौ-उपम-द्युति"	"-"	"-"	"-"	"-"	"-"
1.4	"उपम-"	"-"	"-"	"उपम"	"उपम"	"बहुव्रीहिः,1.5"	"बहुव्रीहिः,1.5"	"CP"	"दश-रश्मि-सौ-उपम-द्युति"	"-"	"-"	"-"	"-"	"-"
1.5	"द्युतिं"	"-"	"-"	"द्युति{स्त्री;2;एक}/द्युति{पुं;2;एक}"	"द्युति{पुं;2;एक}"	"विशेषणम्,7.4"	"विशेषणम्,7.4"	"N2"				"-"	"-"	
2.1	"यशसा"	2	"यशसा"	"यशस्{नपुं;3;एक}"	"यशस्{नपुं;3;एक}"	"कर्ता,6.1"	"कर्ता,6.1"	"N3"	"यश_के_द्वारा"	"-"	"-"	"-"	"-"	"-"
3.1	"दशसु"	4	"दशस्वपि"	"दशन्{संख्येयम्;7;बहु}"	"दशन्{संख्येयम्;7;बहु}"	"विशेषणम्,5.1"	"विशेषणम्,5.1"	"N7"	"दश"	"-"	"-"	"-"	"-"	"-"
4.1	"अपि"	"-"		"अपि{अव्य}"	"अपि{अव्य}"	"सम्बन्धः,3.1"	"सम्बन्धः,3.1"	"NA"	"भी"	"-"	"-"	"-"	"-"	"-"
5.1	"दिक्षु"	3	"दिक्षु"	"दिश्{स्त्री;7;बहु}"	"दिश्{स्त्री;7;बहु}"	"अधिकरणम्,6.1"	"अधिकरणम्,6.1"	"N7"	"स्थानों_में"	"-"	"-"	"-"	"-"	"-"
6.1	"श्रुतम्"	5	"श्रुतम्"	"श्रुत{नपुं;1;एक}/श्रुत{नपुं;2;एक}/श्रुत{पुं;2;एक(श्रु1;क्त;श्रु;:भ्वादिः)}/श्रुत{नपुं;1;एक(श्रु1;क्त;श्रु;:भ्वादिः)}/श्रुत{नपुं;2;एक(श्रु1;क्त;श्रु;:भ्वादिः)}"	"श्रुत{पुं;2;एक(श्रु1;क्त;श्रु;भ्वादिः)}"	"विशेषणम्,7.4"	"विशेषणम्,7.4"	"N2"	"सुने_हुए"	"-"	"-"	"-"	"-"	"-"
7.1	"दश-"	8	"दश-कण्ठ-अरि-गुरुम्"	"दश"	"दश"	"बहुव्रीहिः,7.2"	"बहुव्रीहिः,7.2"	"CP"	"दश-गला-शत्रु-भारी"	"-"	"-"	"-"	"-"	"-"
7.2	"कण्ठ-"	"-"	"-"	"कण्ठ"	"कण्ठ"	"षष्ठी-तत्पुरुषः,7.3"	"षष्ठी-तत्पुरुषः,7.3"	"CP"	"दश-गला-शत्रु-भारी"	"-"	"-"	"-"	"-"	"-"
7.3	"अरि-"	"-"	"-"	"अरि"	"अरि"	"षष्ठी-तत्पुरुषः,7.4"	"षष्ठी-तत्पुरुषः,7.4"	"CP"	"दश-गला-शत्रु-भारी"	"-"	"-"	"-"	"-"	"-"
7.4	"गुरुम्"	"-"	"-"	"गुरु{पुं;2;एक}"	"गुरु{पुं;2;एक}"	"अभेदः,8.1"	"अभेदः,8.1"	"N2"				"-"	"-"	
8.1	"यं"	7	"यमाख्यया"	"यद्{सर्वनाम;पुं;2;एक}"	"यद्{सर्वनाम;पुं;2;एक}"	"कर्म,12.1"	"कर्म,12.1"	"N2"	"जिसको"	"-"	"-"	"-"	"-"	"-"
9.1	"आख्यया"	"-"		"आख्या{स्त्री;3;एक}"	"आख्या{स्त्री;3;एक}"	"करणम्,12.1"	"करणम्,12.1"	"N3"	"आख्या_से"	"-"	"-"	"-"	"-"	"-"
10.1	"दश-"	6	"दश-पूर्व-रथं"	"दश"	"दश"	"बहुव्रीहिः,10.2"	"बहुव्रीहिः,10.2"	"CP"	"दश-पूर्व-रथ_को"	"-"	"-"	"-"	"-"	"-"
10.2	"पूर्व-"	"-"	"-"	"पूर्व"	"पूर्व"	"बहुव्रीहिः,10.3"	"बहुव्रीहिः,10.3"	"CP"	"दश-पूर्व-रथ_को"	"-"	"-"	"-"	"-"	"-"
10.3	"रथं"	"-"	"-"	"रथ{पुं;2;एक}/रथ{नपुं;1;एक}/रथ{नपुं;2;एक}"	"रथ{नपुं;2;एक}"	"कर्मसमानाधिकरणम्,12.1"	"कर्मसमानाधिकरणम्,12.1"	"N2"				"-"	"-"	
11.1	"बुधाः"	10	"बुधाः"	"बुध{पुं;1;बहु}/बुधा{स्त्री;1;बहु}/बुधा{स्त्री;2;बहु}/बुध{पुं;8;बहु}"	"बुधा{स्त्री;1;बहु}"	"कर्ता,12.1"	"कर्ता,12.1"	"N1"	"बुद्धिमतियाँ"	"-"	"-"	"-"	"-"	"-"
12.1	"विदुः"	9	"विदुः"	"विदु{पुं;1;एक}/विद्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;विदँ;:अदादिः}"	"विद्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;विदँ;:अदादिः}"	"अभिहित_कर्ता,11;सकर्मक.1"	"अभिहित_कर्ता,11;सकर्मक.1"	"KP"	"समझतीं_हैं"	"-"	"-"	"-"	"-"	"-"
