"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"परार्ध्य-"	2	"परार्ध्यगतेरशोच्यतां"	"परार्ध्य"	"परार्ध्य"	"बहुव्रीहिः,1.2"	"बहुव्रीहिः,1.2"	"CP"	"परार्ध्य-गति"	"-"	"-"	"-"	"-"	"-"
1.2	"गतेः"	"-"	"-"	"गति{स्त्री;5;एक}/गति{स्त्री;6;एक}/गति{पुं;5;एक}/गति{पुं;6;एक}"	"गति{पुं;6;एक}"	"विशेषणम्,2.1"	"विशेषणम्,2.1"	"N6"				"-"	"-"	
2.1	"पितुः"	3	"पितुरुद्दिश्य"	"पितृ{पुं;5;एक}/पितृ{पुं;6;एक}"	"पितृ{पुं;6;एक}"	"षष्ठीसम्बन्धः,3.1"	"षष्ठीसम्बन्धः,3.1"	"N6"	"पिता_की"	"-"	"-"	"-"	"-"	"-"
3.1	"अशोच्यताम्"	"-"		"अशोच्य{तल्;स्त्री;2;एक}"	"अशोच्य{तल्;स्त्री;2;एक}"	"कर्म,4.1"	"कर्म,4.1"	"N2"	"अशोच्य_को"	"-"	"-"	"-"	"-"	"-"
4.1	"उद्दिश्य"	"-"		"दिश्1{अव्य;ल्यप्;दिशँ;:तुदादिः}"	"उत्_दिश्1{अव्य;ल्यप्;दिशँ;:तुदादिः}"	"पूर्वकालः,12.1"	"पूर्वकालः,12.1"	"NA"	"दिखाना_प्रकट_करके"	"-"	"-"	"-"	"-"	"-"
5.1	"सदर्थ-"	4	"सदर्थ-वेदिभिः"	"सदर्थ"	"सदर्थ"	"उपपद-तत्पुरुषः,5.2"	"उपपद-तत्पुरुषः,5.2"	"CP"	"सदर्थ-विवाह_करने_वालों_से"	"-"	"-"	"-"	"-"	"-"
5.2	"वेदिभिः"	"-"	"-"	"वेदिन्{पुं;3;बहु}/वेदिन्{नपुं;3;बहु}/वेदि{नपुं;3;बहु}/वेदि{पुं;3;बहु}"	"वेदि{पुं;3;बहु}"	"करणम्,12.1"	"करणम्,12.1"	"N3"				"-"	"-"	
6.1	"शमिता-"	5	"शमिताधिरधिज्यकार्मुकः"	"शमिता"	"शमिता"	"बहुव्रीहिः,6.2"	"बहुव्रीहिः,6.2"	"CP"	"शमिता-आधि"	"-"	"-"	"-"	"-"	"-"
6.2	"आधिः"	"-"	"-"	"आधि{पुं;1;एक}"	"आधि{पुं;1;एक}"	"विशेषणम्,8.2"	"विशेषणम्,8.2"	"N1"				"-"	"-"	
7.1	"सः"	1	"सः"	"तद्{सर्वनाम;पुं;1;एक}"	"तद्{सर्वनाम;पुं;1;एक}"	"विशेषणम्,8.2"	"विशेषणम्,8.2"	"N1"	"उस"	"-"	"-"	"-"	"-"	"-"
8.1	"आधिज्य-"	"-"		"आधिज्य"	"आधिज्य"	"बहुव्रीहिः,8.2"	"बहुव्रीहिः,8.2"	"CP"	"आधिज्य-कार्मुक_ने"	"-"	"-"	"-"	"-"	"-"
8.2	"कार्मुकः"	"-"	"-"	"कार्मुक{पुं;1;एक}"	"कार्मुक{पुं;1;एक}"	"कर्ता,12.1"	"कर्ता,12.1"	"N1"				"-"	"-"	
9.1	"सन्"	"-"		"सत्{पुं;1;एक(अस्2;शतृ_लट्;असँ;:अदादिः)}"	"सत्{पुं;1;एक(अस्2;शतृ_लट्;असँ;:अदादिः)}"	"वर्तमानसमानकालः,12.1"	"वर्तमानसमानकालः,12.1"	"N1"	"सज्जन"	"-"	"-"	"-"	"-"	"-"
10.1	"जगत्"	"-"		"जगत्{नपुं;1;एक}/जगत्{नपुं;2;एक}/}/जगत्{पुं;8;एक}/जगत्{नपुं;8;एक}"	"जगत्{नपुं;2;एक}"	"कर्म,12.1"	"कर्म,12.1"	"N2"	"जगत्"	"-"	"-"	"-"	"-"	"-"
11.1	"अप्रति-"	6	"कृतवानप्रतिशासनं"	"अप्रति"	"अप्रति"	"बहुव्रीहिः,11.2"	"बहुव्रीहिः,11.2"	"CP"	"अप्रति-शासन_को"	"-"	"-"	"-"	"-"	"-"
11.2	"शासनं"	"-"	"-"	"शासन{नपुं;1;एक}/शासन{नपुं;2;एक}"	"शासन{नपुं;2;एक}"	"कर्मसमानाधिकरणम्,12.1"	"कर्मसमानाधिकरणम्,12.1"	"N2"				"-"	"-"	
12.1	"कृतवान्"	7	"कृतवान्"	"कृतवत्{पुं;1;एक(कृ3;क्तवतु;डुकृञ्;:तनादिः)}/कृतवत्{पुं;1;एक(कृ2;क्तवतु;कृञ्;:स्वादिः)}/कृतवत्{पुं;1;एक(कृ1;क्तवतु;कृञ्;:भ्वादिः)}"	"कृतवत्{पुं;1;एक(कृ3;क्तवतु;डुकृञ्;:तनादिः)}"	"अभिहित_कर्ता,"	"अभिहित_कर्ता,"	"KP"	"किया"	"-"	"-"	"-"	"-"	"-"
