"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"सः"	1	"स "	"तद्{सर्वनाम;पुं;1;एक}"	"तद्{सर्वनाम;पुं;1;एक}"	"विशेषणम्,5.1"	"विशेषणम्,5.1"	"N1"	"उस"	"-"	"-"	"-"	"-"	"-"
2.1	"चतुर्धा"	2	"चतुर्धा "	"चतुर्{संख्येयम्;नपुं;3;बहु}/चतुर्{संख्येयम्;पुं;3;बहु}"	"चतुर्{संख्येयम्;पुं;3;बहु}"	"विशेषणम्,5.1"	"विशेषणम्,5.1"	"N3"	"चारों_से"	"-"	"-"	"-"	"-"	"-"
3.1	"व्यस्तः"	4	"व्यस्तः"	"व्यस्त{पुं;1;एक}/व्यस्त{पुं;1;एक(अस्3;क्त;असुँ;:दिवादिः)}"	"व्यस्त{पुं;1;एक(अस्3;क्त;असुँ;:दिवादिः)}"	"विशेषणम्,5.1"	"विशेषणम्,5.1"	"N1"	"बाटा_हुआ"	"-"	"-"	"-"	"-"	"-"
4.1	"पृथिवीपतेः"	6	"पृथिवीपतेः"	"पृथिवीपति{पुं;5;एक}/पृथिवीपति{पुं;6;एक}"	"पृथिवीपति{पुं;6;एक}"	"षष्ठीसम्बन्धः,5.1"	"षष्ठीसम्बन्धः,5.1"	"N6"	"राजा_की"	"-"	"-"	"-"	"-"	"-"
5.1	"प्रसवः"	5	"प्रसवः"	"प्रसव{पुं;1;एक}/प्रसव{पुं;1;एक(षू3;घञ्;षू;:तुदादिः)}/प्रसव{पुं;1;एक(शु1;घञ्;शु;:भ्वादिः)}"	"प्रसव{पुं;1;एक(शु1;घञ्;शु;:भ्वादिः)}"	"कर्ता,10.1"	"कर्ता,10.1"	"N1"	" सन्तान"	"-"	"-"	"-"	"-"	"-"
6.1	"अङ्गवान्"	8	"इवाङ्गवान्"	"अङ्ग{मतुप्;पुं;1;एक}"	"अङ्ग{मतुप्;पुं;1;एक}"	"विशेषणम्,7.1"	"विशेषणम्,7.1"	"N1"	"अङ्ग"	"-"	"-"	"-"	"-"	"-"
7.1	"धर्म-"	7	"धर्मार्थकाममोक्षाणामवतार "	"धर्म"	"धर्म"	"द्वन्द्वः,7.4"	"द्वन्द्वः,7.4"	"CP"	"धर्म-अर्थ-काम-मोक्षाओं_का"	"-"	"-"	"-"	"-"	"-"
7.2	"अर्थ-"	"-"	"-"	"अर्थ"	"अर्थ"	"द्वन्द्वः,7.4"	"द्वन्द्वः,7.4"	"CP"	"धर्म-अर्थ-काम-मोक्षाओं_का"	"-"	"-"	"-"	"-"	"-"
7.3	"काम-"	"-"	"-"	"काम"	"काम"	"द्वन्द्वः,7.4"	"द्वन्द्वः,7.4"	"CP"	"धर्म-अर्थ-काम-मोक्षाओं_का"	"-"	"-"	"-"	"-"	"-"
7.4	"मोक्षाणाम्"	"-"	"-"	"मोक्ष{पुं;6;बहु}/मोक्ष{नपुं;6;बहु}/मोक्षा{स्त्री;6;बहु}"	"मोक्षा{स्त्री;6;बहु}"	"षष्ठीसम्बन्धः,8.1"	"षष्ठीसम्बन्धः,8.1"	"N6"				"-"	"-"	
8.1	"अवतारः"	"-"	"-"	"अवतार{पुं;1;एक(तॄ1;घञ्;तॄ;:भ्वादिः)}"	"अवतार{पुं;1;एक(तॄ1;घञ्;तॄ;:भ्वादिः)}"	"उपमानम्,9.1"	"उपमानम्,9.1"	"N1"	"अवतार"	"-"	"-"	"-"	"-"	"-"
9.1	"इव"	"-"	"-"	"इव{अव्य}"	"इव{अव्य}"	"उपमान_द्योतकः,5.1"	"उपमान_द्योतकः,5.1"	"NA"	"जैसे"	"-"	"-"	"-"	"-"	"-"
10.1	"बभौ"	3	"बभौ"	"भा1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भा;:अदादिः}/भा1{कर्तरि;लिट्;उ;एक;परस्मैपदी;भा;:अदादिः}"	"भा1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भा;:अदादिः}"	"अभिहित_कर्ता,5.1"	"अभिहित_कर्ता,5.1"	"KP"	"चमकी"	"-"	"-"	"-"	"-"	"-"
