index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	pawivrawA	-	pawivrawA	pawivrawA{swrI;1;eka}	pawivrawA{swrI;1;eka}	viSeRaNam,3	pawivrawA	-	-	-	-	-
2	sa-kamalA	-	sa-kamalA	sa-kamalA{swrI;1;eka}	sa-kamalA{swrI;1;eka}	viSeRaNam,3	sa-lakRmI	-	-	-	-	-
3	xevawA	-	xevawA	xevawA{swrI;1;eka}	xevawA{swrI;1;eka}	karwA,15	xevawA	-	-	-	-	-
4	arWiRu	-	arWiRu	arWin{puM;7;bahu}/arWin{napuM;7;bahu}	arWin{puM;7;bahu}/arWinnapuM;7;bahu}	viRayAXikaraNam,5	yAcakoM_meM	-	-	-	-	-
5	a-lAGavam	-	a-lAGavam	a-lAGava{napuM;1;eka}/lAGava{napuM;2;eka}/lAGava{puM;2;eka}	a-lAGava{napuM;1;eka}/lAGavanapuM;2;eka}/lAGavapuM;2;eka}	viSeRaNam,7	a-laGuwA	-	-	-	-	-
6	kakuwsWa-kula-uxBavaM	-	kakuwsWa-kula-uxBavaM	kakuwsWa-kula-uxBava{puM;2;eka}/kakuwsWa-kula-uxBava{puM;2;eka(BU1;GaF;BU;:BvAxiH)}	kakuwsWa-kula-uxBava{puM;2;eka}/kakuwsWa-kula-uxBavapuM;2;eka(BU1;GaF;BU;:BvAxiH)}	viSeRaNam,7	kakuwsWa-kula-uwpanna_ko	-	-	-	-	-
7	wam	-	wam	wax{sarvanAma;puM;2;eka}	wax{sarvanAma;puM;2;eka}	samucciwaH,10	usako	-	-	-	-	-
8	Awma-BavaM	-	Awma-BavaM	Awma-Bava{puM;2;eka}/Bava{napuM;1;eka}/Bava{napuM;2;eka}	Awma-Bava{puM;2;eka}/BavanapuM;1;eka}/BavanapuM;2;eka}	viSeRaNam,9	Awma-saMsAra_ko	-	-	-	-	-
9	puruRam	-	puruRam	puruRa{puM;2;eka}	puruRa{puM;2;eka}	samucciwaH,10	puruRa_ko	-	-	-	-	-
10	ca	-	ca	ca{avya}	ca{avya}	karma,11	Ora	-	-	-	-	-
11	apahAya	-	apahAya	apaha{puM;4;eka}/apaha{napuM;4;eka}/han1{avya;lyap;hanaz;:axAxiH}/hA1{avya;lyap;ozhAf;:juhowyAxiH}/hA2{avya;lyap;ozhAk;:juhowyAxiH}	apaha{puM;4;eka}/apahanapuM;4;eka}/apa_han1avya;lyap;hanaz;:axAxiH}/apa_hA1avya;lyap;ozhAf;:juhowyAxiH}/apa_hA2avya;lyap;ozhAk;:juhowyAxiH}	pUrvakAlaH,15	xUra_karane_vAle_ko	-	-	-	-	-
12	anyaM	-	anyaM	anya{sarvanAma;puM;2;eka}	anya{sarvanAma;puM;2;eka}	viSeRaNam,14	anya_ko	-	-	-	-	-
13	kaM	-	kaM	kam{avya}/kim{sarvanAma;puM;2;eka}	kam{avya}/kimsarvanAma;puM;2;eka}	viSeRaNam,14	-	-	-	-	-	-
14	nqpawim	-	nqpawim	nqpawi{puM;2;eka}	nqpawi{puM;2;eka}	karma,15	rAjA_ko	-	-	-	-	-
15	asevawa	-	asevawa	sev1{karwari;laf;pra;eka;AwmanepaxI;sevqz;:BvAxiH}/Rev1{karwari;laf;pra;eka;AwmanepaxI;Revqz;:BvAxiH}	sev1{karwari;laf;pra;eka;AwmanepaxI;sevqz;:BvAxiH}/Rev1karwari;laf;pra;eka;AwmanepaxI;Revqz;:BvAxiH}	-	sevA_kI	-	-	-	-	-
