index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	विश्रुत-	-	विश्रुत-सत्त्व-सार	विश्रुत	विश्रुत	बहुव्रीहिः,1.2	बहुव्रीहिः,1.2	CP	प्रसिद्ध-सत्व-आवश्यक	-	-	-	-	-
1.2	सत्त्व-	-	-	सत्त्व	सत्त्व	षष्ठी-तत्पुरुषः,1.3	षष्ठी-तत्पुरुषः,1.3	CP	प्रसिद्ध-सत्व-आवश्यक	-	-	-	-	-
1.3	सार	-	-	सार{पुं;8;एक}/सार{नपुं;8;एक}	सार{नपुं;8;एक}	सम्बोध्यः,3.1	सम्बोध्यः,3.1	N8				-	-	
2.1	तां	-	तां	तद्{सर्वनाम;स्त्री;2;एक}/ता{स्त्री;2;एक}	ता{स्त्री;2;एक}	कर्म,3.1	कर्म,3.1	N2	ता_को	-	-	-	-	-
3.1	शृणु	-	शृणु	श्रु1{कर्तरि;लोट्;म;एक;परस्मैपदी;श्रु;:भ्वादिः}	श्रु1{कर्तरि;लोट्;म;एक;परस्मैपदी;श्रु;:भ्वादिः}	अभिहित_कर्ता	अभिहित_कर्ता	KP	सुनो	-	-	-	-	-
4.1	एनां	-	एनां	इदम्{सर्वनाम;स्त्री;2;एक}	इदम्{सर्वनाम;स्त्री;2;एक}	कर्म,8.1	कर्म,8.1	N2	यह	-	-	-	-	-
5.1	हृदि	-	हृदि	हृद्{नपुं;7;एक}/हृदय{नपुं;7;एक}	हृदय{नपुं;7;एक}	अधिकरणम्,6.1	अधिकरणम्,6.1	N7	हृदय_में	-	-	-	-	-
6.1	उपधातुं	-	उपधातुं	उपधातु{पुं;2;एक}/धा1{अव्य;तुमुन्;डुधाञ्;:जुहोत्यादिः}	उप_धा1{अव्य;तुमुन्;डुधाञ्;:जुहोत्यादिः}	सम्बन्धः,8.1	सम्बन्धः,8.1	NA	सहायता_कर	-	-	-	-	-
7.1	च	-	च	च{अव्य}	च{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	भी	-	-	-	-	-
8.1	अर्हसि	-	अर्हसि	अर्ह्1{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;:भ्वादिः}/अर्ह्2{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;:चुरादिः}	अर्ह्1{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;:भ्वादिः}	अभिहित_कर्ता	अभिहित_कर्ता	KP	योग्य_होते_हो	-	-	-	-	-
