index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	asO	-	asO	axas{sarvanAma;puM;1;eka}/axas{sarvanAma;swrI;1;eka}/asi{puM;7;eka}/asi{swrI;7;eka}/asu{puM;7;eka}	axas{sarvanAma;puM;1;eka}	viSeRaNam,8	axas	-	-	-	-	-
2	SaraNa-unmuKAnAM	-	SaraNonmuKAnAM	SQ1{lyut;SQ;:kryAxiH-unmuKa;puM;6;bahu}/unmuKa{napuM;6;bahu}/unmuKA{swrI;6;bahu}	SQ1{lyut;SQ;:kryAxiH-unmuKa{puM;6;bahu}	RaRTIsambanXaH,3	-	-	-	-	-	-
3	SaraNyaH	-	SaraNyaH	SaraNya{puM;1;eka}	SaraNya{puM;1;eka}	viSeRaNam,8	xIna	-	-	-	-	-
4	agAXa-sawwvaH	-	agAXasawwvaH	agAXa-sawwva{puM;1;eka}	agAXa-sawwva{puM;1;eka}	viSeRaNam,8	agAXa-sawwva	-	-	-	-	-
5	magaXa-prawiRTaH	-	magaXaprawiRTaH	magaXa-prawiRTa{puM;1;eka(magaXa-RWA1;GaF;RWA;:BvAxiH)}/prawiRTa{puM;1;eka}	magaXa-prawiRTa{puM;1;eka}	viSeRaNam,8	-	-	-	-	-	-
6	rAjA	-	rAjA	rAjan{puM;1;eka}	rAjan{puM;1;eka}	viSeRaNam,8	rAjA	-	-	-	-	-
7	prajA-raFjana-labXa-varNaH	-	prajAraFjanalabXavarNaH	prajA-raFjana-laB1{kwa;dulaBazR;:BvAxiH-varNa;puM;1;eka}	prajA-raFjana-laB1{kwa;dulaBazR;:BvAxiH-varNa{puM;1;eka}	viSeRaNam,8	-	-	-	-	-	-
8	paranwapaH	-	paranwapaH	paranwapa{puM;1;eka}	paranwapa{puM;1;eka}	karwA,11	paranwapa	-	-	-	-	-
9	nAma	-	nAma	nAma{avya}	nAma{avya}	sambanXaH,8	nAmaka	-	-	-	-	-
10	yaWArWa-nAmA	-	yaWArWanAmA	yaWArWa-nAman{puM;1;eka}	yaWArWa-nAman{puM;1;eka}	karwqsamAnAXikaraNam,11	vAswavika-nAmaka	-	-	-	-	-
11	(aswi)	-	(aswi)	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,8	hE	-	-	-	-	-
