"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"कैकेय्याः"	1	"कैकेय्यास्तनयो जज्ञे"	"कैकेयी{स्त्री;6;एक}/कैकेयी{स्त्री;5;एक}"	"कैकेयी{स्त्री;6;एक}"	"षष्ठीसम्बन्धः,6.1"	"षष्ठीसम्बन्धः,6.1"	"N6"	"कैकेयी का"	"-"	"-"	"-"	"-"	"-"
2.1	"भरतः"	4	"भरतो नाम"	"भरत{पुं;1;एक}"	"भरत{पुं;1;एक}"	"कर्ता,6.1"	"कर्ता,6.1"	"N1"	"भरत"	"-"	"-"	"-"	"-"	"-"
3.1	"नाम"	"-"	"-"	"नाम{नपुं;1;एक}"	"नाम{नपुं;1;एक}"	"सम्बन्धः,6.1"	"सम्बन्धः,6.1"	"N1"	"नामक"	"-"	"-"	"-"	"-"	"-"
4.1	"शीलवान्"	6	"-"	"शीलवत्{पुं;1;एक}"	"शीलवत्{पुं;1;एक}"	"विशेषणम्,5.1"	"विशेषणम्,5.1"	"N1"	"आचार -गुण - सम्पन्न"	"-"	"-"	"-"	"-"	"-"
5.1	"तनयः"	"-"	"-"	"तनय{पुं;1;एक}"	"तनय{पुं;1;एक}"	"कर्ता,6.1"	"कर्ता,6.1"	"N1"	"पुत्र"	"-"	"-"	"-"	"-"	"-"
6.1	"जज्ञे"	"-"	"-"	"जन्2{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;दृशिँर्;:दिवादिः}"	"जन्2{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;दृशिँर्;:दिवादिः}"	"अभिहित_कर्ता,5.1"	"अभिहित_कर्ता,5.1"	"KP"	"उत्पन्न हुआ"	"-"	"-"	"-"	"-"	"-"
7.1	"यः"	9	"यः"	"यत्{सर्वनाम;पुं;1;एक}"	"यत्{सर्वनाम;पुं;1;एक}"	"कर्ता,12.1"	"कर्ता,12.1"	"N1"	"जो, जिसने"	"-"	"-"	"-"	"नित्य_सम्बन्धः,5"	"-"
8.1	"प्रश्रयः"	10	"प्रश्रय"	"प्रश्रय{पुं;1;एक}"	"प्रश्रय{पुं;1;एक}"	"कर्ता,13.1"	"कर्ता,13.1"	"N1"	"अनुनय,विनय के, में"	"-"	"-"	"-"	"-"	"-"
9.1	"श्रियम्"	12	"-"	"श्री{स्त्री;2;एक}"	"श्री{स्त्री;2;एक}"	"कर्म,13.1"	"कर्म,13.1"	"N2"	"लक्ष्मी को (के) "	"-"	"-"	"-"	"-"	"-"
10.1	"इव"	11	"-"	"इव{अव्य}"	"इव{अव्य}"	"उपमान_द्योतकः,13.1"	"उपमान_द्योतकः,13.1"	"NA"	"समान"	"-"	"-"	"-"	"-"	"-"
11.1	"जनयित्रीम्"	7	"जनयित्रीमलंचक्रे"	" जनयित्री{स्त्री;2;एक}"	" जनयित्री{स्त्री;2;एक}"	"कर्म,12.1"	"कर्म,12.1"	"N2"	"माता को"	"-"	"-"	"-"	"-"	"-"
12.1	"अलञ्चक्रे"	8	"-"	"अलम्_कृ3{कर्तरि;लिट्;प्र;एक;परस्मैपदी;डुकृञ्;:तनादिः}"	"अलम्_कृ3{कर्तरि;लिट्;प्र;एक;परस्मैपदी;डुकृञ्;:तनादिः}"	"अभिहित_कर्ता,7.1"	"अभिहित_कर्ता,7.1"	"KP"	"सुशोभित किया."	"-"	"-"	"-"	"-"	"-"
13.1	"(अलञ्चक्रे)"	"-"	"(-)"	"अलम्_कृ3{कर्तरि;लिट्;प्र;एक;परस्मैपदी;डुकृञ्;:तनादिः}"	"अलम्_कृ3{कर्तरि;लिट्;प्र;एक;परस्मैपदी;डुकृञ्;:तनादिः}"	"उपमानम्,12.1"	"उपमानम्,12.1"	"KP"	"सुशोभित किया."	"-"	"-"	"-"	"-"	"-"
