index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	अभ्यास-	1	अभ्यासनिगृहीतेन	अभ्यास	अभ्यास	तृतीया-तत्पुरुषः,1.2	तृतीया-तत्पुरुषः,1.2	CP	अभ्यास-निगृहीत	-	-	-	-	-
1.2	निगृहीतेन	-	-	निगृहीत{नपुं;3;एक}	निगृहीत{नपुं;3;एक}	विशेषणम्,2.1	विशेषणम्,2.1	N3				-	-	
2.1	मनसा	2	मनसा	मनस्{नपुं;3;एक}/मनसा{स्त्री;1;एक}	मनस्{नपुं;3;एक}	हेतुः,5.1	हेतुः,5.1	N3	मन_से	-	-	-	-	-
3.1	हृदय-	3	हॄदयाश्रयं	हृदय	हृदय	बहुव्रीहिः,3.2	बहुव्रीहिः,3.2	CP	हृदय-सहारे	-	-	-	-	-
3.2	आश्रयं	-	-	आङ्_श्रि1{कर्तरि;लङ्;उ;एक;परस्मैपदी;श्रिञ्;:भ्वादिः}/आश्रय{पुं;2;एक}/आश्रय{नपुं;1;एक}/आश्रय{नपुं;2;एक}	आश्रय{नपुं;2;एक}	विशेषणम्,7.1	विशेषणम्,7.1	N2				-	-	
4.1	ज्योतिः-	4	ज्योतिर्मयं	ज्योतिर्	ज्योतिर्	बहुव्रीहिः,4.2	बहुव्रीहिः,4.2	CP	ज्योतिर्-मय_से	-	-	-	-	-
4.2	मयं	-	-	मय{पुं;2;एक}/मय{नपुं;1;एक}/मय{नपुं;2;एक}	मय{नपुं;2;एक}	विशेषणम्,7.1	विशेषणम्,7.1	N2				-	-	
5.1	चिन्वन्ति	5	विचिन्वन्ति	वि_चि1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;चिञ्;:स्वादिः}/चिन्वत्{नपुं;1;बहु(चि1;शतृ_लट्;चिञ्;:स्वादिः)}/चिन्वत्{नपुं;2;बहु(चि1;शतृ_लट्;चिञ्;:स्वादिः)}	वि_चि1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;चिञ्;:स्वादिः}	अभिहित_कर्ता,6;सकर्मक.1	अभिहित_कर्ता,6;सकर्मक.1	KP	चुनते_हैं	-	-	-	-	-
6.1	योगिनः	6	योगिनः	योगिन्{पुं;1;बहु}/योगिन्{पुं;2;बहु}/योगिन्{पुं;5;एक}/योगिन्{पुं;6;एक}/योगिन्{पुं;8;बहु}	योगिन्{पुं;1;बहु}	कर्ता,5.1	कर्ता,5.1	N1	योगी	-	-	-	-	-
7.1	त्वां	7	त्वां	युष्मद्{सर्वनाम;2;एक}	युष्मद्{सर्वनाम;2;एक}	मुख्यकर्म,5.1	मुख्यकर्म,5.1	N2	तुम्हें	-	-	-	-	-
8.1	विमुक्तये	8	विमुक्तये	विमुक्ति{स्त्री;4;एक}	विमुक्ति{स्त्री;4;एक}	प्रयोजनम्,5.1	प्रयोजनम्,5.1	N4	रिहाई_के_लिये	-	-	-	-	-
