index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	अनेन	1	अनेन	इदम्{सर्वनाम;नपुं;3;एक}/इदम्{सर्वनाम;पुं;3;एक}	इदम्{सर्वनाम;पुं;3;एक}	सहार्थः,7.1	सहार्थः,7.1	N3	इसका	-	-	-	-	-
2.1	साकम्	2	साकम्	साकम्{अव्य}/साकम्{अव्य}	साकम्{अव्य}	सहार्थ_द्योतकः,1.1	सहार्थ_द्योतकः,1.1	NA	साथ	-	-	-	-	-
3.1	अम्बु-	4	अम्बुराशेस्तीरेषु	अम्बु	अम्बु	षष्ठी-तत्पुरुषः,3.2	षष्ठी-तत्पुरुषः,3.2	CP	जल-राशि	-	-	-	-	-
3.2	राशेः	-	-	राशि{पुं;5;एक}/राशि{पुं;6;एक}/राशि{स्त्री;5;एक}/राशि{स्त्री;6;एक}	राशि{स्त्री;6;एक}	षष्ठीसम्बन्धः,4.1	षष्ठीसम्बन्धः,4.1	N6				-	-	
4.1	तीरेषु	-	-	तीर{नपुं;7;बहु}	तीर{नपुं;7;बहु}	अधिकरणम्,7.1	अधिकरणम्,7.1	N7	तीरों_में	-	-	-	-	-
6.1	ताली-	5	तालीवनमर्मरेषु	ताली	ताली	षष्ठी-तत्पुरुषः,6.2	षष्ठी-तत्पुरुषः,6.2	CP	पत्तों_की_खड़खड्@ऽआहटों_में	-	-	-	-	-
6.2	वन-	-	-	वन	वन	षष्ठी-तत्पुरुषः,6.3	षष्ठी-तत्पुरुषः,6.3	CP	पत्तों_की_खड़खड्@ऽआहटों_में	-	-	-	-	-
6.3	मर्मरेषु	-	-	मर्मर{नपुं;7;बहु}	मर्मर{नपुं;7;बहु}	विशेषणम्,4.1	विशेषणम्,4.1	N7				-	-	
7.1	विहर	3	विहर	वि_हृ1{कर्तरि;लोट्;प्र;एक;परस्मैपदी;हृञ्;:भ्वादिः}	वि_हृ1{कर्तरि;लोट्;प्र;एक;परस्मैपदी;हृञ्;भ्वादिः}	अभिहित_कर्ता	अभिहित_कर्ता	KP	विहार	-	-	-	-	-
8.1	द्वीप-	6	द्वीपान्तरानीतलवङ्गपुष्पैरपाकृतस्वेदलवा	द्वीप	द्वीप	कर्मधारयः,8.2	कर्मधारयः,8.2	CP	पुष्पों_के_द्वारा	-	-	-	-	-
8.2	अन्तर-	-	-	अन्तर	अन्तर	पञ्चमी-तत्पुरुषः,8.3	पञ्चमी-तत्पुरुषः,8.3	CP	पुष्पों_के_द्वारा	-	-	-	-	-
8.3	आनीत-	-	-	आनीत	आनीत	बहुव्रीहिः,8.4	बहुव्रीहिः,8.4	CP	पुष्पों_के_द्वारा	-	-	-	-	-
8.4	लवङ्ग-	-	-	लवङ्ग	लवङ्ग	षष्ठी-तत्पुरुषः,8.5	षष्ठी-तत्पुरुषः,8.5	CP	पुष्पों_के_द्वारा	-	-	-	-	-
8.5	पुष्पैः	-	-	पुष्प{नपुं;3;बहु}/पुष्प{पुं;3;बहु}	पुष्प{नपुं;3;बहु}	विशेषणम्,10.1	विशेषणम्,10.1	N3				-	-	
9.1	अपाकृत-	-	-	अपाकृत	अपाकृत	बहुव्रीहिः,9.2	बहुव्रीहिः,9.2	CP	पसीना-लव	-	-	-	-	-
9.2	स्वेद-	-	-	स्वेद	स्वेद	षष्ठी-तत्पुरुषः,9.3	षष्ठी-तत्पुरुषः,9.3	CP	पसीना-लव	-	-	-	-	-
9.3	लवा	-	-	लव{स्त्री;1;एक}	लव{स्त्री;1;एक}	कर्ता,7.1	कर्ता,7.1	N1				-	-	
10.1	मरुद्भिः	7	मरुद्भि	मरुत्{पुं;3;बहु}	मरुत्{पुं;3;बहु}	करणम्,9.3	करणम्,9.3	N3	हवाओं_से	-	-	-	-	-
