"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"कुसुम-"	2	"कुसुम-अनुसारिभिः"	"कुसुम"	"कुसुम"	"बहुव्रीहिः,1.2"	"बहुव्रीहिः,1.2"	"CP"	"फूल-अनुसारिन्"	"-"	"-"	"-"	"-"	"-"
1.2	"अनुसारिभिः"	"-"	"-"	"अनुसारिन्{पुं;3;बहु}/अनुसारिन्{नपुं;3;बहु}"	"अनुसारिन्{पुं;3;बहु}"	"विशेषणम्,2.1"	"विशेषणम्,2.1"	"N3"				"-"	"-"	
2.1	"भ्रमरैः"	1	"भ्रमरैः"	"भ्रमर{पुं;3;बहु}"	"भ्रमर{पुं;3;बहु}"	"कर्ता,11.1"	"कर्ता,11.1"	"N3"	"भ्रमरों_से"	"-"	"-"	"-"	"-"	"-"
3.1	"परिकीर्णा"	3	"परिकीर्णा"	"परिकीर्णा{स्त्री;1;एक(कॄ1;क्त;कॄ;:तुदादिः)}"	"परिकीर्णा{स्त्री;1;एक(कॄ1;क्त;कॄ;:तुदादिः)}"	"विशेषणम्,4.1"	"विशेषणम्,4.1"	"N1"	"ण्थ्या_हुई"	"-"	"-"	"-"	"-"	"-"
4.1	"परिवादिनी"	4	"परिवादिनी"	"परिवादिनी{स्त्री;1;एक}"	"परिवादिनी{स्त्री;1;एक}"	"कर्ता,11.1"	"कर्ता,11.1"	"N1"	"परिवादिनी"	"-"	"-"	"-"	"-"	"-"
5.1	"मुनेः"	5	"मुनेः"	"मुनि{पुं;5;एक}/मुनि{पुं;6;एक}"	"मुनि{पुं;6;एक}"	"षष्ठीसम्बन्धः,4.1"	"षष्ठीसम्बन्धः,4.1"	"N6"	"मुनि_का"	"-"	"-"	"-"	"-"	"-"
6.1	"पवन-"	7	"पवन-अवलेपम्"	"पवन{नपुं(पू1;ल्युट्;पूङ्;:भ्वादिः)}/पवन{नपुं"	"पवन"	"षष्ठी-तत्पुरुषः,6.2"	"षष्ठी-तत्पुरुषः,6.2"	"CP"	"पवन-पवन"	"-"	"-"	"-"	"-"	"-"
6.2	"अवलेपम्"	"-"	"-"	"अवलेप;पुं;2;एक(पू2;ल्युट्;पूञ्;:क्र्यादिः)}/अवलेप{पुं;2;एक(लिप्1;घञ्;लिपँ;:तुदादिः)}"	"पवन{नपुं"	"विशेषणम्,8.1"	"विशेषणम्,8.1"	"N2"				"-"	"-"	
7.1	"अञ्जन-"	9	"बाष्पमिवाञ्जनाविलम्"	"अञ्जन{नपुं(अन्ज्1;ल्युट्;अन्जूँ;:रुधादिः)}/अञ्जन{नपुं"	"अञ्जन"	"तृतीया-तत्पुरुषः,7.2"	"तृतीया-तत्पुरुषः,7.2"	"CP"	"-"	"-"	"-"	"-"	"-"	"-"
7.2	"अविलम्"	"-"	"-"	"विल्1;कर्तरि;लङ्;उ;एक;परस्मैपदी;विलँ;:तुदादिः(अज्2;ल्युट्;अजिँ;:चुरादिः)}/अविल{पुं;2;एक}/अविल{नपुं;1;एक}/अविल{नपुं;2;एक}"	"अविल{नपुं;2;एक}"	"विशेषणम्,8.1"	"विशेषणम्,8.1"	"N2"				"-"	"-"	
8.1	"बाष्पं"	"-"		"बाष्प{पुं;2;एक}"	"बाष्प{पुं;2;एक}"	"कर्म,11.1"	"कर्म,11.1"	"N2"	"बाष्प"	"-"	"-"	"-"	"-"	"-"
9.1	"सृजती"	8	"सृजती"	"सृजती{स्त्री;1;एक(सृज्2;शतृ_लट्;सृजँ;:तुदादिः)}"	"सृजती{स्त्री;1;एक(सृज्2;शतृ_लट्;सृजँ;:तुदादिः)}"	"विशेषणम्,8.1"	"विशेषणम्,8.1"	"N1"	"रचना_करती_हुई"	"-"	"-"	"-"	"-"	"-"
10.1	"इव"	"-"		"इव{अव्य}"	"इव{अव्य}"	"सम्बन्धः,9.1"	"सम्बन्धः,9.1"	"NA"	"जैसे"	"-"	"-"	"-"	"-"	"-"
11.1	"ददृशे"	6	"ददृशे"	"दृश्1{कर्मणि;लिट्;प्र;एक;आत्मनेपदी;दृशिँर्;:भ्वादिः}/दृश्1{कर्मणि;लिट्;उ;एक;आत्मनेपदी;दृशिँर्;:भ्वादिः}"	"दृश्1{कर्मणि;लिट्;प्र;एक;आत्मनेपदी;दृशिँर्;:भ्वादिः}"	"अभिहित_कर्म,8;सकर्मक.1"	"अभिहित_कर्म,8;सकर्मक.1"	"KP"	"-"	"-"	"-"	"-"	"-"	"-"
