index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	अद्रीन्	2	अद्रीन्	पर्वत{पुं;2;बहु}	पर्वत{पुं;2;बहु}	कर्म,2.1	कर्म,2.1	N2	पर्वत	-	-	-	-	-
2.1	आरूढम्	1	आरूढम्	आङ्_रुह्1{क्त;रुहँ;:भ्वादिःआङ्_रूढ;नपुं;2;एक}/आङ्_रुह्1{क्त;रुहँ;:भ्वादिःआङ्_रूढ;नपुं;1;एक}/आङ्_रुह्1{क्त;रुहँ;:भ्वादिःआङ्_रूढ;पुं;2;एक}	आङ्_रुह्1{क्त;रुहँ;:भ्वादिःआङ्_रूढ;नपुं;1;एक}	विशेषणम्,13.1	विशेषणम्,13.1	N1	चढा_हुआ	-	-	-	-	-
3.1	उदधीन्	3	उदधीन्	समुद्र{पुं;2;बहु}/समुद्र{पुं;2;बहु}	समुद्र{पुं;2;बहु}	कर्म,4.1	कर्म,4.1	N2	समुद्र	-	-	-	-	-
4.1	वितीर्णम्	4	वितीर्णं	वि_तॄ1{क्त;तॄ;:भ्वादिःवि_तीर्ण;नपुं;2;एक}/वि_तॄ1{क्त;तॄ;:भ्वादिःवि_तीर्ण;नपुं;1;एक}/वि_तॄ1{क्त;तॄ;:भ्वादिःवि_तीर्ण;पुं;2;एक}	वि_तॄ1{क्त;तॄ;:भ्वादिःवि_तीर्ण;नपुं;1;एक}	विशेषणम्,13.1	विशेषणम्,13.1	N1	बांटा_हुआ	-	-	-	-	-
5.1	भुजंगमानां	5	भुजंगमानां	सर्प{पुं;6;बहु}/सर्प{नपुं;6;बहु}	सर्प{पुं;6;बहु}	षष्ठीसम्बन्धः,6.1	षष्ठीसम्बन्धः,6.1	N6	सर्पों_के	-	-	-	-	-
6.1	वसतिम्	6	वसतिं	वसति{स्त्री;2;एक}	वसति{स्त्री;2;एक}	कर्म,7.1	कर्म,7.1	N2	निवास_में	-	-	-	-	-
7.1	प्रविष्टम्	7	प्रविष्टम्	प्र_विश्1{क्त;विशँ;:तुदादिःप्र_विष्ट;नपुं;2;एक}/प्र_विश्1{क्त;विशँ;:तुदादिःप्र_विष्ट;नपुं;1;एक}/प्र_विश्1{क्त;विशँ;:तुदादिःप्र_विष्ट;पुं;2;एक}	प्र_विश्1{क्त;विशँ;:तुदादिःप्र_विष्ट;नपुं;1;एक}	विशेषणम्,13.1	विशेषणम्,13.1	N1	प्रवेश_किया_हुआ	-	-	-	-	-
8.1	ऊर्ध्वं	8	ऊर्ध्वं	ऊर्ध्व{पुं;2;एक}/ऊर्ध्व{नपुं;2;एक}	ऊर्ध्व{पुं;2;एक}	कर्म,9.1	कर्म,9.1	N2	ऊर्ध्व	-	-	-	-	-
9.1	गतम्	9	गतं	गत{नपुं;2;एक(गम्1;क्त;गमॢँ;:भ्वादिः)}/गत{नपुं;1;एक(गम्1;क्त;गमॢँ;:भ्वादिः)}/गत{पुं;2;एक(गम्1;क्त;गमॢँ;:भ्वादिः)}	गत{नपुं;1;एक(गम्1;क्त;गमॢँ;:भ्वादिः)}	विशेषणम्,13.1	विशेषणम्,13.1	N1	ध्_गम्1या_हुआ	-	-	-	-	-
10.1	अनुबन्धि	10	अनुबन्धि	अनुबन्धिन्{नपुं;1;एक}	अनुबन्धिन्{नपुं;1;एक}	विशेषणम्,13.1	विशेषणम्,13.1	N1	-	-	-	-	-	-
11.1	च	11	च	च{अव्य}	च{अव्य}	समुच्चितः,10.1	समुच्चितः,10.1	NA	-	-	-	-	-	-
12.1	यस्य	12	यस्य	यद्{सर्वनाम;नपुं;6;एक}/यद्{सर्वनाम;पुं;6;एक}	यद्{सर्वनाम;पुं;6;एक}	षष्ठीसम्बन्धः,13.1	षष्ठीसम्बन्धः,13.1	N6	जिसका	-	-	-	-	-
13.1	यशः	13	यशः	यशः{नपुं;2;एक}/यशः{नपुं;1;एक}	यशः{नपुं;1;एक}	कर्ता,18.1	कर्ता,18.1	N1	यशः	-	-	-	-	-
14.1	इयत्तया	14	इयत्तया	इयत्ता{स्त्री;3;एक}	इयत्ता{स्त्री;3;एक}	हेतुः,17.1	हेतुः,17.1	N3	माला_से	-	-	-	-	-
15.1	परिच्छेत्तुं	15	परिच्छेत्तुं	परिच्छेद{तुमुन्;अव्यय}	परिच्छेद{तुमुन्;अव्यय}	प्रयोजनम्,17.1	प्रयोजनम्,17.1	NA	तराजू	-	-	-	-	-
16.1	न	16	न	न{अव्य}	न{अव्य}	प्रतिषेधः,17.1	प्रतिषेधः,17.1	NA	नहीं	-	-	-	-	-
17.1	अलम्	17	अलम्	अलम्{अव्य}	अलम्{अव्य}	सम्बन्धः,18.1	सम्बन्धः,18.1	NA	बस	-	-	-	-	-
18.1	(अस्ति)			अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता	अभिहित_कर्ता	KP						
