index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	cawur-Buja-aMSa-praBavaH	1	cawurBujAMSapraBavaH	cawur-Buja-aMSa-praBu{puM;1;bahu}/praBava{puM;1;eka}	cawur-Buja-aMSa-praBavapuM;1;eka}	viSeRaNam,11	cawura-hAWa-aMSa-praBu	-	-	-	-	-
2	saH	2	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	viSeRaNam,11	vaha	-	-	-	-	-
3	weRAm	3	weRAm	wax{sarvanAma;puM;6;bahu}/wax{sarvanAma;napuM;6;bahu}	wax{sarvanAma;puM;6;bahu}	RaRTIsambanXaH,11	unakA	-	-	-	-	-
4	xAna-pravqwweH	4	xAnapravqwweranupArawAnAm	xA3{lyut;duxAF;:juhowyAxiH}/xI1{lyut;xIf;:xivAxiH}/xo1{lyut;xo;:xivAxiH}/xA1{lyut;xAN;:BvAxiH}/xA2{lyut;xAp;:axAxiH-pravqwwi;swrI;5;eka}/pravqwwi{swrI;6;eka}/pravqwwi{puM;5;eka}/pravqwwi{puM;6;eka}	xA_pravqwwi{swrI;6;eka}	RaRTIsambanXaH,11	-	-	-	-	-	-
5	anupArawAnAm	-	-	anupArawa{puM;6;bahu}/wa{napuM;6;bahu}/wAnA{swrI;2;eka}	anu-pArawA{swrI;6;bahu}	viSeRaNam,13	anu-pAra-woM_kA	-	-	-	-	-
6	sura-xvipAnAm	5	suraxvipAnAmiva	sura-xvipa{puM;6;bahu}	sura-xvipa{puM;6;bahu}	viSeRaNam,13	xeva-xvipoM_kA	-	-	-	-	-
7	sAma-yoniH	6	sAmayonirBinnoRtaXA	sAma-yoni{swrI;1;eka}/yoni{puM;1;eka}	sAma-yoni{yonipuM;1;eka}	viSeRaNam,13	sAma-yoni	-	-	-	-	-
8	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,11	jEse	-	-	-	-	-
9	aRtaXA	-	-	aRtan{avya;XA}/aRtaXA{avya}	aRtan{aRtaXAavya}	viSeRaNam,10	-	-	-	-	-	-
10	BinnaH	-	-	Binna{puM;1;eka}	Binna{puM;1;eka}	viSeRaNam,11	Binna	-	-	-	-	-
11	vaMSaH	8	vaMSaH	vaMSa{puM;1;eka}	vaMSa{puM;1;eka}	karwA,12	vaMSa	-	-	-	-	-
12	vi-pra-sasAra	7	viprasasAra	vi-pra-sq1{karwari;lit;u;eka;parasmEpaxI;sq;:BvAxiH}/sq1{karwari;lit;pra;eka;parasmEpaxI;sq;:BvAxiH}/sq2{karwari;lit;u;eka;parasmEpaxI;sq;:juhowyAxiH}/sq2{karwari;lit;pra;eka;parasmEpaxI;sq;:juhowyAxiH}	vi-pra-sq1{karwari;lit;pra;eka;parasmEpaxI;sq;:BvAxiH}	aBihiwa_karwA,11	gayA	-	-	-	-	-
13	(vaMSaH)	-	(-)	vaMSa{puM;1;eka}	vaMSa{puM;1;eka}	upamAnam,8	vaMSa	-	-	-	-	-
14	(xAna-pravqwweH)	-	(-)	xA3{lyut;duxAF;:juhowyAxiH}/xI1{lyut;xIf;:xivAxiH}/xo1{lyut;xo;:xivAxiH}/xA1{lyut;xAN;:BvAxiH}/xA2{lyut;xAp;:axAxiH-pravqwwi;swrI;5;eka}/pravqwwi{swrI;6;eka}/pravqwwi{puM;5;eka}/pravqwwi{puM;6;eka}	xA_pravqwwi{swrI;6;eka}	RaRTIsambanXaH,6	-	-	-	-	-	-
