index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	(सः)	14.1	(सः)	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,11.1	कर्ता,11.1	N1	वह	-	-	-	-	-
2.1	रजोभिः	9.1	रजोभिः	रजस्{पुं;3;बहु}/रजस्{नपुं;3;बहु}	रजस्{नपुं;3;बहु}	करणम्,9.1	करणम्,9.1	N3	रज_गुणों_के_द्वारा	-	-	-	-	-
3.1	स्यन्दन-	8.1	स्यन्दनोद्धूतैर्गजैश्च	स्यन्दन-	स्यन्दन-	तृतीया-तत्पुरुषः,3.2	तृतीया-तत्पुरुषः,3.2	CP	ण्थ्या_हुए	-	-	-	-	-
3.2	उद्धूतैः	8.2	-	उद्धूत{पुं;3;बहु(धू2;क्त;धू;:तुदादिः)}/उद्धूत{नपुं;3;बहु(धू2;क्त;धू;:तुदादिः)}	उद्धूत{पुं;3;बहु}	विशेषणम्,2.1	विशेषणम्,2.1	N3				-	-	
4.1	गजैः	2.1	-	गज{पुं;3;बहु}	गज{पुं;3;बहु}	करणम्,5.1	करणम्,5.1	N3	हाथियों_से	-	-	-	-	-
5.1	च	3.1		च{अव्य}	च{अव्य}	समुच्चितः,14.2	समुच्चितः,14.2	NA	भी					
6.1	घन-	1.1	घनसन्निभैः	घन	घन	कर्मधारयः,6.2	कर्मधारयः,6.2	CP	कठोर-सन्निभ	-	-	-	-	-
6.2	सन्निभैः	1.2	-	सन्निभ{पुं;3;बहु}/सन्निभ{नपुं;3;बहु}	सन्निभ{पुं;3;बहु}	विशेषणम्,4.1	विशेषणम्,4.1	N3				-	-	
7.1	भुव-	11.1	भुवस्तलमिव	भुव-	भुव-	षष्ठी-तत्पुरुषः,7.2	षष्ठी-तत्पुरुषः,7.2	CP	बाहू_को	-	-	-	-	-
7.2	तलम्	11.2	-	तल{पुं;2;एक}/तल{नपुं;1;एक}/तल{नपुं;2;एक}	तल{नपुं;2;एक}	उपमानम्,8.1	उपमानम्,8.1	N2				-	-	
8.1	इव	12.1	-	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,10.1	उपमान_द्योतकः,10.1	NA	जैसे	-	-	-	-	-
9.1	व्योम	10.1	व्योम	व्योमन्{नपुं;1;एक}/व्योमन्{नपुं;2;एक}/व्योमन्{नपुं;8;एक}	व्योमन्{नपुं;2;एक}	कर्म,7.2	कर्म,7.2	N2	आकाश_को	-	-	-	-	-
10.1	कुर्वन्	13.1	(-)	कुर्वत्{पुं;8;एक}/कुर्वत्{पुं;1;एक(कृ3;शतृ_लट्;डुकृञ्;:तनादिः)}	कुर्वत्{पुं;1;एक(कृ3;शतृ_लट्;डुकृञ्;:तनादिः)}	समुच्चितः,1.1	समुच्चितः,1.1	N1	करता_हुआ	-	-	-	-	-
11.1	(ययौ)	15.1	(-)	या1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;या;:अदादिः}/या1{कर्तरि;लिट्;उ;एक;परस्मैपदी;या;:अदादिः}/ययि{पुं;7;एक}	या1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;या;:अदादिः}	अभिहित_कर्ता,1;सकर्मक.1	अभिहित_कर्ता,1;सकर्मक.1	KP	गया	-	-	-	-	-
12.1	व्योम	5.1	व्योमेव	व्योमन्{पुं;1;एक}	व्योमन्{पुं;2;एक}	उपमानम्,13.1	उपमानम्,13.1	N2	आकाश	-	-	-	-	-
13.1	इव	6.1	-	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,15.1	उपमान_द्योतकः,15.1	NA	जैसे	-	-	-	-	-
14.1	भू-	4.1	भूतलम्	भू	भू	षष्ठी-तत्पुरुषः,14.2	षष्ठी-तत्पुरुषः,14.2	CP	भू-बाहू	-	-	-	-	-
14.2	तलम्	4.2	-	तल{पुं;2;एक}/तल{नपुं;2;एक}/तल{नपुं;1;एक}	तल{नपुं;2;एक}	कर्म,12.1	कर्म,12.1	N2				-	-	
15.1	कुर्वन्	7.1	-	कुर्वत्{पुं;1;एक(कृ3;शतृ_लट्;डुकृञ्;:तनादिः)}	कुर्वत्{पुं;1;एक(कृ3;शतृ_लट्;डुकृञ्;:तनादिः)}	वर्तमानसमानकालः,11.1	वर्तमानसमानकालः,11.1	N1	ध्_कृ3ता_हुआ	-	-	-	-	-
