index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	ताम्रपर्णी-	8.1	ताम्रपर्णीसमेतस्य	ताम्रपर्णी	ताम्रपर्णी	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	ताम्रपर्णी-नदी से मिला हुआ	-	-	-	-	मलयपर्वततः वहन्ती नदी (River flowing from the Malaya Mountain)
1.2	समेतस्य	8.2	-	समेत{नपुं;6;एक}/समेत{पुं;6;एक}	समेत{पुं;6;एक}	विशेषणम्,3.2	विशेषणम्,3.2	N6				-	मलयपर्वततः वहन्ती नदी (River flowing from the Malaya Mountain)	
2.1	मुक्ता-	10.1	मुक्तासारं	मुक्ता	मुक्ता	षष्ठी-तत्पुरुषः,2.2	षष्ठी-तत्पुरुषः,2.2	CP	मोती-निचोड/रस	-	-	-	-	-
2.2	सारम्	10.2	-	सार{पुं;2;एक}/सार{नपुं;2;एक}/सार{नपुं;1;एक}	सार{पुं;2;एक}	कर्म,6.1	कर्म,6.1	N2				-	-	
3.1	महा-	9.1	महोदधेः	महा	महा	कर्मधारयः,3.2	कर्मधारयः,3.2	CP	महान्-समुद्र_का	-	-	-	-	Ocean
3.2	उदधेः	9.2	-	उदधि{पुं;5;एक}/उदधि{पुं;6;एक}	उदधि{पुं;6;एक}	षष्ठीसम्बन्धः,2.2	षष्ठीसम्बन्धः,2.2	N6				-	Ocean	
4.1	ते	1.1	ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;4;एक}/युष्मद्{सर्वनाम;6;एक}	तद्{सर्वनाम;पुं;1;बहु}	कर्ता,6.1	कर्ता,6.1	N1	उन्होंने	-	-	-	पाण्ड्याः - पाण्डूनाम् जनपदानां राजानः(थ्हे फन्द्य खिन्ग्स्)	-
5.1	निपत्य	2.1	निपत्य	पन्1{अव्य;ल्यप्;पनँ;:भ्वादिः}/पत्1{अव्य;ल्यप्;पतॢँ;:भ्वादिः}	नि_पत्1{अव्य;ल्यप्;पतॢँ;:भ्वादिः}	पूर्वकालः,7.1	पूर्वकालः,7.1	NA	गिरकर	-	-	-	-	-
6.1	ददुः	11.1	ददुस्तस्मै	दा1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;दाण्;:भ्वादिः}/दा3{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;डुदाञ्;:जुहोत्यादिः}/दा2{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;दाप्;:अदादिः}/दो1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;दो;:दिवादिः}/दै1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;दैप्;:भ्वादिः}	दा3{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;डुदाञ्;:जुहोत्यादिः}	अभिहित_कर्ता,4.1;सकर्मक.1	अभिहित_कर्ता,4.1;सकर्मक.1	KP	दिया	-	-	-	-	-
7.1	तस्मै	3.1	-	तद्{सर्वनाम;पुं;4;एक}/तद्{सर्वनाम;नपुं;4;एक}	तद्{सर्वनाम;पुं;4;एक}	सम्प्रदानम्,6.1	सम्प्रदानम्,6.1	N4	उसको	-	-	-	रघवे - ॠओर् खिन्ग् णघु	-
8.1	यशः	6.1	यशः	यशस्{नपुं;1;एक}/यशस्{नपुं;2;एक}/यशस्{नपुं;8;एक}	यशस्{नपुं;2;एक}	उपमानम्,10.1	उपमानम्,10.1	N2	यश	-	-	-	-	-
9.1	स्वम्	5.1	स्वमिव	स्व{पुं;2;एक}/स्व{नपुं;1;एक}/स्व{नपुं;2;एक}/स्व{सर्वनाम;पुं;2;एक}	स्व{नपुं;2;एक}	विशेषणम्,8.1	विशेषणम्,8.1	N2	अपने_को/निजी	-	-	-	-	-
10.1	इव	7.1	-	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,6.1	उपमान_द्योतकः,6.1	NA	जैसे	-	-	-	-	-
11.1	संचितम्	4.1	संचितम्	सम्_चि1{क्त;चिञ्;:स्वादिःसम्_चित;नपुं;2;एक}/सम्_चि1{क्त;चिञ्;:स्वादिःसम्_चित;नपुं;1;एक}/सम्_चि1{क्त;चिञ्;:स्वादिःसम्_चित;पुं;2;एक}	सम्_चि1{क्त;चिञ्;:स्वादिःसम्_चित;पुं;2;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N2	संचय_किया_हुआ	-	-	-	-	-
