"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"अनेन"	"-"	"-"	"इदम्{सर्वनाम;नपुं;3;एक}/इदम्{सर्वनाम;पुं;3;एक}"	"इदम्{सर्वनाम;पुं;3;एक}"	"प्रयोज्यकर्ता,2.1"	"प्रयोज्यकर्ता,2.1"	"N3"	"इससे"	"-"	"-"	"-"	"-"	"-"
2.1	"कथिताः"	"-"	"-"	"कथित{स्त्री;2;बहु(कथ्1;क्त;कथँ;:भ्वादिः)}/कथित{स्त्री;1;बहु(कथ्1;क्त;कथँ;:भ्वादिः)}/कथित{पुं;1;बहु(कथ्1;क्त;कथँ;:भ्वादिः)}/कथित{स्त्री;1;बहु(कथ्2 णिच्;क्त;कथँ;:भ्वादिः)}/कथित{स्त्री;1;बहु(कथ्2 णिच्;क्त;कथँ;:भ्वादिः)}/कथित{पुं;1;बहु(कथ्2 णिच्;क्त;कथँ;:भ्वादिः)}/"	"कथित{पुं;1;बहु(कथ्2 णिच्;क्त;कथँ;:भ्वादिः)}"	"अभिहित_कर्ता,11;सकर्मक.1"	"अभिहित_कर्ता,11;सकर्मक.1"	"N1"	"-"	"-"	"-"	"-"	"-"	"-"
3.1	"राज्ञः"	"-"	"-"	"राजन्{पुं;2;बहु}/राजन्{पुं;6;एक}/राजन्{पुं;5;एक}"	"राजन्पुं;6;एक}"	"षष्ठीसम्बन्धः,4.1"	"षष्ठीसम्बन्धः,4.1"	"N6"	"राजाओं_को"	"-"	"-"	"-"	"-"	"-"
4.1	"गुणाः"	4	"गुणाः"	"गुण{पुं;1;बहु}"	"गुण{पुं;1;बहु}"	"कर्ता,2.1"	"कर्ता,2.1"	"N1"	"गुण"	"-"	"-"	"-"	"-"	"-"
5.1	"तस्य"	5	"तस्य"	"तद्{सर्वनाम;नपुं;6;एक}/तद्{सर्वनाम;पुं;6;एक}"	"तद्{सर्वनाम;पुं;6;एक}"	"विशेषणम्,3.1"	"विशेषणम्,3.1"	"N6"	"उसका"	"-"	"-"	"-"	"-"	"-"
6.1	"अन्य-"	6	"अन्य-दुर्लभाः"	"अन्य"	"अन्य"	"सप्तमी-तत्पुरुषः,6.2"	"सप्तमी-तत्पुरुषः,6.2"	"CP"	"अन्य-दुर्लभ"	"-"	"-"	"-"	"-"	"-"
6.2	"दुर्लभाः"	"-"	"-"	"दुर्लभ{पुं;1;बहु}/दुर्लभ{स्त्री;2;बहु}/दुर्लभ{स्त्री;1;बहु}"	"दुर्लभ{पुं;1;बहु}"	"विशेषणम्,4.1"	"विशेषणम्,4.1"	"N1"				"-"	"-"	
7.1	"यत्"	"-"	"यत्"	"यद्{अव्य}"	"यद्{अव्य}"	"वाक्यकर्मद्योतकः,9.1"	"वाक्यकर्मद्योतकः,9.1"	"NA"	"क्योंकि"	"-"	"-"	"-"	"-"	"-"
8.1	"प्रसूतिम्"	"-"	"-"	"प्रसूति{स्त्री;2;एक}"	"प्रसूति{स्त्री;2;एक}"	"कर्म,9.1"	"कर्म,9.1"	"N2"	"जन्म_देना_को"	"-"	"-"	"-"	"-"	"-"
9.1	"चकमे"	"-"	"-"	"कम्1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;कमुँ;:भ्वादिः}/कम्1{कर्तरि;लिट्;उ;एक;आत्मनेपदी;कमुँ;:भ्वादिः}"	"कम्1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;कमुँ;:भ्वादिः}"	"वाक्यकर्म,2.1"	"वाक्यकर्म,2.1"	"KP"	"ध्_कम्1_अप्_स्क्या"	"-"	"-"	"-"	"-"	"-"
10.1	"तस्मिन्"	9	"तस्मिन्"	"तद्{सर्वनाम;नपुं;7;एक}/तद्{सर्वनाम;पुं;7;एक}"	"तद्{सर्वनाम;पुं;7;एक}"	"अधिकरणम्,8.1"	"अधिकरणम्,8.1"	"N7"	"उसमें"	"-"	"-"	"-"	"-"	"-"
11.1	"त्रैलोक्य-"	10	"त्रैलोक्य-प्रभवः"	"त्रैलोक्य"	"त्रैलोक्य"	"षष्ठी-तत्पुरुषः,11.2"	"षष्ठी-तत्पुरुषः,11.2"	"CP"	"तीन_लोक-मूल"	"-"	"-"	"-"	"-"	"-"
11.2	"प्रभवः"	"-"	"-"	"प्रभव{पुं;1;एक}/प्रभु{पुं;1;बहु}"	"प्रभव{पुं;1;एक}"	"कर्ता,9.1"	"कर्ता,9.1"	"N1"				"-"	"-"	
12.1	"अपि"	11	"अपि"	"अपि{अव्य}/अपि{अव्य}"	"अपि{अव्य}"	"सम्बन्धः,11.2"	"सम्बन्धः,11.2"	"NA"	"-"	"-"	"-"	"-"	"-"	"-"
