"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"पद्म-"	2	"पद्मनिषण्णायाः"	"पद्म"	"पद्म"	"सप्तमी-तत्पुरुषः,1.2"	"सप्तमी-तत्पुरुषः,1.2"	"CP"	"कमल_के_आसन_पर_बैठी_हुईं"	"-"	"-"	"-"	"-"	"-"
1.2	"निषण्णायाः"	"-"	"-"	"निषण्णा{स्त्री;6;एक}"	"निषण्णा{स्त्री;6;एक}"	"विशेषणम्,2.1"	"विशेषणम्,2.1"	"N6"				"-"	"-"	
2.1	"श्रियः"	1	"श्रियः"	"श्री{स्त्री;6;एक}/श्री{स्त्री;5;एक}/श्री{स्त्री;1;बहु}/श्री{स्त्री;2;बहु}/श्री{स्त्री;8;बहु}"	"श्री{स्त्री;6;एक}"	"षष्ठीसम्बन्धः,5.1"	"षष्ठीसम्बन्धः,5.1"	"N6"	"लक्ष्मी_के"	"-"	"-"	"-"	"-"	"person"
3.1	"क्षौम-"	3	"क्षौमान्तरितमेखले"	"क्षौम"	"क्षौम"	"तृतीया-तत्पुरुषः,3.2"	"तृतीया-तत्पुरुषः,3.2"	"CP"	"रेशम_के_वस्त्र_से_ढकी_करघनी_वाली"	"-"	"-"	"-"	"-"	"-"
3.2	"अन्तरित-"	"-"	"-"	"अन्तरित"	"अन्तरित"	"बहुव्रीहिः,3.3"	"बहुव्रीहिः,3.3"	"CP"	"रेशम_के_वस्त्र_से_ढकी_करघनी_वाली"	"-"	"-"	"-"	"-"	"-"
3.3	"मेखले"	"-"	"-"	"मेखल{नपुं;7;एक}"	"मेखल{नपुं;7;एक}"	"विशेषणम्,5.1"	"विशेषणम्,5.1"	"N7"				"-"	"-"	
4.1	"आस्तीर्ण-"	"-"	"-"	"आस्तीर्ण"	"आस्तीर्ण"	"बहुव्रीहिः,4.2"	"बहुव्रीहिः,4.2"	"CP"	"बिछाए_गए_कोमल_हाथों_वाली"	"-"	"-"	"-"	"-"	"-"
4.2	"कर-"	"-"	"-"	"कर"	"कर"	"कर्मधारयः,4.3"	"कर्मधारयः,4.3"	"CP"	"बिछाए_गए_कोमल_हाथों_वाली"	"-"	"-"	"-"	"-"	"-"
4.3	"पल्लवे"	"-"	"-"	"पल्लव{नपुं;7;एक}/{नपुं;2;द्वि}/{नपुं;1;द्वि}"	"पल्लव{नपुं;7;एक}"	"विशेषणम्,5.1"	"विशेषणम्,5.1"	"N7"				"-"	"-"	
5.1	"अङ्के"	4	"अङ्के"	"अक्2{कर्तरि;लट्;उ;एक;आत्मनेपदी;अकिँ;:भ्वादिः}/अङ्क{पुं;7;एक}"	"अङ्क{पुं;7;एक}"	"अधिकरणम्,6.2"	"अधिकरणम्,6.2"	"N7"	"गोद_में"	"-"	"-"	"-"	"-"	"-"
6.1	"निक्षिप्त-"	5	"निक्षिप्तचरणमास्तीर्णकरपल्लवे"	"निक्षिप्त"	"निक्षिप्त"	"बहुव्रीहिः,6.2"	"बहुव्रीहिः,6.2"	"CP"	"स्थापित_दोनों_चरण"	"-"	"-"	"-"	"-"	"-"
6.2	"चरणम्"	"-"	"-"	"चरण{पुं;2;एक}"	"चरण{पुं;2;एक}"	"विशेषणम्,8.1"	"विशेषणम्,8.1"	"N2"				"-"	"-"	
7.1	"ददृशुः"	2	"ददृशुस्तं"	"दृश्1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;दृशिँर्;:दिवादिः}"	"दृश्1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;दृशिँर्;:दिवादिः}"	"अभिहित_कर्ता,8.1"	"अभिहित_कर्ता"	"KP"	"देखा"	"-"	"-"	"-"	"-"	"-"
8.1	"(तम्)"	"-"	"(--)"	"तद्{सर्वनाम;पुं;2;एक}"	"तद्{सर्वनाम;पुं;2;एक}"	"कर्म,7.1"	"कर्म,7.1"	"N2"	"उसको"	"-"	"-"	"-"	"आदिपुरुषः"	"-"
