index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	yaxyapi	2	yaxyapi	yaxyapi{avya}	yaxyapi{avya}	-	yaxyapi	@although	-	-	-	-
2	manu-praBqwiBiH	1	manupraBqwiBirmAnyErBukwA	manu-praBqwi{swrI;3;bahu}	manu-praBqwi{swrI;3;bahu}	viSeRaNam,4	manu-praBqwiyoM_se	@Starting @right @from @Manu	-	-	-	-
3	mAnyEH	-	-	mAnya{puM;3;bahu(man1;Nyaw;manaz;:xivAxiH)}/mAnya{napuM;3;bahu(man1;Nyaw;manaz;:xivAxiH)}/mAnya{puM;3;bahu(man2;Nyaw;manuz;:wanAxiH)}/mAnya{napuM;3;bahu(man2;Nyaw;manuz;:wanAxiH)}/mAnya{puM;3;bahu(mAn2;yaw;mAnaz;:curAxiH)}/mAnya{napuM;3;bahu(mAn2;yaw;mAnaz;:curAxiH)}/mAnya{puM;3;bahu(man3;yaw;manaz;:curAxiH)}/mAnya{napuM;3;bahu(man3;yaw;manaz;:curAxiH)}	mAnya{puM;3;bahu(man3;yaw;manaz;:curAxiH)}	viSeRaNam,4	AxaraNIya	@by @many @respected 	-	-	-	-
4	rAjaBiH	3	rAjaBiH	rAjan{puM;3;bahu}	rAjan{puM;3;bahu}	karwA,5	rAjAoM_se	@Kings,	-	-	-	-
5	BukwAH	-	-	Buj{wal;swrI;1;eka}	Buj{wal;swrI;1;bahu}	prawiyogI,1	Buj	@enjoyed( @ruled)	-	-	-	-
6	vasunXarA	-	-	vasunXarA{swrI;1;eka}	vasunXarA{swrI;1;eka}	karma,5	pqWvI	@the @earth( @rajya @lakshmi)	-	-	-	-
7	waWApi	4	waWApyananyapUrveva	waWApi{avya}	waWApi{avya}	sambanXaH,1	Pira_BI	@even @then	-	-	-	-
8	wasmin	5	wasminnAsIxvasunXarA	wax{sarvanAma;napuM;7;eka}/wax{sarvanAma;puM;7;eka}	wax{sarvanAma;puM;7;eka}	aXikaraNam,10	usameM	@in @him	-	-	-	-
9	ananyapUrvA	-	-	ananyapUrva-iva{avya}	ananyapUrva-iva{avya}	karwqsamAnAXikaraNam,10	ananyapUrva-jEse	@like @as @earlier @unowned   	-	-	-	-
10	AsIw	-	-	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	anuyogI,7	WI	@she @was @Means:: @The @Rajya @Lakshmi, @though @was @enjoyed(@wedded @in @literary @sense) @by @many @respected @Kings @starting @from @Manu, @even @then @she @was @in @him, @the @Raghu, @like @as @earlier @unowned, @i.@e. @the @vasundhara @behaved @as @if @Raghu @was @her @prathama @bhartha @and @rendered @great @benifits @in @his @rule.	-	-	-	-
11	iva	-	-	-	iva{avya}	sambanXaH,10	-	-	-	-	-	-
12	(sA)	-	(sA)	wax{sarvanAma;swrI;1;eka}	wax{sarvanAma;swrI;1;eka}	karwA,10	-	-	-	-	-	-
