index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	तत्र	2.1	तत्राक्षोभ्यं	तत्र{अव्य}	तत्र{अव्य}	अधिकरणम्,2.2	अधिकरणम्,2.2	NA	वहाँ	-	-	-	-	-
2.1	अ-	3.1	-	अ	अ	नञ्-तत्पुरुषः,2.2	नञ्-तत्पुरुषः,2.2	CP	-	-	-	-	-	-
2.2	क्षोभ्यम्	3.2	-	क्षोभ्य{पुं;2;एक(अ	क्षोभ्य{पुं;2;एक}	विशेषणम्,3.2	विशेषणम्,3.2	N2				-	-	
3.1	यश-	4.1	यशोराशिं	यश	यश	षष्ठी-तत्पुरुषः,3.2	षष्ठी-तत्पुरुषः,3.2	CP	यश-राशि_को	-	-	-	-	-
3.2	राशिम्	4.2	-	राशि{पुं;2;एक}	राशि{पुं;2;एक}	कर्म,4.1	कर्म,4.1	N2				-	-	
4.1	निवेश्य	5.1	निवेश्यावरुरोह	निवेश्य{कृत्_धातु विश्1} अव्य ल्यप्{धातुः विशँ} तुदादिः{कृदन्त}	निवेश्य{अव्य ल्यप्}	पूर्वकालः,6.1	पूर्वकालः,6.1	NA	-	-	-	-	-	-
5.1	अवरुरोह	12.1	-	अव_रुह्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;रुहँ;:भ्वादिः}/अव_रुह्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;रुहँ;:भ्वादिः}	अव_रुह्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;रुहँ;:भ्वादिः}	अभिहित_कर्ता,6;सकर्मक.1	अभिहित_कर्ता,6;सकर्मक.1	KP	उतरा	-	-	-	-	-
6.1	सः	1.1	सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,5.1	कर्ता,5.1	N1	वह	-	-	-	-	-
7.1	पौलस्त्य-	6.1	पौलस्त्यतुलितस्याद्रेरादधान	पौलस्त्य	पौलस्त्य	तृतीया-तत्पुरुषः,7.2	तृतीया-तत्पुरुषः,7.2	CP	पौलस्त्य-तौला_हुवे_का	-	-	-	-	-
7.2	तुलितस्य	7.1	-	तुलित{नपुं;6;एक}/तुलित{पुं;6;एक}	तुलित{नपुं;6;एक}	विशेषणम्,8.1	विशेषणम्,8.1	N6				-	-	
8.1	अद्रेः	8.1	-	अद्रि{पुं;5;एक}/अद्रि{पुं;6;एक}	अद्रि{पुं;6;एक}	षष्ठीसम्बन्धः,11.1	षष्ठीसम्बन्धः,11.1	N6	अद्रि_से	-	-	-	-	-
9.1	आदधानः	10.1	-	आदधानः}	आदधानः{पुं;1;एक;कृदन्त}({कृत्_धातु जन्2} अनीयर्{धातुः जनीँ} दिवादिः)	उपमानम्,10.1	उपमानम्,10.1	N1	-	-	-	-	-	-
10.1	इव	11.1	इव	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,5.1	उपमान_द्योतकः,5.1	NA	जैसे	-	-	-	-	-
11.1	ह्रियम्	9.1	ह्रियम्	ह्री{स्त्री;2;एक}	ह्री{स्त्री;2;एक}	कर्म,9.1	कर्म,9.1	N2	लज्जा_को	-	-	-	-	-
