"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"प्रत्यय-"	"-"	"-"	"प्रत्यय"	"प्रत्यय"	"षष्ठी-तत्पुरुषः,1.2"	"षष्ठी-तत्पुरुषः,1.2"	"CP"	"कारण_सापेक्ष_संतान_वाले"	"-"	"-"	"-"	"-"	"-"
1.2	"अपेक्ष-"	"-"	"-"	"अपेक्ष"	"अपेक्ष"	"बहुव्रीहिः,1.3"	"बहुव्रीहिः,1.3"	"CP"	"कारण_सापेक्ष_संतान_वाले"	"-"	"-"	"-"	"-"	"-"
1.3	"सन्ततिः"	"-"	"-"	"सन्तति{पुं;1;एक}/प्रत्यय"	"सन्तति{पुं;1;एक}"	"विशेषणम्,3.1"	"विशेषणम्,3.1"	"N1"				"-"	"-"	
2.1	"सः"	2	"सः"	"तद्{सर्वनाम;पुं;1;एक}"	"तद्{सर्वनाम;पुं;1;एक}"	"विशेषणम्,3.1"	"विशेषणम्,3.1"	"N1"	"वह"	"-"	"-"	"-"	"राजा_दशरथ_जिनकी_संतान_उत्पन्न_होने_लिए_किसी_प्रत्यक्ष_कारण_की_अपेक्षा_कर_रही_है"	"-"
3.1	"नृपः"	3	"नृपः"	"नृप{पुं;1;एक}"	"नृप{पुं;1;एक}"	"कर्ता,10.1"	"कर्ता,10.1"	"N1"	"राजा"	"-"	"-"	"-"	"-"	"person"
4.1	"मन्थात्"	"-"	"-"	"मन्थ{पुं;5;एक}"	"मन्थ{पुं;5;एक}"	"हेतुः,10.1"	"हेतुः,10.1"	"N5"	"मन्थन_से"	"-"	"-"	"-"	"-"	"-"
5.1	"प्राक्"	4	"प्राङ्मन्थादनभिव्यक्तरत्नोत्पत्तिरिवार्णवः"	"प्राक्{अव्य}"	"प्राक्{अव्य}"	"कालाधिकरणम्,6.4"	"कालाधिकरणम्,6.4"	"NA"	"पूर्व"	"-"	"-"	"-"	"-"	"-"
6.1	"अन्-"	"-"	"-"	"अन्"	"अन्"	"नञ्-तत्पुरुषः,6.2"	"नञ्-तत्पुरुषः,6.2"	"CP"	"रत्न_की_उत्पत्ति_अभिव्यक्त_नहीं_होती"	"-"	"-"	"-"	"-"	"-"
6.2	"अभिव्यक्त-"	"-"	"-"	"अभिव्यक्त"	"अभिव्यक्त"	"बहुव्रीहिः,6.3"	"बहुव्रीहिः,6.3"	"CP"	"रत्न_की_उत्पत्ति_अभिव्यक्त_नहीं_होती"	"-"	"-"	"-"	"-"	"-"
6.3	"रत्न-"	"-"	"-"	"रत्न"	"रत्न"	"षष्ठी-तत्पुरुषः,6.4"	"षष्ठी-तत्पुरुषः,6.4"	"CP"	"रत्न_की_उत्पत्ति_अभिव्यक्त_नहीं_होती"	"-"	"-"	"-"	"-"	"-"
6.4	"उत्पत्तिः"	"-"	"-"	"उत्पत्ति{पुं;1;एक}"	"उत्पत्ति{पुं;1;एक}"	"विशेषणम्,7.1"	"विशेषणम्,7.1"	"N1"				"-"	"-"	
7.1	"अर्णवः"	"-"	"-"	"अर्णव{पुं;1;एक}"	"अर्णव{पुं;1;एक}"	"उपमानम्,3.1"	"उपमानम्,3.1"	"N1"	"(उस)_समुद्र"	"-"	"-"	"-"	"-"	"-"
8.1	"इव"	"-"	"-"	"इव{अव्य}"	"इव{अव्य}"	"उपमान_द्योतकः,7.1"	"उपमान_द्योतकः,7.1"	"NA"	"के_समान"	"-"	"-"	"-"	"-"	"-"
9.1	"चिरं"	"-"	"-"	"चिरम्{अव्य}/चिर{नपुं;1;एक}/चिर{नपुं;2;एक}"	"चिरम्{अव्य}"	"क्रियाविशेषणम्,10.1"	"क्रियाविशेषणम्,10.1"	"NA"	"दीर्घकाल_तक_बैठे"	"-"	"-"	"-"	"-"	"-"
10.1	"अतिष्ठत्"	1	"अतिष्ठत्प्रत्ययापेक्षसंततिः"	"ष्था1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;ष्था;:भ्वादिः}"	"ष्था1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;ष्था;:भ्वादिः}"	"अभिहित_कर्ता,3.1"	"अभिहित_कर्ता,3.1"	"KP"	"रहे"	"-"	"-"	"-"	"-"	"-"
