"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"तेन"	7	"तेन"	"तद्{सर्वनाम;पुं;3;एक}/तद्{सर्वनाम;नपुं;3;एक}/तन्1{कर्तरि;लिट्;म;बहु;परस्मैपदी;तनुँ;:तनादिः}"	"तद्{सर्वनाम;पुं;3;एक}"	"विशेषणम्,2.1"	"विशेषणम्,2.1"	"N3"	"उससे"	"-"	"-"	"-"	"-"	"-"
2.1	"पथा"	8	"पथा"	"पथिन्{पुं;3;एक}"	"पथिन्{पुं;3;एक}"	"करणम्,7.1"	"करणम्,7.1"	"N3"	"रास्ते_से"	"-"	"-"	"-"	"-"	"-"
3.1	"तनु-"	9	"तनुत्यजस्तनयावर्जितपिण्डकाङ्क्षिणः"	"तनु"	"तनु"	"उपपद-तत्पुरुषः,3.2"	"उपपद-तत्पुरुषः,3.2"	"CP"	"शरीर-त्यज्"	"-"	"-"	"-"	"-"	"-"
3.2	"त्यजः"	"-"	"-"	"त्यज्{पुं;1;बहु}/त्यज्{पुं;2;बहु}/त्यज्{पुं;5;एक}/त्यज्{पुं;6;एक}/त्यज्{नपुं;5;एक}/त्यज्{नपुं;6;एक}/त्यज्{पुं;8;बहु}"	"त्यज्{पुं;1;बहु}"	"कर्ता,7.1"	"कर्ता,7.1"	"N1"				"-"	"-"	
4.1	"तनय-"	"-"		"तनय"	"तनय"	"तृतीया-तत्पुरुषः,4.2"	"तृतीया-तत्पुरुषः,4.2"	"CP"	"-"	"-"	"-"	"-"	"-"	"-"
4.2	"आवर्जित-"	"-"	"-"	"आवर्जित"	"आवर्जित"	"कर्मधारयः,4.3"	"कर्मधारयः,4.3"	"CP"	"-"	"-"	"-"	"-"	"-"	"-"
4.3	"पिण्ड-"	"-"	"-"	"पिण्ड"	"पिण्ड"	"उपपद-तत्पुरुषः,4.4"	"उपपद-तत्पुरुषः,4.4"	"CP"	"-"	"-"	"-"	"-"	"-"	"-"
4.4	"काङ्क्षिणः"	"-"	"-"	"काङ्क्षिन्{पुं;1;बहु}/काङ्क्षिन्{पुं;2;बहु}/काङ्क्षिन्{पुं;5;एक}/काङ्क्षिन्{पुं;6;एक}/काङ्क्षिन्{पुं;8;बहु}"	"काङ्क्षिन्{पुं;1;बहु}"	"कर्तृसमानाधिकरणम्,7.1"	"कर्तृसमानाधिकरणम्,7.1"	"N1"				"-"	"-"	
5.1	"न"	5	"न"	"न{अव्य}"	"न{अव्य}"	"प्रतिषेधः,7.1"	"प्रतिषेधः,7.1"	"NA"	"नहीं"	"-"	"-"	"-"	"-"	"-"
6.1	"हि"	6	"हि"	"हि{अव्य}"	"हि{अव्य}"	"सम्बन्धः,7.1"	"सम्बन्धः,7.1"	"NA"	"हि"	"-"	"-"	"-"	"-"	"-"
7.1	"भवन्ति"	"-"	"भवन्ति"	"भू1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भू;:भ्वादिः}/भवन्ती{स्त्री;8;एक}/भवत्{नपुं;1;बहु}/भवत्{नपुं;2;बहु}"	"भू1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भू;:भ्वादिः}"	"अभिहित_कर्ता"	"अभिहित_कर्ता"	"KP"	"होते_हैं"	"-"	"-"	"-"	"-"	"-"
