"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"रक्षस्-"	5	"रक्षोविप्रकृतावास्ताम्"	"रक्षस्"	"रक्षस्"	"तृतीया-तत्पुरुषः,1.2"	"तृतीया-तत्पुरुषः,1.2"	"CP"	"-"	"-"	"-"	"-"	"-"	"-"
1.2	"विप्रकृतौ"	"-"	"-"	"विप्रकृति{स्त्री;7;एक}/रक्षस्"	"विप्रकृत{पुं;2;द्वि(कृ3;क्त;डुकृञ्;:तनादिः)}"	"विशेषणम्,3.1"	"विशेषणम्,3.1"	"N2"				"-"	"-"	
2.1	"कृशानुः"	1	"कृशानुरपधूमत्वात्"	"कृशानु{पुं;1;एक}"	"कृशानु{पुं;1;एक}"	"कर्ता,10.1"	"कर्ता,10.1"	"N1"	"-"	"-"	"-"	"-"	"-"	"-"
3.1	"प्रभाकरः"	4	"-"	"प्रभाकर{पुं;1;एक}"	"प्रभाकर{पुं;1;एक}"	"कर्ता,10.1"	"कर्ता,10.1"	"N1"	"-"	"-"	"-"	"-"	"-"	"-"
4.1	"(च)"	"-"	"(-)"	"च{अव्य}"	"च{अव्य}"	"समुच्चितः,3.1"	"समुच्चितः,3.1"	"NA"	"-"	"-"	"-"	"-"	"-"	"-"
5.1	"अपधूमत्वात्"	"-"	"-"	"अपधूमत्व{त्व;नपुं;5;एक}"	"अपधूमत्व{त्व;नपुं;5;एक}"	"कर्ता,6.1"	"कर्ता,6.1"	"N5"	"-"	"-"	"-"	"-"	"-"	"-"
6.1	"प्रसन्नत्वात्"	3	"-"	"प्रसन्नत्व{त्व;नपुं;5;एक}"	"प्रसन्नत्व{त्व;नपुं;5;एक}"	"हेतुः,10.1"	"हेतुः,10.1"	"N5"	"-"	"-"	"-"	"-"	"-"	"-"
7.1	"(च)"	"-"	"(-)"	"च{अव्य}"	"च{अव्य}"	"समुच्चितः,6.1"	"समुच्चितः,6.1"	"NA"	"-"	"-"	"-"	"-"	"-"	"-"
8.1	"अपविद्-"	7	"अपविद्धशुचाविव"	"अपविद्ध"	"अपविद्ध"	"बहुव्रीहिः,8.2"	"बहुव्रीहिः,8.2"	"CP"	"-"	"-"	"-"	"-"	"-"	"-"
8.2	"शुचौ"	"-"	"-"	"शुच{पुं;1;द्वि}/अपविद्ध"	"शुच{पुं;2;द्वि}"	"कर्म,10.1"	"कर्म,10.1"	"N2"				"-"	"-"	
9.1	"इव"	"-"	"-"	"इव{अव्य}"	"इव{अव्य}"	"सम्बन्धः,10.1"	"सम्बन्धः,10.1"	"NA"	"-"	"-"	"-"	"-"	"-"	"-"
10.1	"आस्ताम्"	"-"	"-"	"अस्2{कर्तरि;लङ्;प्र;द्वि;परस्मैपदी;असँ;:अदादिः}/आस्1{कर्तरि;लोट्;प्र;एक;आत्मनेपदी;आसँ;:अदादिः}"	"अस्2{कर्तरि;लङ्;प्र;द्वि;परस्मैपदी;असँ;:अदादिः}"	"अभिहित_कर्ता,3.1"	"अभिहित_कर्ता,3.1"	"KP"	"-"	"-"	"-"	"-"	"-"	"-"
