index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	दिलीप-	1.1	दिलीपानन्तरं	दिलीप	दिलीप	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	दिलीप-बाद_में_को	After Dilip	-	-	-	-
1.2	अनन्तरं	1.2	-	अनन्तर{पुं;2;एक}/अनन्तर{नपुं;1;एक}/अनन्तर{नपुं;2;एक}	अनन्तर{नपुं;2;एक}	कर्म,2.1	कर्म,2.1	N2				-	-	
2.1	राज्ये	2.1	राज्ये	राज्य{नपुं;1;द्वि}/राज्य{नपुं;2;द्वि}/राज्1{भावे;लट्;उ;एक;आत्मनेपदी;राजृँ;:भ्वादिः}/राज्य{नपुं;8;द्वि}/राज्य{नपुं;7;एक}	राज्य{नपुं;7;एक}	अधिकरणम्,3.1	अधिकरणम्,3.1	N7	राज्य_में	in the State(kingdom)	-	-	-	-
3.1	तं	3.1	तं	तद्{सर्वनाम;पुं;2;एक}	तद्{सर्वनाम;पुं;2;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N2	उस	his, the Raghu's	-	-	-	-
4.1	निशम्य	5.1	निशम्य	शम्1{अव्य;ल्यप्;शमुँ;:दिवादिः}/शम्2{अव्य;ल्यप्;शमँ;:चुरादिः}	नि_शम्2{अव्य;ल्यप्;शमँ;:चुरादिः}	पूर्वकालः,6.1	पूर्वकालः,6.1	NA	सुन_कर	having heard	-	-	-	-
5.1	प्रतिष्ठितम्	4.1	प्रतिष्ठितम्	प्रतिष्ठित{पुं;2;एक}/प्रतिष्ठित{नपुं;1;एक}/प्रतिष्ठित{नपुं;2;एक}/प्रतिष्ठित{पुं;2;एक(ष्था1;क्त;ष्था;:भ्वादिः)}/प्रतिष्ठित{नपुं;1;एक(ष्था1;क्त;ष्था;:भ्वादिः)}/प्रतिष्ठित{नपुं;2;एक(ष्था1;क्त;ष्था;:भ्वादिः)}	प्रतिष्ठित{पुं;2;एक(ष्था1;क्त;ष्था;:भ्वादिः)}	कर्म,4.1	कर्म,4.1	N2	प्रतिष्ठित	establishing(as king)	-	-	-	-
6.1	पूर्वं	6.1	पूर्वं	पूर्व{पुं;2;एक}/पूर्व{सर्वनाम;पुं;2;एक}/पूर्व{सर्वनाम;नपुं;1;एक}/पूर्व{सर्वनाम;नपुं;2;एक}	पूर्व{पुं;2;एक}	विशेषणम्,8.1	विशेषणम्,8.1	N2	पहले ही	already, earlier itself	-	-	-	-
7.1	प्रधूमितः	9.1	प्रधूमितो	प्र-धूमितः{पुं 1 एक}	प्रधूमितः{पुं;1;एक}	कर्ता,12.1	कर्ता,12.1	N1	धुआं भरा	smoke spread	-	-	-	-
8.1	राज्ञां	7.1	राज्ञां	राजन्{पुं;6;बहु}	राजन्{पुं;6;बहु}	षष्ठीसम्बन्धः,9.1	षष्ठीसम्बन्धः,9.1	N6	राजाओं_का	of the Rajas,				
9.1	हृदये	8.1	हृदयेऽग्निरिवोत्थितः	हृदय{नपुं;1;द्वि}/हृदय{नपुं;2;द्वि}/हृदय{नपुं;4;एक}/हृदय{नपुं;8;द्वि}/हृदय{नपुं;7;एक}	हृदय{नपुं;7;एक}	अधिकरणम्,7.1	अधिकरणम्,7.1	N7	हृदय_में	in the hearts	-	-	-	-
10.1	अग्निः	10.1	-	अग्निः{पुं;1;एक}	अग्निः{पुं;1;एक}	उपमानम्,7.1	उपमानम्,7.1	N1	अग्निः	fire	-	-	-	-
11.1	इव	11.1	-	अव्य	इव{अव्य}	उपमान_द्योतकः,10.1	उपमान_द्योतकः,10.1	NA	ही	itself	-	-	-	-
12.1	उत्थितः	12.1	-	उत्थित{पुं;1;एक(ष्था1;क्त;ष्था;:भ्वादिः)}	उत्थित{पुं;1;एक(ष्था1;क्त;ष्था;:भ्वादिः)}	अभिहित_कर्ता,7.1;सकर्मक.1	अभिहित_कर्ता,7.1;सकर्मक.1	N1	उठा_हुवा	uprose. Means:: After Dilip,having heard the Ragu's eastablishing(as king) in the already smoke spread hearts of the other kings, fire started uprising. A stick smokes before it burns. Similarly in the hearts of other kings which were already, in Dilip's time, smoking , fire started uprising on hearing his(the Raghu's) establishing(as King) out of fear about his valiance .	-	-	-	-
