index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	sa	1	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,6	usane	@He	-	-	rAjA_awiWiH	-
2	aBiRekAnwe	3	aBiRekAnwe	aBiReka{puM;6;eka}anwe{puM;7;eka}	aBiReka-anwe{puM;7;eka}	aXikaraNam,6	aBiReka_ke_anwa_meM	@at_@the_@end_@of_@the_@annointing_@ceremony	RaRTI_wawpuruRa_samAsaH	-	-	-
3	snAwakeByo	4	snAwakeByaH	snAwaka{puM;4;bahu}/snAwaka{puM;5;bahu}	snAwaka{puM;4;bahu}	sampraxAnam,6	snAwakoM_ko	@to_@the_@brahmana_@householders	-	-	-	-
4	wAvaw	2	wAvaw	wAvaw{avya}/wAvaw{napuM;1;eka}/wAvaw{napuM;2;eka}/wAvaw{napuM;8;eka}	wAvaw{napuM;2;eka}	niwya_sambanXaH,7	iwanA	@so_@much	-	-	niwya_sambanXaH,7	-
5	vasu	6	vasu	vasu{napuM;2;eka}	vasu{napuM;2;eka}	karma,6	Xana	@wealth	-	-	-	-
6	xaxO	5	xaxO	xaxa{puM;1;xvi}/xaxa{puM;2;xvi}/xA1{karwari;lit;pra;eka;parasmEpaxI;xAN;:BvAxiH}/xA1{karwari;lit;u;eka;parasmEpaxI;xAN;:BvAxiH}/xA3{karwari;lit;pra;eka;parasmEpaxI;duxAF;:juhowyAxiH}/xA3{karwari;lit;u;eka;parasmEpaxI;duxAF;:juhowyAxiH}/xA2{karwari;lit;pra;eka;parasmEpaxI;xAp;:axAxiH}/xA2{karwari;lit;u;eka;parasmEpaxI;xAp;:axAxiH}/xo1{karwari;lit;pra;eka;parasmEpaxI;xo;:xivAxiH}/xo1{karwari;lit;u;eka;parasmEpaxI;xo;:xivAxiH}/xE1{karwari;lit;pra;eka;parasmEpaxI;xEp;:BvAxiH}/xE1{karwari;lit;u;eka;parasmEpaxI;xEp;:BvAxiH}/xaxa{puM;8;xvi}	xA3{karwari;lit;pra;eka;parasmEpaxI;duxAF;:juhowyAxiH}	anuyogI,4	xiyA	@gave	-	karwari_prayogaH	-	-
7	yAvawA	7	yAvawA	yAvaw{napuM;3;eka}/yAvaw{puM;3;eka}	yAvaw{napuM;3;eka}	niwya_sambanXaH,4	jisase	@with_@which	-	-	vasunA	-
8	eRAM	8	eRAM	ixam{sarvanAma;puM;6;bahu}/ixam{sarvanAma;napuM;6;bahu}	ixam{sarvanAma;puM;6;bahu}	RaRTIsambanXaH,10	inake	@their	-	-	snAwakAnAm	-
9	paryApwaxakRiNAH	11	paryApwaxakRiNAH	paryApwa{swrI;3;bahu};xakRiNA;swrI;3;bahu}	paryApwa{swrI;3;bahu};xakRiNA;swrI;3;bahu}	viSeRaNam,10	paryApwa_xakRiNA_se	@requiring_@sufficient_@officiating_@fees	karmaXAraya_samAsaH	-	-	-
10	yajFAH	10	yajFAH	yajFa{puM;1;bahu}/yajFa{puM;8;bahu}	yajFa{puM;1;bahu}	karma,11	yajFa	@sacrificial_@rituals	-	-	-	-
11	samApyeran	9	samApyeran	sam_Ap1{karmaNi;viXilif;pra;bahu;AwmanepaxI;ApLz;:svAxiH}	sam_Ap1{karmaNi;viXilif;pra;bahu;AwmanepaxI;ApLz;:svAxiH}	prawiyogI,4	pUre_kiye_jA_sakeM	@could_@be_@completed	-	karmaNi_prayogaH	-	-
