index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	नव-	-	नव-पल्लव-संस्तरे	नव	नव	कर्मधारयः,1.2	कर्मधारयः,1.2	CP	नव-पल्लव-शय्ये_में	-	-	-	-	-
1.2	पल्लव-	-	-	पल्लव	पल्लव	षष्ठी-तत्पुरुषः,1.3	षष्ठी-तत्पुरुषः,1.3	CP	नव-पल्लव-शय्ये_में	-	-	-	-	-
1.3	संस्तरे	-	-	संस्तर{पुं;7;एक}/संस्तर{नपुं;8;द्वि}/संस्तर{नपुं;1;द्वि}/संस्तर{नपुं;2;द्वि}/संस्तर{नपुं;7;एक}/संस्तरा{स्त्री;8;एक}/संस्तरा{स्त्री;8;द्वि}/संस्तरा{स्त्री;1;द्वि}/संस्तरा{स्त्री;2;द्वि}	संस्तर{पुं;7;एक}	अधिकरणम्,8.1	अधिकरणम्,8.1	N7				-	-	
2.1	अपि	-	अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,1.3	सम्बन्धः,1.3	NA	भी	-	-	-	-	-
3.1	अर्पितं	-	अर्पितं	अर्पित{ऋ;पुं;1;एक(भ्वादि;परस्मैपदी;णिचि;क्त)}	अर्पित{ऋ;नपुं;1;एक(भ्वादि;परस्मैपदी;णिचि;क्त)}	विशेषणम्,8.1	विशेषणम्,8.1	N1	-	-	-	-	-	-
4.1	मृदु	-	मृदु	मृदु{नपुं;1;एक}/मृदु{नपुं;2;एक}/मृदु{नपुं;8;एक}	मृदु{नपुं;1;एक}	विशेषणम्,7.1	विशेषणम्,7.1	N1	मृदु	-	-	-	-	-
5.1	ते	-	ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;4;एक}/युष्मद्{सर्वनाम;6;एक}	तद्{सर्वनाम;पुं;1;बहु}	विशेषणम्,4.1	विशेषणम्,4.1	N1	वे	-	-	-	-	-
6.1	यत्	-	यत्	यत्{अव्य}/यद्{सर्वनाम;नपुं;1;एक}/यद्{सर्वनाम;नपुं;2;एक}	यत्{अव्य}	विशेषणम्,7.1	विशेषणम्,7.1	NA	-	-	-	-	-	-
7.1	अङ्गम्	-	अङ्गम्	अङ्ग{पुं;2;एक}/अङ्ग{नपुं;1;एक}/अङ्ग{नपुं;2;एक}	अङ्ग{पुं;2;एक}	कर्म,8.1	कर्म,8.1	N2	अङ्ग_को	-	-	-	-	-
8.1	दूयेत	-	दूयेत	दू1{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;दूङ्;:दिवादिः}/दू1{भावे;विधिलिङ्;प्र;एक;आत्मनेपदी;दूङ्;:दिवादिः}/दु1{कर्मणि;विधिलिङ्;प्र;एक;आत्मनेपदी;दु;:भ्वादिः}/दु2{कर्मणि;विधिलिङ्;प्र;एक;आत्मनेपदी;टुदु;:स्वादिः}	दू1{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;दूङ्;दिवादिः}	अभिहित_कर्ता	अभिहित_कर्ता	KP	दुःख_दे	-	-	-	-	-
