"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"सः"	1	"सोऽहं"	"तद्{सर्वनाम;पुं;1;एक}"	"तद्{सर्वनाम;पुं;1;एक}"	"विशेषणम्,2.1"	"विशेषणम्,2.1"	"N1"	"वह"	"-"	"-"	"-"	"-"	"-"
2.1	"अहम्"	"-"	"-"	"अस्मद्{सर्वनाम;1;एक}"	"अस्मद्{सर्वनाम;1;एक}"	"कर्ता,7.1"	"कर्ता,7.1"	"N1"	"मैं"	"-"	"-"	"-"	"-"	"-"
3.1	"दाशरथिः"	2	"दाशरथिर्भूत्वा"	"दाशरथि{पुं;1;एक}"	"दाशरथि{पुं;1;एक}"	"कर्तृसमानाधिकरणम्,4.1"	"कर्तृसमानाधिकरणम्,4.1"	"N1"	"दाशरथि"	"-"	"-"	"-"	"-"	"-"
4.1	"भूत्वा"	"-"	"-"	"भू1{अव्य;क्त्वा;भू;:भ्वादिः}"	"भू1{अव्य;क्त्वा;भू;:भ्वादिः}"	"पूर्वकालः,7.1"	"पूर्वकालः,7.1"	"NA"	"ध्_भू1_कर"	"-"	"-"	"-"	"-"	"-"
5.1	"रण-"	3	"रणभूमेर्बलिक्षमम्"	"रण"	"रण"	"षष्ठी-तत्पुरुषः,5.2"	"षष्ठी-तत्पुरुषः,5.2"	"CP"	"युद्ध-भूमि_से"	"-"	"-"	"-"	"-"	"-"
5.2	"भूमेः"	"-"	"-"	"भूमि{स्त्री;6;एक}/भूमि{स्त्री;5;एक}"	"भूमि{स्त्री;6;एक}"	"षष्ठीसम्बन्धः,6.2"	"षष्ठीसम्बन्धः,6.2"	"N6"				"-"	"-"	
6.1	"बलि-"	"-"	"-"	"बलि"	"बलि"	"षष्ठी-तत्पुरुषः,6.2"	"षष्ठी-तत्पुरुषः,6.2"	"CP"	"बलि-भैंसा-योग्य"	"-"	"-"	"-"	"-"	"-"
6.2	"क्षमम्"	"-"	"-"	"बलिन्"	"बलिन्"	"कर्मसमानाधिकरणम्,7.1"	"कर्मसमानाधिकरणम्,7.1"	"N2"				"-"	"-"	
7.1	"करिष्यामि"	4	"करिष्यामि"	"कृ3{कर्तरि;लृट्;उ;एक;परस्मैपदी;डुकृञ्;:तनादिः}/कॄ1{कर्तरि;लृट्;उ;एक;परस्मैपदी;कॄ;:तुदादिः}"	"कृ3{कर्तरि;लृट्;उ;एक;परस्मैपदी;डुकृञ्;:तनादिः}"	"अभिहित_कर्ता,2;सकर्मक.1"	"अभिहित_कर्ता,2;सकर्मक.1"	"KP"	"ध्_कृ3_प्प्_स्केगा"	"-"	"-"	"-"	"-"	"-"
8.1	"शरैः"	5	"शरैस्तीक्ष्णैस्तच्छिरःकमलोच्चयम्"	"शर{पुं;3;बहु}"	"शर{पुं;3;बहु}"	"करणम्,7.1"	"करणम्,7.1"	"N3"	"बाणों_से"	"-"	"-"	"-"	"-"	"-"
9.1	"तीक्ष्णैः"	"-"	"-"	"तीक्ष्ण{पुं;3;बहु}/तीक्ष्ण{नपुं;3;बहु}"	"तीक्ष्ण{नपुं;3;बहु}"	"विशेषणम्,8.1"	"विशेषणम्,8.1"	"N3"	"तीखों_से"	"-"	"-"	"-"	"-"	"-"
10.1	"तत्-"	"-"	"-"	"तद्"	"तद्"	"षष्ठी-तत्पुरुषः,10.2"	"षष्ठी-तत्पुरुषः,10.2"	"CP"	"वह-शिरः-कमल-उच्चय_को"	"-"	"-"	"-"	"-"	"-"
10.2	"शिरः-"	"-"	"-"	"शिरः"	"शिरः"	"कर्मधारयः,10.3"	"कर्मधारयः,10.3"	"CP"	"वह-शिरः-कमल-उच्चय_को"	"-"	"-"	"-"	"-"	"-"
10.3	"कमल-"	"-"	"-"	"कमल"	"कमल"	"षष्ठी-तत्पुरुषः,10.4"	"षष्ठी-तत्पुरुषः,10.4"	"CP"	"वह-शिरः-कमल-उच्चय_को"	"-"	"-"	"-"	"-"	"-"
10.4	"उच्चयम्"	"-"	"-"	"उच्चय{पुं;2;एक}"	"उच्चय{पुं;2;एक}"	"कर्म,7.1"	"कर्म,7.1"	"N2"				"-"	"-"	
