"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"अवेक्षित-"	2	"कदाचिदवेक्षितप्रजः"	"अवेक्षित"	"अवेक्षित"	"बहुव्रीहिः,1.2"	"बहुव्रीहिः,1.2"	"CP"	"अवेक्षित-स्वामी"	"-"	"-"	"-"	"-"	"-"
1.2	"प्रजः"	"-"	"-"	"प्र"	"प्रज{पुं;1;एक}"	"विशेषणम्,12.1"	"विशेषणम्,12.1"	"N1"				"-"	"-"	
2.1	"सु-"	6	"सु-प्रजाः"	"सु"	"सु"	"बहुव्रीहिः,2.2"	"बहुव्रीहिः,2.2"	"CP"	"सु-प्रजा"	"-"	"-"	"-"	"-"	"-"
2.2	"प्रजाः"	"-"	"-"	"प्र"	"प्रजा{पुं;1;बहु}"	"विशेषणम्,12.1"	"विशेषणम्,12.1"	"N1"				"-"	"-"	
3.1	"कदाचित्"	"-"	"कदाचित्"	"कदाचित्{अव्य}"	"कदाचित्{अव्य}"	"कालाधिकरणम्,13.1"	"कालाधिकरणम्,13.1"	"NA"	"कभी"	"-"	"-"	"-"	"-"	"-"
4.1	"देव्या"	4	"देव्या"	"देवी{स्त्री;3;एक}/देव्या{स्त्री;1;एक(दिव्3;यत्;दिवुँ;:चुरादिः)}/देव्या{स्त्री;1;एक(देव्1;ण्यत्;देवृँ;:भ्वादिः)}"	"देवी{स्त्री;3;एक}"	"सहार्थः,13.1"	"सहार्थः,13.1"	"N3"	"देवी_का"	"-"	"-"	"-"	"-"	"-"
5.1	"सह"	3	"सह"	"सह{अव्य}"	"सह{अव्य}"	"सहार्थ_द्योतकः,4.1"	"सहार्थ_द्योतकः,4.1"	"NA"	"साथ"	"-"	"-"	"-"	"-"	"-"
6.1	"नगर-"	7	"नगर-उपवने"	"नगर"	"नगर"	"षष्ठी-तत्पुरुषः,6.2"	"षष्ठी-तत्पुरुषः,6.2"	"CP"	"नगर-उपवन_में"	"-"	"-"	"-"	"-"	"-"
6.2	"उपवने"	"-"	"-"	"उपवन{नपुं;1;द्वि}/उपवन{नपुं;2;द्वि}/उपवन{नपुं;8;द्वि}/उपवन{नपुं;7;एक}/उपवन{पुं;7;एक}/उपवना{स्त्री;8;एक}/उपवना{स्त्री;8;द्वि}/उपवना{स्त्री;1;द्वि}/उपवना{स्त्री;2;द्वि}"	"उपवन{पुं;7;एक}"	"विशेषणम्,7.1"	"विशेषणम्,7.1"	"N7"				"-"	"-"	
7.1	"नन्दने"	11	"नन्दने"	"नन्दना{स्त्री;1;द्वि}/नन्दना{स्त्री;2;द्वि}/नन्दन{पुं;7;एक}/नन्दन{नपुं;1;द्वि(नद्1;ल्युट्;टुनदिँ;:भ्वादिः)}/नन्दन{नपुं;2;द्वि(नद्1;ल्युट्;टुनदिँ;:भ्वादिः)}/नन्दन{नपुं;7;एक(नद्1;ल्युट्;टुनदिँ;:भ्वादिः)}"	"नन्दन{नपुं;7;एक(नद्1;ल्युट्;टुनदिँ;:भ्वादिः)}"	"अधिकरणम्,13.1"	"अधिकरणम्,13.1"	"N7"	"अस्पष्ट_शब्द_करने~में"	"-"	"-"	"-"	"-"	"-"
8.1	"शची-"	8	"शची-सखः"	"शची"	"शची"	"षष्ठी-तत्पुरुषः,8.2"	"षष्ठी-तत्पुरुषः,8.2"	"CP"	"शची_-सख"	"-"	"-"	"-"	"-"	"-"
8.2	"सखः"	"-"	"-"	"सख{पुं;1;एक}"	"सख{पुं;1;एक}"	"कर्ता,10.1"	"कर्ता,10.1"	"N1"				"-"	"-"	
9.1	"मरुतां"	9	"मरुतां"	"मरुत्{पुं;6;बहु}"	"मरुत्{पुं;6;बहु}"	"षष्ठीसम्बन्धः,10.1"	"षष्ठीसम्बन्धः,10.1"	"N6"	"हवाओं_का"	"-"	"-"	"-"	"-"	"-"
