index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	mAwaliH	1	mAwaliswasya	mAwali{puM;1;eka}	mAwali{puM;1;eka}	karwA,4	mAwali	-	-	-	-	-
2	wasya	-	-	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;puM;6;eka}	RaRTIsambanXaH,5	usake	-	-	-	-	-
3	mAhenxram	2	mAhenxram	-	mAhenxra{puM;2;eka}	viSeRaNam,5	-	-	-	-	-	-
4	Amumoca	3	Amumoca	A_muc2{karwari;lit;pra;eka;parasmEpaxI;mucLz;:wuxAxiH}/A_muc2{karwari;lit;u;eka;parasmEpaxI;mucLz;:wuxAxiH}	A_muc2{karwari;lit;pra;eka;parasmEpaxI;mucLz;:wuxAxiH}	aBihiwa_karwA,1;sakarmaka	A_muc2_pp_skyA	-	-	-	-	-
5	wanu-Caxam	4	wanuCaxam	wanu-wanU-Caxa{puM;2;eka}/Caxa{napuM;2;eka}/Caxa{napuM;1;eka}	wanu-wanU-Caxa{napuM;1;eka}	karma,4	SarIra-SarIra-Caxa_ne	-	-	-	-	-
6	yawra	5	yawrowpalaxalaklEbyamaswrANyApuH	yawra{avya}	yawra{avya}	xeSAXikaraNam,9	jahAM	-	-	-	-	-
7	aswrANi	-	-	aswra{napuM;2;bahu}/aswra{napuM;1;bahu}	aswra{napuM;1;bahu}	karwA,9	aswroM_ne	-	-	-	-	-
8	uwpala-xala-klEbyam	-	-	uwpala-xala{napuM;8;eka}	uwpala-xala-klEbya{napuM;2;eka}	karma,9	uwpala-xala	-	-	-	-	-
9	ApuH	-	-	pA1{karwari;luf;pra;bahu;parasmEpaxI;pA;:BvAxiH}	ApuH{karwari;lit;pra;bahu parasmEpaxI{XAwuH ApLz} svAxiH}	aBihiwa_karwA,9;sakarmaka	X_pA1_pp_skyA	-	-	-	-	-
10	suraw-viRAm	6	suraxviRAm	suraw-viR{swrI;6;bahu}	suraw-viR{swrI;6;bahu}	RaRTIsambanXaH,7	viRoM_ke	-	-	-	-	-
