index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	परार्ध्य-	1	परार्ध्यवर्णास्तरणोपपन्नम्	परार्ध्य	परार्ध्य	षष्ठ्यर्थ-बहुव्रीहिः,1.2	षष्ठ्यर्थ-बहुव्रीहिः,1.2	CP	परार्ध्यवर्णास्तरण-प्राप्त	-	-	-	-	-
1.2	वर्णा-			वर्णास्तरण	वर्णा	द्वन्द्वः,1.3	द्वन्द्वः,1.3	CP						
1.3	आस्तरण-			आस्तरण	आस्तरण	तृतीया-तत्पुरुषः,1.4	तृतीया-तत्पुरुषः,1.4	CP						
1.4	उपपन्नम्	-	-	उपपन्न{नपुं;1;एक}/{पुं;2;एक}	उपपन्न{नपुं;1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N1				-	-	
2.1	आसेदिवान्	4	आसेदिवान्	आसेदिवान्{मतुप्;पुं;1;एक}	आसेदिवान्{मतुप्;पुं;1;एक}	अभेदः,5.1	अभेदः,5.1	N1	आसेदिवान्	-	-	-	-	-
3.1	रत्नवत्	2	रत्नवत्	रत्न{अव्य;वत्}/रत्न{मतुप्;नपुं;1;एक}/रत्न{मतुप्;नपुं;2;एक}	रत्न{मतुप्;नपुं;2;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N2	रत्न	-	-	-	-	-
4.1	आसनं	3	आसनं	आसन{नपुं;1;एक}/आसन{नपुं;2;एक}	आसन{नपुं;2;एक}	कर्म,2.1	कर्म,2.1	N2	आसन	-	-	-	-	-
5.1	सः	5	सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,7.1	कर्ता,7.1	N1	उसने	-	-	-	-	-
6.1	भूयिष्ठम्	8	भूयिष्ठम्	भूयिष्ठ{पुं;2;एक}/भूयिष्ठ{नपुं;1;एक}/भूयिष्ठ{नपुं;2;एक}	भूयिष्ठ{नपुं;1;एक}	क्रियाविशेषणम्,8.2	क्रियाविशेषणम्,8.2	N1	-	-	-	-	-	-
7.1	आसीत्	10	आसीत्	अस्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;असँ;:अदादिः}	अस्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;असँ;:अदादिः}	अभिहित_कर्ता,5;सकर्मक.1	अभिहित_कर्ता,5;सकर्मक.1	KP	अस्2_प्प्_स्क्या	-	-	-	-	-
8.1	उपमेय-	9	उपमेयकान्तिः	उपमेय	उपमेय	षष्ठ्यर्थ-बहुव्रीहिः,8.2	षष्ठ्यर्थ-बहुव्रीहिः,8.2	CP	उपमेय-कान्ति	-	-	-	-	-
8.2	कान्तिः	-	-	कान्ति{स्त्री;1;एक}/कान्ति{पुं;1;एक}	कान्ति{पुं;1;एक}	कर्तृसमानाधिकरणम्,7.1	कर्तृसमानाधिकरणम्,7.1	N1				-	-	
9.1	मयूर-			मयूर	मयूर	षष्ठी-तत्पुरुषः,9.2	षष्ठी-तत्पुरुषः,9.2	CP						
9.2	पृष्ठ-	6	मयूरपृष्ठाश्रयिणा	पृष्ठ	पृष्ठ	उपपद-तत्पुरुषः,9.3	उपपद-तत्पुरुषः,9.3	CP	मयूरपृष्ठ-आश्रयिन्	-	-	-	-	-
9.3	आश्रयिणा	-	-	आश्रयिन्{पुं;3;एक}/आश्रयिन्{नपुं;3;एक}	आश्रयिन्{पुं;3;एक}	विशेषणम्,10.1	विशेषणम्,10.1	N3				-	-	
10.1	गुहेन	7	गुहेन	गुह{पुं;3;एक}	गुह{पुं;3;एक}	सहार्थः,6.1	सहार्थः,6.1	N3	गुह_से	-	-	-	-	-
