"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"अथवा"	1	"अथवा"	"अथवा{अव्य}"	"अथवा{अव्य}"	"सम्बन्धः,2.1"	"सम्बन्धः,2.1"	"NA"	"या"	"-"	"-"	"-"	"-"	"-"
2.1	"प्रजान्तकः"	6	"प्रजान्तकः"	"प्रजान्तक{पुं;1;एक}"	"प्रजान्तक{पुं;1;एक}"	"कर्ता,9.1"	"कर्ता,9.1"	"N1"	"प्रजान्तक"	"-"	"-"	"-"	"-"	"-"
3.1	"मृदु"	2	"मृदु"	"मृदु{नपुं;1;एक}/मृदु{नपुं;2;एक}/मृदु{नपुं;8;एक}"	"मृदु{नपुं;2;एक}"	"विशेषणम्,4.1"	"विशेषणम्,4.1"	"N2"	"मृदु"	"-"	"-"	"-"	"-"	"-"
4.1	"वस्तु"	3	"वस्तु"	"वस्तु{नपुं;1;एक}/वस्तु{नपुं;2;एक}/वस्तु{नपुं;8;एक}"	"वस्तु{नपुं;2;एक}"	"कर्म,8.1"	"कर्म,8.1"	"N2"	"वस्तु"	"-"	"-"	"-"	"-"	"-"
5.1	"मृदुना"	5	"मृदुनैवारभते"	"मृदु{पुं;3;एक}/मृदु{नपुं;3;एक}"	"मृदु{नपुं;3;एक}"	"विशेषणम्,6.1"	"विशेषणम्,6.1"	"N3"	"मृदु_से"	"-"	"-"	"-"	"-"	"-"
6.1	"(वस्तुना)"	"-"		"वस्तु{नपुं;3;एक}"	"वस्तु{नपुं;3;एक}"	"हेतुः,8.1"	"हेतुः,8.1"	"N3"	"वस्तु_से"	"-"	"-"	"-"	"-"	"-"
7.1	"एव"	"-"		"एव{अव्य}"	"एव{अव्य}"	"सम्बन्धः,6.1"	"सम्बन्धः,6.1"	"NA"	"ही"	"-"	"-"	"-"	"-"	"-"
8.1	"हिंसितुम्"	4	"हिंसितुम्"	"हिस्1{अव्य;तुमुन्;रुधादिः}"	"हिस्1{अव्य;तुमुन्;रुधादिः}"	"सम्बन्धः,9.1"	"सम्बन्धः,9.1"	"NA"	"हिस्1ना"	"-"	"-"	"-"	"-"	"-"
9.1	"आरभते"	"-"		"आङ्_रभ्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;रभँ;:भ्वादिः}"	"आङ्_रभ्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;रभँ;:भ्वादिः}"	"अभिहित_कर्ता,2;सकर्मक.1"	"अभिहित_कर्ता,2;सकर्मक.1"	"KP"	"शुरू_करता_है"	"-"	"-"	"-"	"-"	"-"
10.1	"अत्र"	"-"		"अत्र{अव्य}"	"अत्र{अव्य}"	"देशाधिकरणम्,15.1"	"देशाधिकरणम्,15.1"	"NA"	"यहाँ"	"-"	"-"	"-"	"-"	"-"
11.1	"हिम-"	7	"हिमसेकविपत्तिरत्र"	"हिम"	"हिम"	"षष्ठी-तत्पुरुषः,11.2"	"षष्ठी-तत्पुरुषः,11.2"	"CP"	"वर्फ-छिड़कना-विपत्ति"	"-"	"-"	"-"	"-"	"-"
11.2	"सेक-"	"-"	"-"	"सेक"	"सेक"	"तृतीया-तत्पुरुषः,11.3"	"तृतीया-तत्पुरुषः,11.3"	"CP"	"वर्फ-छिड़कना-विपत्ति"	"-"	"-"	"-"	"-"	"-"
11.3	"विपत्तिः"	"-"	"-"	"विपत्ति{स्त्री;1;एक}/विपत्ति{पुं;1;एक}"	"विपत्ति{स्त्री;1;एक}"	"विशेषणम्,12.1"	"विशेषणम्,12.1"	"N1"				"-"	"-"	
12.1	"नलिनी"	9	"नलिनी"	"नलिनी{स्त्री;1;एक}"	"नलिनी{स्त्री;1;एक}"	"कर्म,15.1"	"कर्म,15.1"	"N1"	"नलिनी"	"-"	"-"	"-"	"-"	"-"
13.1	"मे"	8	"मे"	"अस्मद्{सर्वनाम;6;एक}/अस्मद्{सर्वनाम;4;एक}"	"अस्मद्{सर्वनाम;6;एक}"	"षष्ठीसम्बन्धः,14.2"	"षष्ठीसम्बन्धः,14.2"	"N6"	"मेरे"	"-"	"-"	"-"	"-"	"-"
14.1	"पूर्व-"	10	"पूर्व-निदर्शनं"	"पूर्व"	"पूर्व"	"कर्मधारयः,14.2"	"कर्मधारयः,14.2"	"CP"	"पूर्व-दर्शन_को"	"-"	"-"	"-"	"-"	"-"
14.2	"निदर्शनं"	"-"	"-"	"निदर्शन{पुं;2;एक}/निदर्शन{नपुं;1;एक}/निदर्शन{नपुं;2;एक}"	"दर्शन{नपुं;2;एक}"	"क्रियाविशेषणम्,15.1"	"क्रियाविशेषणम्,15.1"	"N2"				"-"	"-"	
15.1	"मता"	11	"मता"	"मता{स्त्री;1;एक(मन्1;क्त;मनँ;:दिवादिः)}/मता{स्त्री;1;एक(मन्2;क्त;मनुँ;:तनादिः)}"	"मता{स्त्री;1;एक(मन्1;क्त;मनँ;:दिवादिः)}"	"सम्बन्धः,16.1"	"सम्बन्धः,16.1"	"N1"	"जानी"	"-"	"-"	"-"	"-"	"-"
16.1	"(वर्तते)"			"वृत्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः}"	"वृत्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः}"	"अभिहित_कर्ता"	"अभिहित_कर्ता"	"KP"						
