index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	sA	1	sA	wax{sarvanAma;swrI;1;eka}	wax{sarvanAma;swrI;1;eka}	karwA,12	vaha	-	-	-	-	-
2	sAXu-sAXAraNa-pArWiva-qxXeH	2	sAXusAXArapArWivarxXeH	sAXu-sAXAraNa-pArWiva-qxXi{swrI;5;eka}/qxXi{swrI;6;eka}/qxXi{puM;5;eka}/qxXi{puM;6;eka}	sAXu-sAXAraNa-pArWiva-qxXi{puM;6;eka}	viSeRaNam,7	sAXu-sAXAraNa-pArWiva-vqxXi_se	-	-	-	-	-
3	puru-hUwa-BAsaH	-	-	puru-hUwa-BAs{swrI;1;bahu}/BAs{swrI;2;bahu}/BAs{swrI;5;eka}/BAs{swrI;6;eka}/BAs{swrI;8;bahu}/puru-hUwa-BAsa{puM;1;eka(BAs1;GaF;BAsqz;:BvAxiH)}/puru-hUwa-BAsa{puM;1;eka(Bas1;GaF;Basaz;:juhowyAxiH)}/BAsas{puM;8;eka}	puru-hUwa-BAs{puM;6;eka(Bas1;GaF;Basaz;:juhowyAxiH)}	viSeRaNam,7	puru-Amanwriwa-BAs	-	-	-	-	-
4	pareRAm	6	pareRAm	para{sarvanAma;puM;6;bahu}/para{sarvanAma;napuM;6;bahu}	para{sarvanAma;puM;6;bahu}	RaRTIsambanXaH,5	parakA	-	-	-	-	-
5	jewuH	5	jewuH	jewq{puM;5;eka}/jewq{puM;6;eka}/jewq{puM;5;eka(ji1;wqc;ji;:BvAxiH)}/jewq{puM;6;eka(ji1;wqc;ji;:BvAxiH)}/jewq{napuM;5;eka(ji1;wqc;ji;:BvAxiH)}/jewq{napuM;6;eka(ji1;wqc;ji;:BvAxiH)}	jewq{puM;6;eka(ji1;wqc;ji;:BvAxiH)}	viSeRaNam,7	viRNu_kA_viSeRaNa_se	-	-	-	-	-
6	banXumawaH	9	banXumawo	banXumawup puM 6 eka{waxXiwa}	banXu{mawup;puM ;6;eka;waxXiwa}	viSeRaNam,7	-	-	-	-	-	-
7	wasya	8	wasyAFjalim	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{waxsarvanAma;puM;6;eka}	RaRTIsambanXaH,8	usakA	-	-	-	-	-
8	puraswAw	4	puraswAwpuruhUwaBAsaH	puraswAw{avya}	puraswAw{avya}	aXikaraNam,9	puraswAw	-	-	-	-	-
9	sWiwvA	3	sWiwvA	RWA1{avya;kwvA;RWA;:BvAxiH}	RWA1{avya;kwvA;RWA;:BvAxiH}	pUrvakAlaH,12	-	-	-	-	-	-
10	jaya-Sabxa-pUrvam	7	jayaSabxapUrvam	jaya-Sabxa-pUrva{sarvanAma;puM;2;eka}/pUrva{sarvanAma;napuM;1;eka}/pUrva{sarvanAma;napuM;2;eka}/pUrva{puM;2;eka}/pUrva{napuM;1;eka}/pUrva{napuM;2;eka}	jaya-Sabxa-pUrva{puM;2;eka}	viSeRaNam,11	jaya-Sabxa-pUrva_ko	-	-	-	-	-
11	aFjalim	-	-	aFjali{puM;2;eka}	aFjali{puM;2;eka}	karma,12	aFjali_ko	-	-	-	-	-
12	babanXa	10	babanXa	banX1{karwari;lit;ma;bahu;parasmEpaxI;banXaz;:kryAxiH}/banX1{karwari;lit;ma;eka;parasmEpaxI;banXaz;:kryAxiH}/banX1{karwari;lit;pra;eka;parasmEpaxI;banXaz;:kryAxiH}/banX1{karwari;lit;u;eka;parasmEpaxI;banXaz;:kryAxiH}	banX1{karwari;lit;u;eka;parasmEpaxI;banXaz;:kryAxiH}	aBihiwa_karwA,1	banX1_pp_skyA	-	-	-	-	-
