index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	saH	2	sa 	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,11	usane	-	-	-	rAmaH	-
2	kaxAciw	4	kaxAcixafke	kaxAciw{avya}	kaxAciw{avya}	kAlAXikaraNam,11	kaBI	-	-	-	-	-
3	pra-BAva-swamBiwa-CAyaM	1	praBAvaswamBiwacCAyamASriwaH	praBAva{puM-swamBiwa-CAya;puM;2;eka(BU1;GaF;BU;:BvAxiH)}/CAya{napuM;1;eka}/CAya{napuM;2;eka}	praBAva{puM-swamBiwa-CAya;puM;2;eka(BU1;GaF;BU;:BvAxiH)}	viSeRaNam,4	praBAva	-	-	-	-	-
4	vanaspawim	3	vanaspawim	vanaspawi{puM;2;eka}/vanaspawi{swrI;2;eka}	vanaspawi{puM;2;eka}	karma,5	vanaspawi	-	-	-	-	vqkRam
5	ASriwaH	-	-	ASri{avya;wasil}/ASriwa{puM;1;eka(Sri1;kwa;SriF;:BvAxiH)}	ASriwa{puM;1;eka(Sri1;kwa;SriF;:BvAxiH)}	viSeRaNam,1	ASraya_liye_hue	-	-	-	-	-
6	kiMciw	7	kiFcixiva	kiFciw{avya}/kiFciw{sarvanAma;napuM;1;eka}/kiFciw{sarvanAma;napuM;2;eka}	kiFciw{avya}	viSeRaNam,7	kuCa	-	-	-	-	-
7	SramAw	8	SramAw	Srama{puM;5;eka}	Srama{puM;5;eka}	hewuH,11	Srama_se	-	-	-	-	-
8	iva	-	-	iva{avya}	iva{avya}	sambanXaH,7	jEse	-	-	-	-	-
9	sIwAyAH	5	sIwAyAH	sIwA{swrI;6;eka}/sIwA{swrI;5;eka}	sIwA{swrI;6;eka}	RaRTIsambanXaH,10	sIwA_se	-	-	-	-	-
10	afke	-	-	ak2{karwari;lat;u;eka;AwmanepaxI;akiz;:BvAxiH}/afka{puM;7;eka}	afka{puM;7;eka}	aXikaraNam,11	aMka_meM	-	-	-	-	-
11	SiSye	6	SiSye	Si1{karwari;lit;pra;eka;AwmanepaxI;SiF;:svAxiH}/Si1{karwari;lit;u;eka;AwmanepaxI;SiF;:svAxiH}/SI1{karwari;lit;pra;eka;AwmanepaxI;SIf;:axAxiH}/SI1{karwari;lit;u;eka;AwmanepaxI;SIf;:axAxiH}/SI1{BAve;lit;pra;eka;AwmanepaxI;SIf;:axAxiH}/SI1{BAve;lit;u;eka;AwmanepaxI;SIf;:axAxiH}	Si1{karwari;lit;pra;eka;AwmanepaxI;SiF;:svAxiH}	aBihiwa_karwA,1;sakarmaka	wIkRNa_kiyA	-	-	-	-	-
