index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	विश्वजितः	-	विश्वजितः	विश्वजित्{पुं;1;बहु}/विश्वजित्{पुं;2;बहु}/विश्वजित्{पुं;5;एक}/विश्वजित्{पुं;6;एक}/विश्वजित्{नपुं;5;एक}/विश्वजित्{नपुं;6;एक}	विश्वजित्{नपुं;6;एक}	षष्ठीसम्बन्धः,2.1	षष्ठीसम्बन्धः,2.1	N6	विश्वजित्_के	-	-	-	-	-
2.1	महाक्रतोः	6	महाक्रतोर्विश्वजितः	महाक्रतु{पुं;5;एक}/महाक्रतु{पुं;6;एक}	महाक्रतु{पुं;6;एक}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,3.1	N6	महायज्ञ_से	-	-	-	-	-
3.1	प्रयोक्ता	7	प्रयोक्ता	प्र_युज्2{कर्मणि;लुट्;प्र;एक;आत्मनेपदी;युजिँर्;:रुधादिः}/प्रयोक्तृ{पुं;1;एक}	प्रयोक्तृ{पुं;1;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N1	योग्य_हुआ	-	-	-	-	-
4.1	तस्य	3	तस्य	तद्{सर्वनाम;नपुं;6;एक}/तद्{सर्वनाम;पुं;6;एक}	तद्{सर्वनाम;पुं;6;एक}	षष्ठीसम्बन्धः,5.1	षष्ठीसम्बन्धः,5.1	N6	उसका	-	-	-	-	-
5.1	पुत्रः	1	पुत्रः	पुत्र{पुं;1;एक}	पुत्र{पुं;1;एक}	अभेदः,6.1	अभेदः,6.1	N1	पुत्र	-	-	-	-	-
6.1	रघुः	2	रघुः	रघु{पुं;1;एक}	रघु{पुं;1;एक}	कर्ता,8.1	कर्ता,8.1	N1	रघु	-	-	-	-	-
7.1	पदम्	4	पदम्	पद{पुं;2;एक}/पद{नपुं;2;एक}/पद{नपुं;1;एक}	पद{नपुं;1;एक}	कर्म,8.1	कर्म,8.1	N1	पैर	-	-	-	-	-
8.1	प्रशास्ति	5	प्रशास्ति	प्र_शास्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;शासुँ;:अदादिः}	प्र_शास्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;शासुँ;अदादिः}	अभिहित_कर्ता,6.1	अभिहित_कर्ता,6.1	KP	प्र_शास्1_प्प्_स्क्ता_है	-	-	-	-	-
9.1	यः	9	यः	यद्{सर्वनाम;पुं;1;एक}	यद्{सर्वनाम;पुं;1;एक}	कर्ता,13.1	कर्ता,13.1	N1	जिसने	-	-	-	नित्य_सम्बन्धः,6	-
10.1	चतुः-	8	चतुर्दिगवर्जितसंभृतां	चतुः	चतुः	कर्मधारयः,10.2	कर्मधारयः,10.2	CP	-	-	-	-	-	-
10.2	दिक-	-	-	दिक	दिक	चतुर्थी-तत्पुरुषः,10.3	चतुर्थी-तत्पुरुषः,10.3	CP	-	-	-	-	-	-
10.3	वर्जित-	-	-	वर्जित	वर्जित	बहुव्रीहिः,10.4	बहुव्रीहिः,10.4	CP	-	-	-	-	-	-
10.4	संभृतां	-	-	संभृत{स्त्री;2;एक}	संभृत{स्त्री;2;एक}	विशेषणम्,11.1	विशेषणम्,11.1	N2				-	-	
11.1	विभूतिम्	10	महाक्रतोर्विश्वजितः	वि_भूष्1{क्त;भूषँ;भ्वादिःवि_भूषित;नपुं;2;एक}/वि_भूष्1{क्त;भूषँ;भ्वादिःवि_भूषित;नपुं;1;एक}/वि_भूष्1{क्त;भूषँ;भ्वादिःवि_भूषित;पुं;2;एक}/वि_भूष्1{णिजन्त;क्त;भूषँ;भ्वादिःवि_भूषित;नपुं;2;एक}/वि_भूष्1{णिजन्त;क्त;भूषँ;भ्वादिःवि_भूषित;नपुं;1;एक}/वि_भूष्1{णिजन्त;क्त;भूषँ;भ्वादिःवि_भूषित;पुं;2;एक}	वि_भूष्1{णिजन्त;क्त;भूषँ;भ्वादिःवि_भूषित;पुं;2;एक}	कर्म,13.1	कर्म,13.1	N2	-	-	-	-	-	-
12.1	मृत्-	-	मृत्-पात्र-शेषाम्	मृद्	मृद्	षष्ठी-तत्पुरुषः,12.2	षष्ठी-तत्पुरुषः,12.2	CP	मिट्टी-पात्र-शेष_को	-	-	-	-	-
12.2	पात्र-	-	-	पात्र	पात्र	बहुव्रीहिः,12.3	बहुव्रीहिः,12.3	CP	मिट्टी-पात्र-शेष_को	-	-	-	-	-
12.3	शेषाम्	-	-	शेष{स्त्री;2;एक}	शेष{स्त्री;2;एक}	कर्मसमानाधिकरणम्,13.1	कर्मसमानाधिकरणम्,13.1	N2				-	-	
13.1	अकरोत्	-	अकरोत्	कृ3{कर्तरि;लङ्;प्र;एक;परस्मैपदी;डुकृञ्;:तनादिः}	कृ3{कर्तरि;लङ्;प्र;एक;परस्मैपदी;डुकृञ्;तनादिः}	अभिहित_कर्ता,9;सकर्मक.1	अभिहित_कर्ता,9;सकर्मक.1	KP	ध्_कृ3_प्प्_स्क्या	-	-	-	-	-
