index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	क्रथकैशिक-	1	क्रथकैशिकवंशसंभवा	क्रथकैशिक	क्रथकैशिक	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	क्रथकैशिक-वंश-होना	-	-	-	-	-
1.2	वंश-	-	-	वंश	वंश	सप्तमी-तत्पुरुषः,1.3	सप्तमी-तत्पुरुषः,1.3	CP	क्रथकैशिक-वंश-होना	-	-	-	-	-
1.3	संभवा	-	-	सम्भवा{स्त्री;1;एक}	सम्भवा{स्त्री;1;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N1				-	-	
2.1	सा	6	सा	तद्{सर्वनाम;स्त्री;1;एक}	तद्{सर्वनाम;स्त्री;1;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N1	वह	-	-	-	सा रेऋएर्स् तो ःअरिनि ट्हो टस् बोर्न् अस् ईन्दुमथि	-
3.1	तव	2	तव	युष्मद्{सर्वनाम;6;एक}	युष्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,4.1	षष्ठीसम्बन्धः,4.1	N6	तुम्हारी	-	-	-	तव रेऋएर्स् तो खिन्ग् आजऽस्	-
4.1	महिषी	4	महिषी	महिषी{स्त्री;1;एक}	महिषी{स्त्री;1;एक}	कर्ता,12.1	कर्ता,12.1	N1	रानी	-	-	-	-	-
5.1	भूत्वा	3	भूत्वा	अस्2{अव्य;क्त्वा;असँ;:अदादिः}	अस्2{अव्य;क्त्वा;असँ;:अदादिः}	पूर्वकालः,12.1	पूर्वकालः,12.1	NA	हो_कर	-	-	-	-	-
6.1	चिराय	5	चिराय	चिराय{अव्य}/चिर{नपुं;4;एक}	चिराय{अव्य}	सम्बन्धः,10.2	सम्बन्धः,10.2	NA	दीर्घ_के_लिये	-	-	-	-	-
7.1	दिवः	8	दिवश्च्युतं	दिव्{स्त्री;1;बहु}/दिव्{स्त्री;2;बहु}/दिव्{स्त्री;5;एक}/दिव्{स्त्री;6;एक}/दिव्{स्त्री;8;बहु}	दिव्{स्त्री;5;एक}	अपादानम्,8.1	अपादानम्,8.1	N5	स्वर्ग_से	-	-	-	-	-
8.1	च्युतं	-	-	च्युत{पुं;2;एक(च्यु1;क्त;च्युङ्;:भ्वादिः)}/च्युत{नपुं;1;एक(च्यु1;क्त;च्युङ्;:भ्वादिः)}/च्युत{नपुं;2;एक(च्यु1;क्त;च्युङ्;:भ्वादिः)}	च्युत{नपुं;2;एक(च्यु1;क्त;च्युङ्;:भ्वादिः)}	विशेषणम्,9.3	विशेषणम्,9.3	N2	गया_हुआ	-	-	-	-	-
9.1	शाप-	10	शापनिवृत्तिकारणम्	शाप	शाप	षष्ठी-तत्पुरुषः,9.2	षष्ठी-तत्पुरुषः,9.2	CP	शाप-निवृत्ति-कारण	-	-	-	-	-
9.2	निवृत्ति-	-	-	निवृत्ति	निवृत्ति	षष्ठी-तत्पुरुषः,9.3	षष्ठी-तत्पुरुषः,9.3	CP	शाप-निवृत्ति-कारण	-	-	-	-	-
9.3	कारणम्	-	-	कारण{पुं;2;एक}/कारण{नपुं;1;एक}/कारण{नपुं;2;एक}	कारण{नपुं;2;एक}	कर्म,10.2	कर्म,10.2	N2				-	-	
10.1	उप-	7	उपलब्धवती	उप	उप	अव्ययीभावः,10.2	अव्ययीभावः,10.2	CP	उप-प्राप्त_हुए	-	-	-	-	-
10.2	लब्धवती	-	-	लब्धवत्{नपुं;1;द्वि}	लब्धवत्{नपुं;1;द्वि}	कर्ता,12.1	कर्ता,12.1	N1				-	-	
11.1	विवशा	9	विवशा	विवशा{स्त्री;1;एक}	विवशा{स्त्री;1;एक}	कर्तृसमानाधिकरणम्,12.1	कर्तृसमानाधिकरणम्,12.1	N1	-	-	-	-	-	-
12.1	(अभूत्)	-	(-)	भू1{कर्तरि;लुङ्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}	भू1{कर्तरि;लुङ्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}	अभिहित_कर्ता,4;सकर्मक.1	अभिहित_कर्ता,4;सकर्मक.1	KP	हुई	-	-	-	-	-
