"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"अथ"	1	"अथ"	"अथ{अव्य}"	"अथ{अव्य}"	"सम्बन्धः,12.1"	"सम्बन्धः,12.1"	"NA"	"-"	"-"	"-"	"-"	"-"	"-"
2.1	"तस्य"	2	"तस्य"	"तद्{सर्वनाम;नपुं;6;एक}/तद्{सर्वनाम;पुं;6;एक}"	"तद्{सर्वनाम;पुं;6;एक}"	"विशेषणम्,3.1"	"विशेषणम्,3.1"	"N6"	"उसका"	"-"	"-"	"-"	"दशरथस्य"	"-"
3.1	"विशांपत्युः"	3	" विशांपत्युरन्ते"	"विशांपति{पुं;6;एक}"	"विशांपति{पुं;6;एक}"	"षष्ठीसम्बन्धः,4.1"	"षष्ठीसम्बन्धः,4.1"	"N6"	"-"	"-"	"-"	"-"	"-"	"दशरथस्य"
4.1	"काम्यस्य"	4	"काम्यस्य"	"काम्य{नपुं;6;एक(कम्1;णिजन्त;यत्;कमुँ;:भ्वादिः)}/काम्य{पुं;6;एक(कम्1;णिजन्त;यत्;कमुँ;:भ्वादिः)}"	"काम्य{पुं;6;एक(कम्1;णिजन्त;यत्;कमुँ;:भ्वादिः)}"	"विशेषणम्,5.1"	"विशेषणम्,5.1"	"N6"	"-"	"-"	"-"	"-"	"-"	"-"
5.1	"कर्मणः"	5	"कर्मणः"	"कर्मन्{नपुं;5;एक}कर्मन्{नपुं;6;एक}"	"कर्मन्{नपुं;6;एक}"	"षष्ठीसम्बन्धः,6.1"	"षष्ठीसम्बन्धः,6.1"	"N6"	"-"	"-"	"-"	"-"	"-"	"पुत्रकामेष्टेः"
6.1	"अन्ते"	"-"	"-"	"अन्त{पुं;7;एक}"	"अन्त{पुं;7;एक}"	"अधिकरणम्,12.1"	"अधिकरणम्,12.1"	"N7"	"अन्त_में"	"-"	"-"	"-"	"-"	"-"
7.1	"ऋत्विजाम्"	"-"	"-"	"ऋत्विज्{पुं;6;बहु}"	"ऋत्विज्{पुं;6;बहु}"	"षष्ठीसम्बन्धः,8.1"	"षष्ठीसम्बन्धः,8.1"	"N6"	"ऋत्विजों_की"	"-"	"-"	"-"	"-"	"-"
8.1	"विस्मयेन"	"-"	"-"	"विस्मय{पुं;3;एक}/विस्मय{पुं;3;एक}/विस्मय{नपुं;3;एक}"	"विस्मय{नपुं;3;एक}"	"सहार्थः,12.1"	"सहार्थः,12.1"	"N3"	"आश्चर्यचकित_का"	"-"	"-"	"-"	"-"	"-"
9.1	"सह"	8	"सहर्त्विजाम्"	"सह{अव्य}/सह{अव्य}"	"सह{अव्य}"	"सहार्थ_द्योतकः,8.1"	"सहार्थ_द्योतकः,8.1"	"NA"	"साथ"	"-"	"-"	"-"	"-"	"-"
10.1	"अग्नेः"	"-"	"-"	"अग्नि{पुं;6;एक}/अग्नि{पुं;5;एक}"	"अग्नि{पुं;5;एक}"	"अपादानम्,11.1"	"अपादानम्,11.1"	"N5"	"अग्नि_के"	"-"	"-"	"-"	"-"	"-"
11.1	"पुरुषः"	6	"पुरुषः"	"पुरुष{पुं;1;एक}"	"पुरुष{पुं;1;एक}"	"कर्ता,12.1"	"कर्ता,12.1"	"N1"	"पुरुष_ने"	"-"	"-"	"-"	"-"	"-"
12.1	"प्रबभूव"	7	"प्रबभूवाग्नेर्विस्मयेन"	"प्र_भू1{कर्तरि;लिट्;म;बहु;परस्मैपदी;भू;:भ्वादिः}/प्र_भू1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}/प्र_भू1{कर्तरि;लिट्;उ;एक;परस्मैपदी;भू;:भ्वादिः}"	"प्र_भू1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}"	"अभिहित_कर्ता,11;अकर्मक.1"	"अभिहित_कर्ता,11;अकर्मक.1"	"KP"	"प्रकट_हुआ"	"-"	"-"	"-"	"-"	"-"
