index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	ari-hana-yoga-vicakRaNaH	-	arihayogavicakRaNaH	ari-hana-yoga-vicakRaNa{puM;1;eka}	ari-hana-yoga-vicakRaNa{puM;1;eka}	viSeRaNam,2	Sawru-hawyA-yoga-spaRtaxarSI	-	-	-	-	-
2	asO	-	-	axas{sarvanAma;puM;1;eka}/axas{sarvanAma;swrI;1;eka}/asi{puM;7;eka}/asi{swrI;7;eka}/asu{puM;7;eka}	axas{sarvanAma;puM;1;eka}	karwA,15	axas	-	-	-	xaSaraWaH	-
3	wisqBiH	2	wisqBirbaBO	wri{saMKyeyam;swrI;3;bahu}	wri{saMKyeyam;swrI;3;bahu}	viSeRaNam,4	wInoM	-	-	-	-	-
4	priya-wamABiH	1	priyawamABirasO	priya-wamA{swrI;3;bahu}	priya-wamA{swrI;3;bahu}	sahArWaH,15	priya-wamAoM_ke	-	-	-	-	-
5	saha	5	saha	saha{avya}	saha{avya}	sahArWa_xyowakaH,4	sAWa	-	-	-	-	-
6	prajAH	9	prajA	prajA{swrI;2;bahu}/prajA{swrI;1;bahu}	prajA{swrI;2;bahu}}	karma,7	prajA_ko	-	-	-	-	-
7	vininIRuH	8	 vininIRuriva	vininIRuH}	vininIRu{puM;1;eka}	viSeRaNam,13	newqwva_karane_ke_lie_icCukaH	-	-	-	-	-
8	wisqBiH	3	wisqBireva 	wri{saMKyeyam;swrI;3;bahu}	wri{saMKyeyam;swrI;3;bahu}	viSeRaNam,10	wIna	-	-	-	-	-
9	eva	-	-	eva{avya}	eva{avya}	sambanXaH,8	hI	-	-	-	-	-
10	SakwiBiH	6	SakwiBiH	Sakwi{swrI;3;bahu}/Sakwi{puM;3;bahu}	Sakwi{swrI;3;bahu}	hewuH,7	SakwiyoM_se	-	-	-	-	-
11	BuvaM	4	BuvaM	BU{swrI;2;eka}	BU{swrI;2;eka}	karma,12	BU_ko	-	-	-	-	-
12	upagawaH	7	upagawo	upaga{avya;wasil}/upagawa{puM;1;eka(gam1;kwa;gamLz;:BvAxiH)}	upagawa{puM;1;eka(gam1;kwa;gamLz;:BvAxiH)}	viSeRaNam,13	gayA_huvA	-	-	-	-	-
13	harihayaH	10	harihayoZrihayogavicakRaNaH	harihaya{puM;1;eka}	harihaya{puM;1;eka}	upamAnam,14	inxra	-	-	-	-	@Person-inxra
14	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,15	jEse	-	-	-	-	-
15	baBO	-	-	BA1{karwari;lit;pra;eka;parasmEpaxI;BA;:axAxiH}/BA1{karwari;lit;u;eka;parasmEpaxI;BA;:axAxiH}	BA1{karwari;lit;pra;eka;parasmEpaxI;BA;:axAxiH}	aBihiwa_karwA,2	camakA	-	-	-	-	-
