"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"भामिनी"	3	"भामिनी"	"भामिनी{स्त्री;1;एक}"	"भामिनी{स्त्री;1;एक}"	"विशेषणम्,3.1"	"विशेषणम्,3.1"	"N1"	"सुन्दर-स्"	"-"	"-"	"-"	"-"	"-"
2.1	"इन्दुमती"	1	"क्षितिरिन्दुमती"	"इन्दु{मतुप्;स्त्री;1;एक}"	"इन्दु{मतुप्;स्त्री;1;एक}"	"सुप्_समुच्चितः,3.1"	"सुप्_समुच्चितः,3.1"	"N1"	"इन्दु"	"-"	"-"	"-"	"-"	"-"
3.1	"क्षितिः"	"-"		"क्षिति{स्त्री;1;एक}"	"क्षिति{स्त्री;1;एक}"	"कर्ता,11.1"	"कर्ता,11.1"	"N1"	"पृथ्वी"	"-"	"-"	"-"	"-"	"-"
4.1	"च"	2	"च"	"च{अव्य}"	"च{अव्य}"	"समुच्चितः,3.1"	"समुच्चितः,3.1"	"NA"	"और"	"-"	"-"	"-"	"-"	"-"
5.1	"अग्र्य-"	5	"तमग्र्यपौरुषम्"	"अग्र्य"	"अग्र्य"	"बहुव्रीहिः,5.2"	"बहुव्रीहिः,5.2"	"CP"	"अग्र्य-पौरुष"	"-"	"-"	"-"	"-"	"-"
5.2	"पौरुषम्"	"-"	"-"	"पौरुष{पुं;2;एक}/पौरुष{नपुं;1;एक}/पौरुष{नपुं;2;एक}"	"पौरुष{पुं;2;एक}"	"विशेषणम्,6.1"	"विशेषणम्,6.1"	"N2"				"-"	"-"	
6.1	"तम्"	"-"	"तम्"	"तद्{सर्वनाम;पुं;2;एक}"	"तद्{सर्वनाम;पुं;2;एक}"	"कर्म,8.1"	"कर्म,8.1"	"N2"	"वह"	"-"	"-"	"-"	"-"	"-"
7.1	"पतिम्"	4	"पतिमासाद्य"	"पति{पुं;2;एक}"	"पति{पुं;2;एक}"	"प्रयोज्यकर्ता,8.1"	"प्रयोज्यकर्ता,8.1"	"N2"	"पति_को"	"-"	"-"	"-"	"-"	"-"
8.1	"आसाद्य"	"-"		"आङ्_षद्1{अव्य;णिजन्त;ल्यप्;षदॢ;:भ्वादिः}"	"आङ्_षद्1{अव्य;णिजन्त;ल्यप्;षदॢ;:भ्वादिः}"	"पूर्वकालः,11.1"	"पूर्वकालः,11.1"	"NA"	"-"	"-"	"-"	"-"	"-"	"-"
9.1	"प्रथमा"	6	"प्रथमा"	"प्रथमा{स्त्री;1;एक}/प्रथमा{स्त्री;1;एक}"	"प्रथमा{स्त्री;1;एक}"	"विशेषणम्,10.3"	"विशेषणम्,10.3"	"N1"	"प्रथमा"	"-"	"-"	"-"	"-"	"-"
10.1	"बहु-"	7	"बहुरत्नसूरभूदपरा"	"बहु"	"बहु"	"कर्मधारयः,10.2"	"कर्मधारयः,10.2"	"CP"	"अधिक-"	"-"	"-"	"-"	"-"	"-"
10.2	"रत्न-"	"-"	"-"	"रत्न"	"रत्न"	"बहुव्रीहिः,10.3"	"बहुव्रीहिः,10.3"	"CP"	"अधिक-"	"-"	"-"	"-"	"-"	"-"
10.3	"सूः"	"-"	"-"	"सूः{स्त्री;1;एक}"	"सूः{स्त्री;1;एक}"	"कर्तृसमानाधिकरणम्,11.1"	"कर्तृसमानाधिकरणम्,11.1"	"N1"				"-"	"-"	
11.1	"अभूत्"	"-"	"अभूत्"	"भू1{कर्तरि;लुङ्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}"	"भू1{कर्तरि;लुङ्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}"	"अभिहित_कर्ता,3;सकर्मक.1"	"अभिहित_कर्ता,3;सकर्मक.1"	"KP"	"हुईं"	"-"	"-"	"-"	"-"	"-"
