index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	wvaM	-	-	yuRmax{sarvanAma;1;eka}	yuRmax{sarvanAma;1;eka}	karwA,11	wuma	-	-	-	-	-
2	SabxAxIn-viRayAn	1	SabxAxInviRayAnBokwum	SabxAxIn-viRaya{puM;2;bahu}	SabxAxIn-viRaya{puM;2;bahu}	karma,3	SabxAxIn-viRaya	-	-	-	-	-
3	Bokwum	-	-	Buj2{avya;wumun;Bujaz;:ruXAxiH}/Buj1{avya;wumun;Bujoz;:wuxAxiH}	Buj1{avya;wumun;Bujoz;:wuxAxiH}	prayojanam,9	teDA_hone~ke_liye	-	-	-	-	-
4	xuScaraM-wapaH	3	xuScaraM	xuScaraM-wapas{napuM;1;eka}/wapas{napuM;2;eka}/wapas{napuM;8;eka}/wapa{puM;1;eka}/wapas{puM;8;eka}	xuScaraM-wapas{napuM;2;eka}	karma,5	xuScaraM-wapa	-	-	-	-	-
5	cariwum	4	wapaH	car1{avya;wumun;caraz;:BvAxiH}	car1{avya;wumun;caraz;:BvAxiH}	prayojanam,9	GUmane~ke_liye	-	-	-	-	-
6	prajAH	2	cariwum	prajA{swrI;1;bahu}/prajA{swrI;2;bahu}/praja{puM;8;bahu}/prajA{swrI;8;bahu}/pra-ja{puM;1;bahu}/pra-ja{puM;8;bahu}	prajA{swrI;2;bahu}	karma,7	prajA	-	-	-	-	-
7	pAwum	5	paryApnosi	pA1{avya;wumun;pA;:BvAxiH}/pA2{avya;wumun;pA;:axAxiH}/pE1{avya;wumun;pE;:BvAxiH}	pA2{avya;wumun;pE;:axAxiH}	prayojanam,9	sUKane~ke_liye	-	-	-	-	-
8	OxAsInyena	6	prajAH	OxAsInya{napuM;3;eka}	OxAsInya{napuM;3;eka}	viSeRaNam,9	OxAsInya_se	-	-	-	-	-
9	varwiwuM	7	pAwumOxAsInyena	vqw1{avya;wumun;vqwuz;:BvAxiH}/vqw2{avya;wumun;vqwuz;:xivAxiH}	vqw1{avya;wumun;vqwuz;:BvAxiH}	prayojanam,10	hone~ke_liye	-	-	-	-	-
10	paryApwaH	8	varwiwum	paryApwa{puM;1;eka}	paryApwa{puM;1;eka}	karwqsamAnAXikaraNam,11	paryApwa	-	-	-	-	-
11	asi	-	-	as2{karwari;lat;ma;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;ma;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,1;sakarmaka	as2_pp_skwe_ho	-	-	-	-	-
