"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"मयि"	5	"मयि"	"अस्मद्{सर्वनाम;7;एक}"	"अस्मद्{सर्वनाम;7;एक}"	"अधिकरणम्,9.1"	"अधिकरणम्,9.1"	"N7"	"मुझमें"	"-"	"-"	"-"	"-"	"-"
2.1	"चिरं"	4	"चिरं"	"चिरम्{अव्य}/चिर{नपुं;1;एक}/चिर{नपुं;2;एक}"	"चिरम्{अव्य}"	"सम्बन्धः,3.1"	"सम्बन्धः,3.1"	"NA"	"-"	"-"	"-"	"-"	"-"	"-"
3.1	"अपराद्धे"	"-"	"अपराद्धे"	"अपराद्ध{नपुं;1;द्वि}/अपराद्ध{नपुं;2;द्वि}/अपराद्धा{स्त्री;1;द्वि}/अपराद्धा{स्त्री;2;द्वि}/अपराद्ध{नपुं;8;द्वि}/अपराद्धि{स्त्री;8;एक}/अपराद्ध{पुं;7;एक}/अपराद्ध{नपुं;7;एक}"	"अपराद्ध{पुं;7;एक}"	"विशेषणम्,1.1"	"विशेषणम्,1.1"	"N7"	"अपराधी"	"-"	"-"	"-"	"-"	"-"
4.1	"अपि"	"-"	"अपि"	"अपि{अव्य}"	"अपि{अव्य}"	"सम्बन्धः,5.1"	"सम्बन्धः,5.1"	"NA"	"भी"	"-"	"-"	"-"	"-"	"-"
5.1	"यदा"	3	"यदा"	"यदा{अव्य}"	"यदा{अव्य}"	"कालाधिकरणम्,9.1"	"कालाधिकरणम्,9.1"	"NA"	"जब"	"-"	"-"	"-"	"-"	"-"
6.1	"अवधीरणाम्"	2	"नावधीरणामपराद्धेऽपि"	"अवधीरणा{स्त्री;2;एक}"	"अवधीरणा{स्त्री;2;एक}"	"कर्म,8.1"	"कर्म,8.1"	"N2"	"अवधीरणा_को"	"-"	"-"	"-"	"-"	"-"
7.1	"न"	9	"न"	"न{अव्य}"	"न{अव्य}"	"प्रतिषेधः,8.1"	"प्रतिषेधः,8.1"	"NA"	"नहीं"	"-"	"-"	"-"	"-"	"-"
8.1	"कृतवती"	1	"कृतवत्यसि"	"कृतवत्{नपुं;1;द्वि(कृ3;क्तवतु;डुकृञ्;:तनादिः)}/कृतवत्{नपुं;2;द्वि(कृ3;क्तवतु;डुकृञ्;:तनादिः)}/कृतवत्{नपुं;1;द्वि(कृ2;क्तवतु;कृञ्;:स्वादिः)}/कृतवत्{नपुं;2;द्वि(कृ2;क्तवतु;कृञ्;:स्वादिः)}/कृतवत्{नपुं;1;द्वि(कृ1;क्तवतु;कृञ्;:भ्वादिः)}/कृतवत्{नपुं;2;द्वि(कृ1;क्तवतु;कृञ्;:भ्वादिः)}/कृतवती{स्त्री;1;एक(कृ3;क्तवतु;डुकृञ्;:तनादिः)}/कृतवती{स्त्री;1;एक(कृ2;क्तवतु;कृञ्;:स्वादिः)}/कृतवती{स्त्री;1;एक(कृ1;क्तवतु;कृञ्;:भ्वादिः)}"	"कृतवत्{नपुं;1;द्वि(कृ3;क्तवतु;डुकृञ्;:तनादिः)}"	"कर्तृसमानाधिकरणम्,9.1"	"कर्तृसमानाधिकरणम्,9.1"	"N1"	"-"	"-"	"-"	"-"	"-"	"-"
9.1	"असि"	"-"	"असि"	"अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;:अदादिः}"	"अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;:अदादिः}"	"अभिहित_कर्ता"	"अभिहित_कर्ता"	"KP"	"हो"	"-"	"-"	"-"	"-"	"-"
10.1	"तत्"	"-"	"तत्"	"तत्{अव्य}/तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}"	"तत्{अव्य}"	"विशेषणम्,11.1"	"विशेषणम्,11.1"	"NA"	"-"	"-"	"-"	"-"	"-"	"-"
