"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"गतिः"	3	"गतिस्त्वं"	"गति{स्त्री;1;एक}"	"गति{स्त्री;1;एक}"	"कर्ता,9.1"	"कर्ता,9.1"	"N1"	"गति"	"-"	"-"	"-"	"-"	"-"
2.1	"त्वयि"	1	"त्वय्यावेशितचित्तानां"	"युष्मद्{सर्वनाम;7;एक}"	"युष्मद्{सर्वनाम;7;एक}"	"अधिकरणम्,3.2"	"अधिकरणम्,3.2"	"N7"	"-"	"-"	"-"	"-"	"-"	"-"
3.1	"आवेशित-"	"-"	"-"	"आवेशित"	"आवेशित"	"बहुव्रीहिः,3.2"	"बहुव्रीहिः,3.2"	"CP"	"-"	"-"	"-"	"-"	"-"	"-"
3.2	"चित्तानाम्"	"-"	"-"	"चित्{तल्;स्त्री;6;बहु}"	"चित्{तल्;स्त्री;6;बहु}"	"षष्ठीसम्बन्धः,1.1"	"षष्ठीसम्बन्धः,1.1"	"N6"				"-"	"-"	
4.1	"त्वत्-"	2	"त्वत्समर्पितकर्मणाम्"	"त्वत्"	"त्वत्"	"बहुव्रीहिः,4.2"	"बहुव्रीहिः,4.2"	"CP"	"त्वत्-समर्पित-कर्मों_के"	"-"	"-"	"-"	"-"	"-"
4.2	"समर्पित-"	"-"	"-"	"समर्पित"	"समर्पित"	"कर्मधारयः,4.3"	"कर्मधारयः,4.3"	"CP"	"त्वत्-समर्पित-कर्मों_के"	"-"	"-"	"-"	"-"	"-"
4.3	"कर्मणाम्"	"-"	"-"	"कर्मन्{नपुं;6;बहु}"	"कर्मन्{नपुं;6;बहु}"	"षष्ठीसम्बन्धः,1.1"	"षष्ठीसम्बन्धः,1.1"	"N6"				"-"	"-"	
5.1	"वीतरागाणाम्"	4	"वीतरागाणामभूयः"	"वीतराग{पुं;6;बहु}/वीतराग{नपुं;6;बहु}"	"वीतराग{नपुं;6;बहु}"	"षष्ठीसम्बन्धः,9.1"	"षष्ठीसम्बन्धः,9.1"	"N6"	"इच्छारहितों_के"	"-"	"-"	"-"	"-"	"-"
6.1	"अ-"			"अ"	"अ"	"नञ्-तत्पुरुषः,6.2"	"नञ्-तत्पुरुषः,6.2"	"CP"						
6.2	"भूयः"	"-"	"-"	"भूयः{अव्य}"	"भूयः{अव्य}"	"सम्बन्धः,7.2"	"सम्बन्धः,7.2"	"NA"	"अमर्त्य_को"	"-"	"-"	"-"	"-"	"-"
7.1	"सम्-"	"-"	"-"	"सम्"	"सम्"	"प्रादि-समासः,7.2"	"प्रादि-समासः,7.2"	"CP"	"अमर्त्य_को"	"-"	"-"	"-"	"-"	"-"
7.2	"निवृत्तये"	"-"	"-"	"निवृत्ति{स्त्री;4;एक}/निवृत्ति{पुं;4;एक}"	"निवृत्ति{स्त्री;4;एक}"	"प्रयोजनम्,9.1"	"प्रयोजनम्,9.1"	"N4"				"-"	"-"	
8.1	"त्वं"	"-"	"-"	"युष्मद्{सर्वनाम;1;एक}"	"युष्मद्{सर्वनाम;1;एक}"	"कर्ता,9.1"	"कर्ता,9.1"	"N1"	"तुम"	"-"	"-"	"-"	"-"	"-"
9.1	"अस्ति"	"-"	"-"	"अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;:अदादिः}"	"अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}"	"अभिहित_कर्ता,1.1"	"अभिहित_कर्ता,1.1"	"KP"	"है"	"-"	"-"	"-"	"-"	"-"
