"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"अ-"	1	"कुसुमैर्ग्रथितामपार्थिवैः"	"अ"	"अ"	"नञ्-तत्पुरुषः,1.2"	"नञ्-तत्पुरुषः,1.2"	"CP"	"अ-पार्थिव"	"-"	"-"	"-"	"-"	"-"
1.2	"पार्थिवैः"	"-"	"-"	"पार्थिव{पुं;3;बहु}/पार्थिव{नपुं;3;बहु}"	"पार्थिव{नपुं;3;बहु}"	"विशेषणम्,2.1"	"विशेषणम्,2.1"	"N3"				"-"	"-"	
2.1	"कुसुमैः"	"-"		"कुसुम{नपुं;3;बहु}"	"कुसुम{नपुं;3;बहु}"	"करणम्,11.1"	"करणम्,11.1"	"N3"	"फूलों_से"	"-"	"-"	"-"	"-"	"-"
3.1	"ग्रथितां"	"-"		"ग्रथिता{स्त्री;2;एक}"	"ग्रथिता{स्त्री;2;एक}"	"विशेषणम्,6.1"	"विशेषणम्,6.1"	"N2"	"ग्रथिता_को"	"-"	"-"	"-"	"-"	"-"
4.1	"तस्य"	4	"तस्य"	"तद्{सर्वनाम;नपुं;6;एक}/तद्{सर्वनाम;पुं;6;एक}"	"तद्{सर्वनाम;पुं;6;एक}"	"षष्ठीसम्बन्धः,6.1"	"षष्ठीसम्बन्धः,6.1"	"N6"	"उसकी"	"-"	"-"	"-"	"-"	"-"
5.1	"आतोद्य-"	"-"	"आतोद्य-शिर-निवेशिताम्"	"आतोद्य"	"आतोद्य"	"षष्ठी-तत्पुरुषः,5.2"	"षष्ठी-तत्पुरुषः,5.2"	"CP"	"आतोद्य-शय्या-स्थापिता"	"-"	"-"	"-"	"-"	"-"
5.2	"शिर-"	"-"	"-"	"शिर"	"शिर"	"सप्तमी-तत्पुरुषः,5.3"	"सप्तमी-तत्पुरुषः,5.3"	"CP"	"आतोद्य-शय्या-स्थापिता"	"-"	"-"	"-"	"-"	"-"
5.3	"निवेशिताम्"	2	"स्रजमातोद्यशिरोनिवेशिताम्"	"निवेशिता{स्त्री;2;एक}"	"निवेशिता{स्त्री;2;एक}"	"विशेषणम्,6.1"	"विशेषणम्,6.1"	"N2"				"-"	"-"	
6.1	"स्रजम्"	"-"		"स्रज्{स्त्री;2;एक}"	"स्रज्{स्त्री;2;एक}"	"कर्म,11.1"	"कर्म,11.1"	"N2"	"स्रज्_को"	"-"	"-"	"-"	"-"	"-"
7.1	"वेगवान्"	5	"वेगवानधिवासस्पृहयेव"	"वेग{मतुप्;पुं;1;एक}"	"वेग{मतुप्;पुं;1;एक}"	"विशेषणम्,8.1"	"विशेषणम्,8.1"	"N1"	"वेग"	"-"	"-"	"-"	"-"	"-"
8.1	"मारुतः"	6	"मारुतः"	"मारुत{पुं;1;एक}"	"मारुत{पुं;1;एक}"	"कर्ता,11.1"	"कर्ता,11.1"	"N1"	"वायु"	"-"	"-"	"-"	"-"	"-"
9.1	"अधिवास-"	"-"		"अधिवास"	"अधिवास"	"षष्ठी-तत्पुरुषः,9.2"	"षष्ठी-तत्पुरुषः,9.2"	"CP"	"-"	"-"	"-"	"-"	"-"	"-"
9.2	"स्पृहया"	"-"	"-"	"स्पृहा{स्त्री;3;एक}"	"स्पृहा{स्त्री;3;एक}"	"करणम्,11.1"	"करणम्,11.1"	"N3"				"-"	"-"	
10.1	"इव"	"-"		"इव{अव्य}"	"इव{अव्य}"	"सम्बन्धः,9.2"	"सम्बन्धः,9.2"	"NA"	"जैसे"	"-"	"-"	"-"	"-"	"-"
11.1	"अहरत्"	3	"अहरत्किल"	"हृ1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;हृञ्;:भ्वादिः}"	"हृ1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;हृञ्;:भ्वादिः}"	"अभिहित_कर्ता,8;सकर्मक.1"	"अभिहित_कर्ता,8;सकर्मक.1"	"KP"	"ले_गयी"	"-"	"-"	"-"	"-"	"-"
12.1	"किल"	"-"		"किल{अव्य}/किल्1{कर्तरि;लोट्;म;एक;परस्मैपदी;किलँ;:तुदादिः}"	"किल{अव्य}"	"सम्बन्धः,11.1"	"सम्बन्धः,11.1"	"NA"	"-"	"-"	"-"	"-"	"-"	"-"
