index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	kumBa-yoniH	1	kumBayoniralafkAram	kumBa-yoni{swrI;1;eka}/yoni{puM;1;eka}	kumBa-yoni{puM;1;eka}	karwA,10	kumBa-yoni_ne	-	-	-	-	-
2	Awma-niRkrayam	-	-	samuxreNa-pIwena-eva-Awma-niRkraya{puM;2;eka}/niRkraya{napuM;1;eka}/niRkraya{napuM;2;eka}	samuxreNa-pIwena-eva-Awma-niRkraya{puM;2;eka}	viSeRaNam,5	samuxreNa-pIwena-eva-Awma-niRkraya	-	-	-	-	-
3	samuxreNa	6	samuxreNa	-	samuxra{puM;3;eka}	karaNam,7	-	-	-	-	-	-
4	pIwena	7	pIwenevAwmaniRkrayam	-	pIwa{puM;1;eka}	viSeRaNam,3	-	-	-	-	-	-
5	 iva	-	-	-	 iva{avya}	upamAnaxyowakaH,7	-	-	-	-	-	-
6	xivya-parigraham	3	xivyaparigraham	xivya-parigraha{puM;2;eka}/xivya-parigraha{puM;2;eka(grah1;GaF;grahaz;:kryAxiH)}	xivya-parigraha{puM;2;eka(xivya-grah1;GaF;grahaz;:kryAxiH)}	viSeRaNam,8	xivya-parigraha	-	-	-	-	-
7	xawwaM	5	xawwaM	xA3{karwari;lot;ma;xvi;parasmEpaxI;duxAF;:juhowyAxiH}/xawwa{puM;2;eka(xA3;kwa;duxAF;:juhowyAxiH)}/xawwa{napuM;1;eka(xA3;kwa;duxAF;:juhowyAxiH)}/xawwa{napuM;2;eka(xA3;kwa;duxAF;:juhowyAxiH)}/xawwa{puM;2;eka(xo1;kwa;xo;:xivAxiH)}/xawwa{napuM;1;eka(xo1;kwa;xo;:xivAxiH)}/xawwa{napuM;2;eka(xo1;kwa;xo;:xivAxiH)}/xawwa{puM;2;eka(xA1;kwa;xAN;:BvAxiH)}/xawwa{napuM;1;eka(xA1;kwa;xAN;:BvAxiH)}/xawwa{napuM;2;eka(xA1;kwa;xAN;:BvAxiH)}/xawwa{puM;2;eka(xe1;kwa;xef;:BvAxiH)}/xawwa{napuM;1;eka(xe1;kwa;xef;:BvAxiH)}/xawwa{napuM;2;eka(xe1;kwa;xef;:BvAxiH)}	xawwa{puM;2;eka(xe1;kwa;xef;:BvAxiH)}	viSeRaNam,8	xiyA_huve	-	-	-	-	-
8	alafkAram	-	-	alafkAra{puM;2;eka}	alafkAra{puM;2;eka}	karma,10	alafkAra_ko	-	-	-	-	-
9	wasmE	2	wasmE	wax{sarvanAma;puM;4;eka}/wax{sarvanAma;napuM;4;eka}	wax{sarvanAma;napuM;4;eka}	sampraxAnam,10	usako	-	-	-	-	-
10	xaxO	4	xaxO	xaxa{puM;1;xvi}/xaxa{puM;2;xvi}/xA1{karwari;lit;pra;eka;parasmEpaxI;xAN;:BvAxiH}/xA1{karwari;lit;u;eka;parasmEpaxI;xAN;:BvAxiH}/xA3{karwari;lit;pra;eka;parasmEpaxI;duxAF;:juhowyAxiH}/xA3{karwari;lit;u;eka;parasmEpaxI;duxAF;:juhowyAxiH}/xA2{karwari;lit;pra;eka;parasmEpaxI;xAp;:axAxiH}/xA2{karwari;lit;u;eka;parasmEpaxI;xAp;:axAxiH}/xo1{karwari;lit;pra;eka;parasmEpaxI;xo;:xivAxiH}/xo1{karwari;lit;u;eka;parasmEpaxI;xo;:xivAxiH}/xE1{karwari;lit;pra;eka;parasmEpaxI;xEp;:BvAxiH}/xE1{karwari;lit;u;eka;parasmEpaxI;xEp;:BvAxiH}/xaxa{puM;8;xvi}	xA3{karwari;lit;pra;eka;parasmEpaxI;duxAF;:juhowyAxiH}	aBihiwa_karwA,1;sakarmaka	xiyA	-	-	-	-	-
