index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	अद्य	-	अद्य	अद्य{अव्य}	अद्य{अव्य}	कालाधिकरणम्,2.1	कालाधिकरणम्,2.1	NA	आज	-	-	-	-	-
2.1	मे	-	मे	अस्मद्{सर्वनाम;6;एक}/अस्मद्{सर्वनाम;4;एक}	अस्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,3.1	N6	मेरी	-	-	-	-	-
3.1	धृतिः	-	धृतिः	धृति{स्त्री;1;एक}	धृति{स्त्री;1;एक}	कर्ता,5.1	कर्ता,5.1	N1	लेना	-	-	-	-	-
4.1	अस्तम्	-	अस्तम्	अस्त{पुं;2;एक}/अस्त{पुं;2;एक(अस्3;क्त;असुँ;:दिवादिः)}/अस्त{नपुं;1;एक(अस्3;क्त;असुँ;:दिवादिः)}/अस्त{नपुं;2;एक(अस्3;क्त;असुँ;:दिवादिः)}	अस्त{नपुं;2;एक}	कर्म,3.1	कर्म,3.1	N2	डूबना	-	-	-	-	-
5.1	इता	-	इता	इता{स्त्री;1;एक(इ1;क्त;इण्;:अदादिः)}	इता{स्त्री;1;एक(इ1;क्त;इण्;:अदादिः)}	समुच्चितः,18.1	समुच्चितः,18.1	N1	गयी	-	-	-	-	-
6.1	रतिः	-	रतिः	रति{स्त्री;1;एक}	रति{स्त्री;1;एक}	कर्म,7.1	कर्म,7.1	N1	रति	-	-	-	-	-
7.1	च्युता	-	च्युता	च्युता{स्त्री;1;एक(च्यु1;क्त;च्युङ्;:भ्वादिः)}	च्युता{स्त्री;1;एक(च्यु1;क्त;च्युङ्;:भ्वादिः)}	समुच्चितः,18.1	समुच्चितः,18.1	N1	गयी_हुई	-	-	-	-	-
8.1	गेयं	-	गेयं	गेय{पुं;2;एक(गा1;यत्;गाङ्;:भ्वादिः)}/गेय{नपुं;1;एक(गा1;यत्;गाङ्;:भ्वादिः)}/गेय{नपुं;2;एक(गा1;यत्;गाङ्;:भ्वादिः)}/गेय{पुं;2;एक(गा2;यत्;गा;:जुहोत्यादिः)}/गेय{नपुं;1;एक(गा2;यत्;गा;:जुहोत्यादिः)}/गेय{नपुं;2;एक(गा2;यत्;गा;:जुहोत्यादिः)}/गेय{पुं;2;एक(गै1;यत्;गै;:भ्वादिः)}/गेय{नपुं;1;एक(गै1;यत्;गै;:भ्वादिः)}/गेय{नपुं;2;एक(गै1;यत्;गै;:भ्वादिः)}	गेय{नपुं;1;एक(गै1;यत्;गै;:भ्वादिः)}	कर्म,9.1	कर्म,9.1	N1	-	-	-	-	-	-
9.1	विरतम्	-	विरतम्	विरत{पुं;2;एक}/विरत{नपुं;1;एक}/विरत{नपुं;2;एक}	विरत{नपुं;1;एक}	समुच्चितः,18.1	समुच्चितः,18.1	N1	रुका_हुआ	-	-	-	-	-
10.1	ऋतुः	-	ऋतुः	ऋतु{पुं;1;एक}	ऋतु{पुं;1;एक}	कर्ता,12.1	कर्ता,12.1	N1	ऋतु	-	-	-	-	-
11.1	निरुत्सवः	-	निरुत्सवः	निरुत्सव{पुं;1;एक}	निरुत्सव{पुं;1;एक}	कर्तृसमानाधिकरणम्,12.1	कर्तृसमानाधिकरणम्,12.1	N1	निरुत्सव	-	-	-	-	-
12.1	जातः	-	जातः	जात{पुं;1;एक(जन्2;क्त;जनीँ;:दिवादिः)}/जात{पुं;1;एक(जै1;क्त;जै;:भ्वादिः)}	जात{पुं;1;एक(जन्2;क्त;जनीँ;:दिवादिः)}	समुच्चितः,18.1	समुच्चितः,18.1	N1	हुआ	-	-	-	-	-
13.1	आभरण-		आभरण-प्रयोजनं	आभरण	आभरण	षष्ठी-तत्पुरुषः,13.2	षष्ठी-तत्पुरुषः,13.2	CP						
13.2	प्रयोजनम्	-	--	भृ1{ल्युट्;भृञ्;:भ्वादिः-प्रयोजन;नपुं;1;एक}/प्रयोजन{नपुं;2;एक}/प्रयोजन{पुं;2;एक}	आङ्_भृ1{ल्युट्;भृञ्;:भ्वादिः-प्रयोजन;नपुं;1;एक}	कर्ता,14.1	कर्ता,14.1	N1	-	-	-	-	-	-
14.1	गतम्	-	गतम्	गत{नपुं;1;एक(गम्1;क्त;गमॢँ;:भ्वादिः)}/गत{नपुं;2;एक(गम्1;क्त;गमॢँ;:भ्वादिः)}	गत{नपुं;1;एक(गम्1;क्त;गमॢँ;:भ्वादिः)}	समुच्चितः,18.1	समुच्चितः,18.1	N1	गया_हुआ	-	-	-	-	-
15.1	शयनीयं	-	शयनीयं	शयनीय{नपुं;1;एक}/शयनीय{नपुं;2;एक}/शयनीय{पुं;2;एक(शी1;अनीयर्;शीङ्;:अदादिः)}/शयनीय{नपुं;1;एक(शी1;अनीयर्;शीङ्;:अदादिः)}/शयनीय{नपुं;2;एक(शी1;अनीयर्;शीङ्;:अदादिः)}/शयनीय{पुं;2;एक(शि1;अनीयर्;शिञ्;:स्वादिः)}/शयनीय{नपुं;1;एक(शि1;अनीयर्;शिञ्;:स्वादिः)}/शयनीय{नपुं;2;एक(शि1;अनीयर्;शिञ्;:स्वादिः)}	शयनीय{नपुं;1;एक(शि1;अनीयर्;शिञ्;:स्वादिः)}	विशेषणम्,16.1	विशेषणम्,16.1	N1	बिस्तर	-	-	-	-	-
16.1	परिशून्यं	-	परिशून्यं	परिशून्य{पुं;2;एक}/परिशून्य{नपुं;1;एक}/परिशून्य{नपुं;2;एक}	परिशून्य{नपुं;1;एक}	कर्ता,18.1	कर्ता,18.1	N1	-	-	-	-	-	-
17.1	च	-	च	च{अव्य}	च{अव्य}	समुच्चितः,16.1	समुच्चितः,16.1	NA	और	-	-	-	-	-
18.1	वर्तते	-	-	वृत्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;वृतुँ;:भ्वादिः}	वृत्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;वृतुँ;:भ्वादिः}	अभिहित_कर्ता	अभिहित_कर्ता	KP	वृत्1_अप्_स्क्ता_है	-	-	-	-	-
