index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	अथ	1	अथोरगाख्यस्य	अथ{अव्य}	अथ{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA	अथ	-	-	-	-	-
2.1	दौवारिकी	4	दौवारिकी	दौवारिकी{स्त्री;1;एक}	दौवारिकी{स्त्री;1;एक}	कर्ता,16.1	कर्ता,16.1	N1	द्वार-पालक	-	-	-	-	-
3.1	देव-	5	देवसरूपमेत्य	देव	देव	बहुव्रीहिः,3.2	बहुव्रीहिः,3.2	CP	देव-सरूप	-	-	-	-	-
3.2	सरूपम्	-	-	सरूप{पुं;2;एक}/सरूप{नपुं;2;एक}/सरूप{नपुं;1;एक}	सरूप{पुं;2;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N2				-	-	
4.1	उरग-	-		उरग	उरग	बहुव्रीहिः,4.2	बहुव्रीहिः,4.2	CP	सीना-गाय-आख्ये	-	-	-	-	-
4.2	आख्यस्य	-	-	आख्य{नपुं;6;एक}	आख्य{नपुं;6;एक}	षष्ठीसम्बन्धः,5.1	षष्ठीसम्बन्धः,5.1	N6				-	-	
5.1	पुरस्य	2	पुरस्य	पुर{नपुं;6;एक}	पुर{नपुं;6;एक}	षष्ठीसम्बन्धः,6.1	षष्ठीसम्बन्धः,6.1	N6	पुर_की	-	-	-	-	-
6.1	नाथम्	3	नाथम्	नाथ{पुं;2;एक}	नाथ{पुं;2;एक}	कर्म,7.1	कर्म,7.1	N2	नाथ	-	-	-	-	-
7.1	एत्य	-		आङ्_इ1{अव्य;ल्यप्;इण्;:अदादिः}	आङ्_इ1{अव्य;ल्यप्;इण्;:अदादिः}	पूर्वकालः,16.1	पूर्वकालः,16.1	NA	आ_कर	-	-	-	-	-
9.1	हे	-	हे	हे{अव्य}	हे{अव्य}	सम्बोध्यः,10.2	सम्बोध्यः,10.2	NA	-	-	-	-	-	-
10.1	चकोर-	6	इतश्चकोराक्षि	चकोर	चकोर	बहुव्रीहिः,10.2	बहुव्रीहिः,10.2	CP	अक्षन्_को	-	-	-	-	-
10.2	अक्षि	-	-	अक्षन्{नपुं;2;एक}/अक्षन्{नपुं;1;एक}/अक्षन्{नपुं;8;एक}	अक्षन्{नपुं;8;एक}	सम्बोध्यः,12.1	सम्बोध्यः,12.1	N8				-	-	
11.1	इतः	-		इतः{अव्य}	इतः{अव्य}	लुप्तक्रियाकर्म,12.1	लुप्तक्रियाकर्म,12.1	NA	यहाँ_से	-	-	-	-	-
12.1	विलोकय	7	विलोकयेति	वि_लोक्{कर्तरि;लोट्;प्र;एक}	वि_लोक्{कर्तरि;लोट्;प्र;एक;परस्मैपदी}	वाक्यकर्म,13.1	वाक्यकर्म,13.1	KP	विलोक-जाने_वाला-ईति	-	-	-	-	-
13.1	इति	-		इति{अव्य}	इति{अव्य}	वाक्यकर्मद्योतकः,16.1	वाक्यकर्मद्योतकः,16.1	NA	-	-	-	-	-	-
14.1	पूर्वं-	8	पूर्वानुशिष्टम्	पूर्व	पूर्व	द्वितीया-तत्पुरुषः,14.2	द्वितीया-तत्पुरुषः,14.2	CP	छोड्@ऽआ_हुए_ने	-	-	-	-	-
14.2	अनुशिष्टम्	-	-	शिष्ट{नपुं;2;एक(शिष्2;क्त;शिषॢँ;रुधादिः)}/शिष्ट{नपुं;1;एक(शिष्2;क्त;शिषॢँ;रुधादिः)}/शिष्ट{पुं;2;एक(शिष्2;क्त;शिषॢँ;रुधादिः)}/शिष्ट{नपुं;2;एक(शास्1;क्त;शासुँ;अदादिः)}/शिष्ट{नपुं;1;एक(शास्1;क्त;शासुँ;अदादिः)}/शिष्ट{पुं;2;एक(शास्1;क्त;शासुँ;अदादिः)}	शिष्ट{नपुं;1;एक(शास्1;क्त;शासुँ;:अदादिः)}	विशेषणम्,15.1	विशेषणम्,15.1	N1				-	-	
15.1	भोज्याम्	10	भोज्याम्	भोज्या{स्त्री;2;एक}	भोज्या{स्त्री;2;एक}	कर्म,16.1	कर्म,16.1	N2	-	-	-	-	-	-
16.1	निजगाद	9	निजगाद	नि_गद्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;गदँ;:भ्वादिः}/नि_गद्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;गदँ;:भ्वादिः}	नि_गद्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;गदँ;:भ्वादिः}	अभिहित_कर्ता,2;सकर्मक.1	अभिहित_कर्ता,2;सकर्मक.1	KP	नि_गद्1_प्प्_स्क्या	-	-	-	-	-
