index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	prakqwi-vErAgyaM	-	prakqwivErAgyaM	prakqwi-vErAgya{napuM;1;eka}/vErAgya{napuM;2;eka}/vErAgya{puM;2;eka}	prakqwi-vErAgya{puM;2;eka}	viSeRaNam,3	prakqwi-vErAgya	-	-	-	-	-
2	saxyaH	-	saxyaH	saxyaH{avya}	saxyaH{avya}	kriyAviSeRaNam,4	usI_xina	-	-	-	-	-
3	kAmaM	-	kAmaM	kAmam{avya}/kAma{puM;2;eka}	kAma{puM;2;eka}	karma,4	-	-	-	-	-	-
4	SamayiwuM	-	SamayiwuM	Sam1{avya;Nijanwa;wumun;Samu;:xibAxiH}	Sam1{avya;Nijanwa;wumun;Samu;:xibAxiH}	prayojanam,5	-	-	-	-	-	-
5	kRamaH	-	kRamaH	kRama{puM;1;eka}	kRama{puM;1;eka}	viSeRaNam,6	yogya	-	-	-	-	-
6	saH	-	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,12	vaha	-	-	-	-	-
7	yasya	-	yasya	yax{sarvanAma;puM;6;eka}/yax{sarvanAma;napuM;6;eka}/yas1{karwari;lot;ma;eka;parasmEpaxI;yasuz;:xivAxiH}	yax{sarvanAma;napuM;6;eka}	RaRTIsambanXaH,8	jisakA	-	-	-	-	-
8	prawIkAraH	-	prawIkAraH	prawIkAra{puM;1;eka}	prawIkAra{puM;1;eka}	karwA,9	prawIkAra	-	-	-	-	-
9	kAryaH	-	kAryaH	kArI{swrI;1;bahu}/kArya{puM;1;eka}	kArya{puM;1;eka}	prawiyogI,10	kAma_karane_vAlAyeM	-	-	-	-	-
10	waw	-	waw	waw{avya}/wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	wax{sarvanAma;napuM;1;eka}	anuyogI,12	-	-	-	-	-	-
11	nEva	-	nEva	nEva{avya}	nEva{avya}	prawiReXaH,12	nahIM	-	-	-	-	-
12	uw-apAxayaw	-	uxapAxayaw	uw-pax1{Nijanwa;karwari;laf;pra;eka;parasmEpaxI;paxaz;:xivAxiH}	uw-pax1{Nijanwa;karwari;laf;pra;eka;parasmEpaxI;paxaz;:xivAxiH}	aBihiwa_karwA,6	-	-	-	-	-	-
