index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	kAyena	1	kAyena	kAya{puM;3;eka}/kAya{napuM;3;eka}	kAya{puM;3;eka}	karaNam,8	SarIra_se	-	-	-	-	-
2	vAcA	2	vAcA	vAc{swrI;3;eka}/vAcA{swrI;1;eka}	vAc{swrI;3;eka}	samucciwaH,1	vANI_se	-	-	-	-	-
3	manasA	3	manasAZpi	manas{napuM;3;eka}/manasA{swrI;1;eka}	manas{napuM;3;eka}	samucciwaH,1	mana_se	-	-	-	-	-
4	api	-	-	api{avya}	api{avya}	samuccayaxyowakaH,1	BI	-	-	-	-	-
5	vAsava-XErya-lopi	5	vAsavaXEryalopi	XErya-lopin{napuM;1;eka}/lopin{napuM;2;eka}	XErya-lopin{napuM;2;eka}	viSeRaNam,12	XErya-lopin	-	-	-	-	-
6	yaw	-	-	yaw{avya}/yax{sarvanAma;napuM;1;eka}/yax{sarvanAma;napuM;2;eka}	yaw{sarvanAma;napuM;2;eka}	viSeRaNam,8	-	-	-	-	-	-
7	SaSvaw	4	SaSvaxyawsaMBqwaM	SaSvaw{avya}	SaSvaw{avya}	viSeRaNam,8	sawawa	-	-	-	-	-
8	samBqwam	-	-	samBqwa{puM;2;eka(Bq1;kwa;BqF;:BvAxiH)}/samBqwa{napuM;1;eka(Bq1;kwa;BqF;:BvAxiH)}/samBqwa{napuM;2;eka(Bq1;kwa;BqF;:BvAxiH)}/samBqwa{puM;2;eka(Bq2;kwa;duBqF;:juhowyAxiH)}/samBqwa{napuM;1;eka(Bq2;kwa;duBqF;:juhowyAxiH)}/samBqwa{napuM;2;eka(Bq2;kwa;duBqF;:juhowyAxiH)}	samBqwa{napuM;2;eka(Bq1;kwa;BqF;:BvAxiH)}	viSeRaNam,12	-	-	-	-	-	-
9	maharReH	-	-	maharRi{puM;5;eka}/maharRi{puM;6;eka}	maharRi{puM;6;eka}	RaRTIsambanXaH,12	maharRi_se	-	-	-	-	-
10	wri-viXam	-	-	wri-viXa{puM;2;eka}/viXa{napuM;1;eka}/viXa{napuM;2;eka}	wri-viXa{napuM;2;eka}	viSeRaNam,12	wIna-prakAra_ko	-	-	-	-	-
11	waw	-	-	waw{avya}/wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	waw{waxsarvanAma;napuM;2;eka}	viSeRaNam,12	-	-	-	-	-	-
12	wapaH	10	wapaswaw	wapa{puM;1;eka}/wapas{napuM;1;eka}/wapas{napuM;2;eka}/wapas{napuM;8;eka}	wapa{napuM;2;eka}	karma,14	garmI	-	-	-	-	-
13	anwarAyEH	-	-	anwarA{swrI;4;eka}/anwarA{sarvanAma;swrI;4;eka}	anwarA{puM;3;eka}	karwA,16	anwarA_ko	-	-	-	-	-
14	vyayam	8	vyayamanwarAyEH	vyaya{puM;2;eka}/vyaya{napuM;1;eka}/vyaya{napuM;2;eka}	vyaya{puM;2;eka}	karma,16	Karce_ko	-	-	-	-	-
15	na	7	na	na{avya}	na{avya}	prawiReXaH,16	nahIM	-	-	-	-	-
16	ApAxyawe	6	ApAxyawe	ApAxyawe}	A_pax{karwari lat pra eka AwmanepaxI{XAwuH paxaz} xivAxiH}	aBihiwa_karma,14;sakarmaka	-	-	-	-	-	-
17	kacciw	9	kaccinmaharReswriviXaM	kacciw{avya}	kacciw{avya}	sambanXaH,16	praSnavAcakawA	-	-	-	-	-
