"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"नृपतेः"	1	"नृपतेर्व्यजनादिभिस्तमो"	"नृपति{पुं;5;एक}/नृपति{पुं;6;एक}"	"नृपति{पुं;6;एक}"	"षष्ठीसम्बन्धः,3.1"	"षष्ठीसम्बन्धः,3.1"	"N6"	"राजा_की"	"-"	"-"	"-"	"-"	"-"
2.1	"व्यजन-"	"-"	"--"	"व्यजन"	"व्यजन"	"बहुव्रीहिः,2.2"	"बहुव्रीहिः,2.2"	"CP"	"पंखा-पहेलों_से"	"-"	"-"	"-"	"-"	"-"
2.2	"आदिभिः"	"-"	"-"	"आदि{स्त्री;3;बहु}/आदि{नपुं;3;बहु}/आदि{पुं;3;बहु}"	"आदि{पुं;3;बहु}"	"करणम्,4.1"	"करणम्,4.1"	"N3"				"-"	"-"	
3.1	"तमः"	"-"	"--"	"तम{पुं;1;एक}/तमस्{नपुं;1;एक}/तमस्{नपुं;2;एक}/तमस्{नपुं;8;एक}"	"तमस्{नपुं;2;एक}"	"कर्ता,4.1"	"कर्ता,4.1"	"N2"	"तमस_को"	"-"	"-"	"-"	"-"	"-"
4.1	"नुनुदे"	2	"नुनुदे"	"णुद्1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;णुदँ;:तुदादिः}/णुद्1{कर्तरि;लिट्;उ;एक;आत्मनेपदी;णुदँ;:तुदादिः}"	"णुद्1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;णुदँ;:तुदादिः}"	"अभिहित_कर्ता,3.1"	"अभिहित_कर्ता,3.1"	"KP"	"-"	"-"	"-"	"-"	"-"	"-"
5.1	"सा"	3	"सा"	"तद्{सर्वनाम;स्त्री;1;एक}"	"तद्{सर्वनाम;स्त्री;1;एक}"	"कर्ता,9.1"	"कर्ता,9.1"	"N1"	"वह"	"-"	"-"	"-"	"-"	"-"
6.1	"तु"	4	"तु"	"तु{अव्य}"	"तु{अव्य}"	"सम्बन्धः,9.1"	"सम्बन्धः,9.1"	"NA"	"तो"	"-"	"-"	"-"	"-"	"-"
7.1	"तथैव"	5	"तथैव"	"तथैव{अव्य}"	"तथैव{अव्य}"	"क्रियाविशेषणम्,8.1"	"क्रियाविशेषणम्,8.1"	"NA"	"वैसे_ही"	"-"	"-"	"-"	"-"	"-"
8.1	"संस्थिता"	6	"संस्थिता"	"संस्थिता{स्त्री;1;एक(ष्था1;क्त;ष्था;:भ्वादिः)}"	"संस्थिता{स्त्री;1;एक(ष्था1;क्त;ष्था;:भ्वादिः)}"	"कर्तृसमानाधिकरणम्,9.1"	"कर्तृसमानाधिकरणम्,9.1"	"N1"	"ण्थ्या_हुई"	"-"	"-"	"-"	"-"	"-"
9.1	"(आसीत्)"	"-"	"आसीत्"	"अस्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;असँ;:अदादिः}"	"अस्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;असँ;:अदादिः}"	"अभिहित_कर्ता,5.1"	"अभिहित_कर्ता,5.1"	"KP"	"थी"	"-"	"-"	"-"	"-"	"-"
