index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	विनीत-	2.1	विनीताध्वश्रमास्तस्य	विनीत-	विनीत-	बहुव्रीहिः,1.2	बहुव्रीहिः,1.2	CP	अध्व-श्रमाओं_को					
1.2	अध्व-	2.2		अध्व-	अध्व-	षष्ठी-तत्पुरुषः,1.3	षष्ठी-तत्पुरुषः,1.3	CP	अध्व-श्रमाओं_को					
1.3	श्रमाः	2.3		श्रम{पुं;1;बहु}/श्रम{पुं;8;बहु}/श्रमा{स्त्री;8;बहु}/श्रमा{स्त्री;1;बहु}/श्रमा{स्त्री;2;बहु}	श्रमा{स्त्री;1;बहु}	विशेषणम्,7.3	विशेषणम्,7.3	N1						
2.1	तस्य	3.1		तद्{सर्वनाम;नपुं;6;एक}/तद्{सर्वनाम;पुं;6;एक}	तद्{सर्वनाम;पुं;6;एक}	षष्ठीसम्बन्धः,5.1	षष्ठीसम्बन्धः,5.1	N6						
3.1	सिन्धु-	1.1	सिन्धुतीरविचेष्टनैः	विचेष्टन{नपुं;3;बहु(चेष्ट्1;ल्युट्;चेष्टँ;:भ्वादिः)}	सिन्धु-	षष्ठी-तत्पुरुषः,3.2	षष्ठी-तत्पुरुषः,3.2	CP	ण्थ्ने~से	-	-	-	-	-
3.2	तीर-	1.2	-	तीर-	तीर-	बहुव्रीहिः,3.3	बहुव्रीहिः,3.3	CP	ण्थ्ने~से	-	-	-	-	-
3.3	विचेष्टनैः	1.3	-	विचेष्टन{नपुं;3;बहु(वि_चेष्ट्1;ल्युट्;भ्वादिः)}	विचेष्टन{नपुं;3;बहु(वि_चेष्ट्1;ल्युट्;भ्वादिः)}	करणम्,1.3	करणम्,1.3	N3				-	-	
4.1	दुधुवुः	7.1	दुधुवुर्वाजिनः	धू1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;धूञ्;:स्वादिः}/धू2{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;धू;:तुदादिः}/धू3{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;धूञ्;:क्र्यादिः}/धु1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;धुञ्;:स्वादिः}	धू1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;धूञ्;:स्वादिः}	अभिहित_कर्ता,4;सकर्मक.1	अभिहित_कर्ता,4;सकर्मक.1	KP	कांपे	-	-	-	-	-
5.1	वाजिनः	4.1		वाजिन्{पुं;1;बहु}/वाजिन्{पुं;2;बहु}/वाजिन्{पुं;5;एक}/वाजिन्{पुं;6;एक}/वाजिन्{पुं;8;बहु}	वाजिन्{पुं;1;बहु}	कर्ता,4.1	कर्ता,4.1	N1	अश्व					
6.1	स्कन्धान्	6.1	स्कन्धाँल्लग्नकुङ्कुमकेसरान्	स्कन्ध{पुं;2;बहु}	स्कन्ध{पुं;2;बहु}	कर्म,4.1	कर्म,4.1	N2	केसर_को	-	-	-	-	-
7.1	लग्न-	5.1		लग्न-	लग्न-	बहुव्रीहिः,7.2	बहुव्रीहिः,7.2	CP						
7.2	कुङ्कुम-	5.2	-	कुङ्कुम-	कुङ्कुम-	षष्ठी-तत्पुरुषः,7.3	षष्ठी-तत्पुरुषः,7.3	CP	केसर_को	-	-	-	-	-
7.3	केसरान्	5.3	-	केसर{पुं;2;बहु}	केसर{पुं;2;बहु}	विशेषणम्,6.1	विशेषणम्,6.1	N2				-	-	
