index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	कश्चित्	1	कश्चिद्यथाभागमवस्थितेऽपि	किञ्चित्{सर्वनाम;पुं;1;एक}	किञ्चित्{सर्वनाम;पुं;1;एक}	कर्ता,11.1	कर्ता,11.1	N1	-	-	-	-	-	-
2.1	यथा-	-	-	यथा	यथा	अव्ययीभावः,2.2	अव्ययीभावः,2.2	CP	-	-	-	-	-	-
2.2	भागम्	-	-	भाग{पुं;2;एक}/भाग{नपुं;1;एक}/भाग{नपुं;2;एक}	भाग{नपुं;2;एक}	क्रियाविशेषणम्,3.1	क्रियाविशेषणम्,3.1	N2				-	-	
3.1	अवस्थिते	-	-	अवस्थित{पुं;7;एक(ष्था1;क्त;ष्था;भ्वादिः)}	अवस्थित{पुं;1;एक(ष्था1;क्त;ष्था;भ्वादिः)}	विशेषणम्,4.1	विशेषणम्,4.1	N1	-	-	-	-	-	-
4.1	अपि	-	-	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,5.2	सम्बन्धः,5.2	NA	-	-	-	-	-	-
5.1	स्व-	2	स्वसंनिवेशाद्व्यतिलङ्घिनीव	स्व	स्व	षष्ठी-तत्पुरुषः,5.2	षष्ठी-तत्पुरुषः,5.2	CP	-	-	-	-	-	-
5.2	सन्निवेशात्	-	-	सन्निवेश{पुं;5;एक}/सन्निवेश{नपुं;5;एक}	सन्निवेश{पुं;5;एक}	हेतुः,6.1	हेतुः,6.1	N5				-	-	
6.1	व्यतिलङ्घिनि	-	-	व्यतिलङ्घिन्(स्त्री;1;एक)	व्यतिलङ्घिन्{नपुं;7;एक}	उपमानम्,7.1	उपमानम्,7.1	N7	-	-	-	-	-	-
7.1	इव	-	-	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,12.1	उपमान_द्योतकः,12.1	NA	-	-	-	-	-	-
8.1	एकं	3	वज्रांशुगर्भाङ्गुलिरन्ध्रमेकं	एक{पुं;2;एक}/एक{नपुं;1;एक}/एक{नपुं;2;एक}	एक{नपुं;2;एक}	विशेषणम्,10.1	विशेषणम्,10.1	N2	-	-	-	-	-	-
9.1	वज्र-	-	-	वज्र	वज्र	षष्ठी-तत्पुरुषः,9.2	षष्ठी-तत्पुरुषः,9.2	CP	-	-	-	-	-	-
9.2	अंशु-	-	-	अंशु	अंशु	बहुव्रीहिः,9.3	बहुव्रीहिः,9.3	CP	-	-	-	-	-	-
9.3	गर्भ-	-	-	गर्भ	गर्भ	बहुव्रीहिः,9.4	बहुव्रीहिः,9.4	CP	-	-	-	-	-	-
9.4	अङ्गुलि-	-	-	अङ्गुलि	अङ्गुलि	षष्ठी-तत्पुरुषः,9.5	षष्ठी-तत्पुरुषः,9.5	CP	-	-	-	-	-	-
9.5	रन्ध्रम्	-	-	रन्ध्र{नपुं;1;एक}/रन्ध्र{नपुं;2;एक}	रन्ध्र{नपुं;1;एक}	विशेषणम्,8.1	विशेषणम्,8.1	N1				-	-	
10.1	करं	5	करं	कर{पुं;2;एक}/कर{नपुं;1;एक}/कर{नपुं;2;एक}	कर{नपुं;2;एक}	कर्म,11.1	कर्म,11.1	N2	-	-	-	-	-	-
11.1	व्यापारयामास	4	व्यापारयामास	पृ{णिजन्त;कर्तरि;लिट्;प्र;एक;परस्मैपदी{धातुः;पृ}स्वादिः}	पृ{णिजन्त;कर्तरि;लिट्;प्र;एक;परस्मैपदी{धातुः;पृ}स्वादिः}	अभिहित_कर्ता,1.1	अभिहित_कर्ता,1.1	KP	-	-	-	-	-	-
12.1	किरीटे	6	किरीटे	किरीट{नपुं;1;द्वि}/किरीट{नपुं;2;द्वि}/किरीट{नपुं;8;द्वि}/किरीट{पुं;7;एक}/किरीट{नपुं;7;एक}	किरीट{नपुं;7;एक}	अधिकरणम्,9.5	अधिकरणम्,9.5	N7	-	-	-	-	-	-
