index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	विलसिनी-	1	विलासिनीविभ्रमदन्तपत्रमापाण्डुरं	विलसिनी	विलसिनी	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	-	-	-	-	-	-
1.2	विभ्रम-	-	-	विभ्रम	विभ्रम	चतुर्थी-तत्पुरुषः,1.3	चतुर्थी-तत्पुरुषः,1.3	CP	-	-	-	-	-	-
1.3	दन्त-	-	-	दन्त	दन्त	कर्मधारयः,1.4	कर्मधारयः,1.4	CP	-	-	-	-	-	-
1.4	पत्रम्	-	-	पत्र{पुं;2;एक}/पत्र{नपुं;1;एक}/पत्र{नपुं;2;एक}	पत्र{पुं;2;एक}	विशेषणम्,2.2	विशेषणम्,2.2	N2				-	-	
2.1	आ-	-	-	आ	आ	अव्ययीभावः,2.2	अव्ययीभावः,2.2	CP	-	-	-	-	-	-
2.2	पाण्डुरम्	-	-	पण्डुर{नपुं;2;एक}/आपण्डुर{नपुं;1;एक}	पण्डुर{नपुं;2;एक}	विशेषणम्,3.2	विशेषणम्,3.2	N2				-	-	
3.1	केतक-	2	केतकबर्हमन्यः	केतक	केतक	षष्ठी-तत्पुरुषः,3.2	षष्ठी-तत्पुरुषः,3.2	CP	-	-	-	-	-	Name of a leaf
3.2	बर्हम्	-	-	बर्ह{पुं;2;एक}	बर्ह{नपुं;2;एक}	कर्म,7.1	कर्म,7.1	N2				-	Name of a leaf	
4.1	अन्यः	-	-	अन्य{सर्वनाम;पुं;1;एक}	अन्य{सर्वनाम;पुं;1;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N1	अन्य	-	-	-	युवा (आनोथेर् प्रिन्चे ट्हो चमे ऋओर् थे शुयम्वर)	-
5.1	युवा	4	युवा	युवन्{पुं;1;एक}	युवन्{पुं;1;एक}	कर्ता,7.1	कर्ता,7.1	N1	युवक	-	-	-	-	-
6.1	प्रिया-	3	प्रियानितम्बोचितसंनिवेशैर्विपाटयामास	प्रिया	प्रिया	षष्ठी-तत्पुरुषः,6.2	षष्ठी-तत्पुरुषः,6.2	CP	-	-	-	-	-	-
6.2	नितम्ब-	-	-	नितम्ब	नितम्ब	सप्तमी-तत्पुरुषः,6.3	सप्तमी-तत्पुरुषः,6.3	CP	-	-	-	-	-	-
6.3	उचित-	-	-	उचित	उचित	बहुव्रीहिः,6.4	बहुव्रीहिः,6.4	CP	-	-	-	-	-	-
6.4	सन्निवेशैः	-	-	सन्निवेश{पुं;3;बहु}/सन्निवेश{नपुं;3;बहु}	सन्निवेश{पुं;3;बहु}	हेतुः,7.1	हेतुः,7.1	N3				-	-	
7.1	विपाटयामास	-	-	वि_पट्2{कर्तरि;लिट्;प्र;एक;परस्मैपदी;पटँ;चुरादिः}/वि_पट्2{कर्तरि;लिट्;उ;एक;परस्मैपदी;पटँ;चुरादिः}/वि_पट्2{कर्तरि;लिट्;म;बहु;परस्मैपदी;पटँ;चुरादिः}	वि_पट्2{कर्तरि;लिट्;प्र;एक;परस्मैपदी;पटँ;चुरादिः}	अभिहित_कर्ता,5;सकर्मक.1	अभिहित_कर्ता,5;सकर्मक.1	KP	भाग_गया	-	-	-	-	-
8.1	नख-	5	नखाग्रैः	नख	नख	षष्ठी-तत्पुरुषः,8.2	षष्ठी-तत्पुरुषः,8.2	CP	-	-	-	-	-	-
8.2	अग्रैः	-	-	अग्र{नपुं;3;बहु}	अग्र{नपुं;3;बहु}	करणम्,7.1	करणम्,7.1	N3				-	-	
