"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"स्व-"	1	"स्वासिधारापरिहृतः "	"स्व"	"स्व"	"षष्ठी-तत्पुरुषः,1.2"	"षष्ठी-तत्पुरुषः,1.2"	"CP"	"-"	"-"	"स्वस्य असिः स्वासिः,तस्य धारा तया परिहृतः"	"-"	"-"	"-"
1.2	"असि-"	"-"	"-"	"असि"	"असि"	"षष्ठी-तत्पुरुषः,1.3"	"षष्ठी-तत्पुरुषः,1.3"	"CP"	"-"	"-"	"स्वस्य असिः स्वासिः,तस्य धारा तया परिहृतः"	"-"	"-"	"-"
1.3	"धारा-"	"-"	"-"	"धारा"	"धारा"	"तृतीया-तत्पुरुषः,1.4"	"तृतीया-तत्पुरुषः,1.4"	"CP"	"-"	"-"	"स्वस्य असिः स्वासिः,तस्य धारा तया परिहृतः"	"-"	"-"	"-"
1.4	"परिहृतः"	"-"	"-"	"परिहृत{पुं;1;एक(परि_हृ1;क्त;भ्वादिः)}"	"परिहृत{पुं;1;एक(परि_हृ1;क्त;भ्वादिः)}"	"विशेषणम्,2.1"	"विशेषणम्,2.1"	"N1"				"-"	"-"	
2.1	"दशमः"	7	"दशमो"	"दशम{पुं;1;एक}"	"दशम{पुं;1;एक}"	"विशेषणम्,3.1"	"विशेषणम्,3.1"	"N1"	"-"	"-"	"-"	"-"	"-"	"-"
3.1	"मूर्धा"	8	"मूर्धा"	"मूर्धन्{पुं;1;एक}"	"मूर्धन्{पुं;1;एक}"	"कर्ता,11.1"	"कर्ता,11.1"	"N1"	"-"	"-"	"-"	"-"	"-"	"-"
4.1	"मे"	5	"मे"	"अस्मद्{सर्वनाम;6;एक}/अस्मद्{सर्वनाम;4;एक}"	"अस्मद्{सर्वनाम;6;एक}"	"षष्ठीसम्बन्धः,5.1"	"षष्ठीसम्बन्धः,5.1"	"N6"	"-"	"-"	"-"	"-"	"रामस्य"	"-"
5.1	"चक्रस्य"	3	"चक्रस्य"	"चक्र{नपुं;6;एक}"	"चक्र{नपुं;6;एक}"	"षष्ठीसम्बन्धः,6.1"	"षष्ठीसम्बन्धः,6.1"	"N6"	"-"	"-"	"-"	"-"	"-"	"-"
6.1	"कामम्"	2	"कामं "	"कामम्{अव्य}"	"कामम्{अव्य}"	"सम्बन्धः,11.1"	"सम्बन्धः,11.1"	"NA"	"-"	"-"	"-"	"-"	"-"	"-"
7.1	"लभ्य-"	9	"लभ्यांश"	"लभ्य"	"लभ्य"	"कर्मधारयः,7.2"	"कर्मधारयः,7.2"	"CP"	"-"	"-"	"लभ्यः अंशः"	"-"	"-"	"-"
7.2	"अंशः"	"-"	"-"	"अंश{पुं;1;एक}"	"अंश{पुं;1;एक}"	"उपमानम्,8.1"	"उपमानम्,8.1"	"N1"				"-"	"-"	
8.1	"इव"	10	"इव"	"इव{अव्य}"	"इव{अव्य}"	"उपमान_द्योतकः,11.1"	"उपमान_द्योतकः,11.1"	"NA"	"-"	"-"	"-"	"-"	"-"	"-"
9.1	"तेन"	4	"तेन"	"तद्{सर्वनाम;नपुं;3;एक}/तद्{सर्वनाम;पुं;3;एक}"	"तद्{सर्वनाम;पुं;3;एक}"	"विशेषणम्,10.1"	"विशेषणम्,10.1"	"N3"	"-"	"-"	"-"	"-"	"रावणेन"	"-"
10.1	"रक्षसा"	11	"रक्षसा"	"रक्षस्{पुं;3;एक}/रक्षस्{नपुं;3;एक}/रक्षस्{स्त्री;3;एक}"	"रक्षस्{पुं;3;एक}"	"प्रयोजककर्ता,11.1"	"प्रयोजककर्ता,11.1"	"N3"	"-"	"-"	"-"	"-"	"-"	"रावणेन"
11.1	"स्थापितः"	6	"स्थापितो"	"स्थापित{पुं;1;एक(ष्था1;णिजन्त;क्त;ष्था;:भ्वादिः)}"	"स्थापित{पुं;1;एक(ष्था1;णिजन्त;क्त;ष्था;:भ्वादिः)}"	"अभिहित_कर्ता"	"अभिहित_कर्ता"	"N1"	"-"	"-"	"-"	"-"	"-"	"-"
