index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	दिव्यायाम्	2	-	दिव्या{स्त्री;7;एक}	दिव्या{स्त्री;7;एक}	विशेषणम्,2.1	विशेषणम्,2.1	N7	दिव्या_में	-	-	-	-	-
2.1	त्रिस्रोतसि	3	-	त्रिस्रोतस्{स्त्री;7;एक}	त्रिस्रोतस्{स्त्री;7;एक}	अधिकरणम्,3.1	अधिकरणम्,3.1	N7	त्रिस्रोतस्_में	-	-	-	-	-
3.1	कृताभिषेकैः	1	कृताभिषेकैर्दिव्यायाम्	कृताभिषेक{पुं;3;बहु}/कृताभिषेक{नपुं;3;बहु}	कृताभिषेक{पुं;3;बहु}	विशेषणम्,8.1	विशेषणम्,8.1	N3	राज्याभिषिक्तों_से	-	-	-	-	-
4.1	परम्	7	परम्	परम्{अव्य}/पर{पुं;2;एक}/पर{नपुं;1;एक}/पर{नपुं;2;एक}/पर{सर्वनाम;पुं;2;एक}/पर{सर्वनाम;नपुं;1;एक}/पर{सर्वनाम;नपुं;2;एक}	पर{सर्वनाम;नपुं;2;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N2	पर_	-	-	-	-	-
5.1	ब्रह्म	8	-	ब्रह्मन्{नपुं;1;एक}/ब्रह्मन्{नपुं;2;एक}/ब्रह्म{नपुं;8;एक}	ब्रह्मन्{नपुं;2;एक}	कर्म,6.1	कर्म,6.1	N2	परमात्मा_से	-	-	-	-	-
6.1	गृणद्भिः	9	गृणद्भिरुपतस्थिरे	गृणत्{नपुं;3;बहु(गॄ2;शतृ_लट्;गॄ;:क्र्यादिः)}/गृणत्{पुं;3;बहु(गॄ2;शतृ_लट्;गॄ;:क्र्यादिः)}	गृणत्{पुं;3;बहु(गॄ2;शतृ_लट्;गॄ;:क्र्यादिः)}	विशेषणम्,8.1	विशेषणम्,8.1	N3	शब्द_करते_हुए	-	-	-	-	-
7.1	सप्तभिः	5	-	सप्तन्{संख्येयम्;3;बहु}	सप्तन्{संख्येयम्;3;बहु}	विशेषणम्,8.1	विशेषणम्,8.1	N3	सातों_के_द्वारा	-	-	-	-	-
8.1	ब्रह्मर्षिभिः	6	-	ब्रह्मर्षि{पुं;3;बहु}	ब्रह्मर्षि{पुं;3;बहु}	कर्ता,9.1	कर्ता,9.1	N3	ब्रह्मर्षियों_से	-	-	-	-	-
9.1	उपतस्थिरे	10	-	उप_ष्था1{कर्मणि;लिट्;प्र;बहु;आत्मनेपदी;ष्था;:भ्वादिः}	उप_ष्था1{कर्मणि;लिट्;प्र;बहु;आत्मनेपदी;ष्था;:भ्वादिः}	अभिहित_कर्ता,8.1	अभिहित_कर्ता,8.1	KP	-	-	-	-	-	-
10.1	च	4	-	च{अव्य}	च{अव्य}	सम्बन्धः,9.1	सम्बन्धः,9.1	NA	-	-	-	-	-	-
